id , Source Name , RA (J2000.0) , Dec (J2000.0) , Extended source name , 0.1-100 GeV Energy Flux Error (erg cm-2 s-1) , Spectrum Type , Power Law Index , Flux 50-100 MeV (ph/cm2/s) , Flux 100-300 MeV (ph/cm2/s) , Flux 300-1000 MeV (ph/cm2/s) , Flux 1-3 GeV (ph/cm2/s) , Flux 3-10 GeV (ph/cm2/s) , Flux 10-30 GeV (ph/cm2/s) , Flux 30-300 GeV (ph/cm2/s) , NuFNu 50-100 MeV (erg /cm2/s) , NuFNu 100-300 MeV (erg /cm2/s) , NuFNu 300-1000 MeV (erg /cm2/s) , NuFNu 1-3 GeV (erg /cm2/s) , NuFNu 3-10 GeV (erg /cm2/s) , NuFNu 10-30 GeV (erg /cm2/s) , NuFNu 30-300 GeV (erg /cm2/s) , Signif. Peak , Flux Peak (ph/cm2/s) , Flux Peak Error (ph/cm2/s) , Previous Fermi Association , Other Gamma Catalog Associations , TeVCat Flag , TeV Assoc. Name , Class , Association , Assoc. Probability , R.A. Counterpart , Dec. Counterpart , Counterpart Error
2735 , 4FGL J1415.3-6110 , 213.8394 , -61.1766 ,  , 5.896e-12 , PowerLaw , 2.4216871 , 1.277e-8 , <1.453e-7 , 3.576e-9 , 1.744e-9 , 3.110e-10 , 6.173e-12 , 7.538e-12 , 2.012e-12 , 1.008e-13 , 2.338e-12 , 4.022e-12 , 2.034e-12 , 1.424e-13 , 3.425e-13 ,  ,  ,  ,  ,  J1407-6136c , N ,  ,  ,  , 0 ,  ,  , 
2736 , 4FGL J1415.4-6458 , 213.862 , -64.9831 ,  , 6.086e-13 , LogParabola , 2.1939163 , <6.110e-8 , 1.468e-9 , 4.359e-10 , 2.612e-10 , 1.524e-10 , 2.455e-11 , 3.129e-12 , 2.087e-13 , 4.280e-13 , 3.673e-13 , 6.708e-13 , 9.973e-13 , 5.148e-13 , 8.697e-14 ,  ,  ,  ,  ,  , N ,  ,  ,  , 0 ,  ,  , 
2737 , 4FGL J1415.5+4830 , 213.8992 , 48.5142 ,  , 5.648e-13 , PowerLaw , 1.9688796 , 1.514e-8 , 4.432e-9 , 1.280e-9 , 4.751e-10 , 1.430e-10 , 5.743e-11 , 1.740e-11 , 2.429e-12 , 1.068e-12 , 8.817e-13 , 1.145e-12 , 9.852e-13 , 1.384e-12 , 9.408e-13 , 21.138426 , 0.000000020850363 , 0.0000000018124817 , 3FGL J1415.2+4832 ,  , N ,  , bll , RX J1415.5+4830 , 0.9996096 , 213.903333604 , 48.5084586528 , 0.00000044
2738 , 4FGL J1415.9-1504 , 213.9885 , -15.071 ,  , 4.596e-13 , PowerLaw , 2.1171026 , <1.119e-8 , 2.325e-9 , 2.530e-10 , 1.535e-10 , 5.133e-11 , 7.673e-12 , <5.513e-12 , 2.062e-19 , 5.524e-13 , 1.714e-13 , 3.646e-13 , 3.476e-13 , 1.823e-13 , 9.450e-18 ,  ,  ,  ,  ,  , N ,  ,  ,  , 0.47 , 213.8379669189453 , -15.051219940185547 , 0.0045
2739 , 4FGL J1416.1+1320 , 214.0285 , 13.347 ,  , 5.415e-13 , PowerLaw , 2.405265 , 1.253e-8 , 9.999e-9 , 1.899e-9 , 4.616e-10 , 7.182e-11 , 7.277e-12 , <5.862e-12 , 1.975e-12 , 2.310e-12 , 1.244e-12 , 1.066e-12 , 4.705e-13 , 1.681e-13 , 1.117e-16 , 8.541404 , 0.000000021356579 , 0.0000000030870704 , 3FGL J1416.0+1325 ,  , N ,  , bcu , PKS B1413+135 , 0.9968888 , 213.995072942 , 13.339920225 , 0.000000075
2740 , 4FGL J1416.1-2417 , 214.0334 , -24.2982 ,  , 5.342e-13 , PowerLaw , 1.8433762 , <1.195e-8 , 3.960e-9 , <2.375e-10 , 1.927e-10 , 8.304e-11 , 2.765e-11 , 9.556e-12 , 2.797e-15 , 9.665e-13 , 3.001e-15 , 4.702e-13 , 5.808e-13 , 6.747e-13 , 5.445e-13 , 6.507836 , 0.0000000043988666 , 0.0000000011143041 , 3FGL J1416.1-2417 ,  , N ,  , bll , NVSS J141612-241812 , 0.99936396 , 214.050733021 , -24.3037558333 , 0.00000031
2741 , 4FGL J1416.7-5023 , 214.1781 , -50.3895 ,  , 8.185e-13 , LogParabola , 2.4045358 , 2.701e-8 , 4.458e-9 , 1.315e-9 , 6.707e-10 , 1.139e-10 , 5.711e-12 , <6.342e-12 , 4.612e-12 , 1.190e-12 , 9.414e-13 , 1.557e-12 , 6.955e-13 , 1.174e-13 , 7.292e-17 ,  ,  ,  , 2FGL J1417.7-5028 ,  , N ,  ,  ,  , 0 ,  ,  , 
2742 , 4FGL J1417.6-4403 , 214.4146 , -44.052 ,  , 7.340e-13 , LogParabola , 2.3335326 , <2.685e-8 , 5.373e-9 , 2.914e-9 , 8.015e-10 , 2.197e-10 , 5.436e-12 , <4.120e-12 , 3.054e-14 , 1.441e-12 , 2.097e-12 , 1.868e-12 , 1.346e-12 , 1.119e-13 , 1.946e-17 ,  ,  ,  , 3FGL J1417.5-4402 ,  , N ,  , psr , PSR J1417-4402 , 0.9878249 , 214.37750244140625 , -44.049278259277344 , 0.00045
2743 , 4FGL J1417.7-6057 , 214.449 , -60.9566 ,  , 4.653e-12 , PowerLaw , 1.8238771 , <3.051e-7 , <2.417e-7 , 3.986e-8 , 1.914e-9 , 4.309e-10 , 6.769e-11 , 3.840e-11 , 3.463e-13 , 2.367e-14 , 2.794e-11 , 4.680e-12 , 3.021e-12 , 1.655e-12 , 2.206e-12 ,  ,  ,  ,  ,  J1418-6106 , E , Kookaburra (Rabbit) ,  ,  , 0 ,  ,  , 
2744 , 4FGL J1417.9+2543 , 214.494 , 25.7238 ,  , 5.285e-13 , PowerLaw , 1.536569 , 1.433e-9 , <1.326e-9 , 8.179e-11 , 8.303e-11 , 5.023e-11 , 3.344e-11 , 2.426e-11 , 2.339e-13 , 3.389e-15 , 5.935e-14 , 2.089e-13 , 3.644e-13 , 8.416e-13 , 1.576e-12 ,  ,  ,  , 3FGL J1417.8+2540 ,  , N ,  , bll , 1E 1415.6+2557 , 0.9996118 , 214.486128054 , 25.723956775 , 0.00000026
2745 , 4FGL J1418.2-5400 , 214.5697 , -54.0055 ,  , 1.174e-12 , LogParabola , 2.6067352 , 1.431e-8 , 7.206e-9 , 2.374e-9 , 3.616e-10 , 2.354e-11 , <1.017e-11 , <4.014e-12 , 2.481e-12 , 1.940e-12 , 1.611e-12 , 7.677e-13 , 1.261e-13 , 9.755e-16 , 3.466e-16 ,  ,  ,  ,  ,  , N ,  ,  ,  , 0 ,  ,  , 
2746 , 4FGL J1418.4-0233 , 214.6058 , -2.5594 ,  , 1.548e-12 , LogParabola , 1.7901014 , 4.255e-9 , 9.541e-9 , 3.182e-9 , 1.559e-9 , 8.988e-10 , 3.186e-10 , 9.278e-11 , 7.049e-13 , 2.460e-12 , 2.329e-12 , 3.883e-12 , 6.313e-12 , 7.671e-12 , 4.521e-12 , 26.140759 , 0.000000018106398 , 0.0000000014683135 , 3FGL J1418.4-0233 ,  , N ,  , bll , NVSS J141826-023336 , 0.99994874 , 214.609696738 , -2.55948353056 , 0.00000016
2747 , 4FGL J1418.4+3543 , 214.6229 , 35.7192 ,  , 1.115e-12 , LogParabola , 2.106669 , 1.251e-8 , 2.470e-8 , 7.632e-9 , 2.008e-9 , 6.613e-10 , 1.564e-10 , 1.571e-11 , 2.019e-12 , 6.001e-12 , 5.241e-12 , 4.773e-12 , 4.426e-12 , 3.639e-12 , 6.965e-13 , 46.482433 , 0.00000007973067 , 0.0000000032012542 , 3FGL J1418.5+3543 ,  , N ,  , BCU , 87GB 141615.9+355650 , 1 , 214.619090746 , 35.713739325 , 0.00000021
2748 , 4FGL J1418.7-3504 , 214.6792 , -35.0721 ,  , 6.160e-13 , PowerLaw , 2.7092721 , <2.239e-8 , 8.793e-9 , 1.620e-9 , 1.578e-10 , 2.038e-11 , <5.971e-12 , <4.669e-12 , 2.845e-15 , 1.974e-12 , 1.026e-12 , 3.542e-13 , 1.291e-13 , 7.339e-16 , 2.586e-17 ,  ,  ,  ,  ,  , N ,  , fsrq , PKS 1415-349 , 0.979076 , 214.745487137 , -35.1618077583 , 0.00000019
2749 , 4FGL J1418.7-6057 , 214.6927 , -60.9654 ,  , 1.573e-11 , PLSuperExpCutoff , 2.3750975 , <2.913e-7 , 2.404e-7 , 7.659e-8 , 3.083e-8 , 6.318e-9 , 3.179e-10 , <8.449e-12 , 1.502e-11 , 6.001e-11 , 5.371e-11 , 7.221e-11 , 3.799e-11 , 6.026e-12 , 1.220e-17 ,  ,  ,  , 3FGL J1418.6-6058 ,  J1418-6106 , E , Kookaburra (Rabbit) , PSR , PSR J1418-6058 , 1 , 214.6779022216797 , -60.963600158691406 , 0.000033071214
2750 , 4FGL J1418.7-6110 , 214.6977 , -61.1757 ,  , 6.905e-12 , PowerLaw , 2.3619034 , 1.135e-8 , 1.066e-8 , 1.775e-8 , 2.961e-9 , 2.665e-10 , 3.517e-11 , 1.711e-11 , 1.793e-12 , 2.473e-12 , 1.168e-11 , 6.869e-12 , 1.754e-12 , 8.159e-13 , 7.945e-13 ,  ,  ,  ,  ,  J1418-6106 , N ,  ,  ,  , 0 ,  ,  , 
2751 , 4FGL J1418.9+7731 , 214.7364 , 77.5318 ,  , 5.097e-13 , LogParabola , 1.7655371 , <8.866e-9 , <9.632e-10 , 2.341e-10 , 2.138e-10 , 1.326e-10 , 4.287e-11 , 1.323e-11 , 1.173e-13 , 1.050e-16 , 1.852e-13 , 5.532e-13 , 9.424e-13 , 1.014e-12 , 5.277e-13 ,  ,  ,  , 3FGL J1418.9+7731 ,  , N ,  , bll , 1RXS J141901.8+773229 , 0.9997502 , 214.751479542 , 77.5414841556 , 0.00000051
2752 , 4FGL J1419.2-6029 , 214.8085 , -60.4891 ,  , 3.356e-12 , PowerLaw , 2.1241724 , <2.707e-7 , <1.016e-7 , 4.149e-9 , 7.878e-10 , 2.115e-10 , 3.350e-11 , 3.308e-12 , 3.282e-13 , 1.391e-15 , 2.807e-12 , 1.870e-12 , 1.431e-12 , 7.952e-13 , 1.680e-13 ,  ,  ,  ,  ,  , N ,  ,  ,  , 0 ,  ,  , 
2753 , 4FGL J1419.3+0444 , 214.8371 , 4.7428 ,  , 4.592e-13 , PowerLaw , 1.8475219 , 4.633e-9 , <1.954e-9 , 3.651e-10 , 9.695e-11 , 5.100e-11 , 3.858e-11 , <4.703e-12 , 7.467e-13 , 1.070e-16 , 2.552e-13 , 2.365e-13 , 3.565e-13 , 9.412e-13 , 1.819e-16 ,  ,  ,  , 3FGL J1419.5+0449 ,  , N ,  , bll , 2MASS J14192748+0445138 , 0.9966308 , 214.86453247070312 , 4.7538299560546875 , 0.0045
2754 , 4FGL J1419.4-0838 , 214.86 , -8.6417 ,  , 1.044e-12 , LogParabola , 2.2313566 , 3.856e-8 , 2.257e-8 , 7.271e-9 , 1.936e-9 , 4.563e-10 , 7.039e-11 , 7.206e-12 , 6.254e-12 , 5.501e-12 , 4.953e-12 , 4.528e-12 , 2.963e-12 , 1.583e-12 , 2.733e-13 , 35.724762 , 0.0000000714088 , 0.0000000033432856 , 3FGL J1419.5-0836 ,  , N ,  , fsrq , NVSS J141922-083830 , 0.9995073 , 214.843983646 , -8.642261275 , 0.00000018
2755 , 4FGL J1419.5+3821 , 214.8944 , 38.3657 ,  , 5.264e-13 , PowerLaw , 2.522438 , 2.582e-8 , 1.289e-8 , 2.710e-9 , 4.049e-10 , 6.024e-11 , 6.296e-12 , 3.004e-12 , 4.052e-12 , 2.946e-12 , 1.752e-12 , 9.250e-13 , 3.895e-13 , 1.438e-13 , 1.318e-13 , 10.969509 , 0.000000024600581 , 0.0000000029794818 , 3FGL J1419.8+3819 ,  , N ,  , fsrq , B3 1417+385 , 0.9930663 , 214.944224 , 38.3634652861 , 0.000000068
2756 , 4FGL J1419.6-5153 , 214.9222 , -51.8901 ,  , 1.159e-12 , PowerLaw , 2.5307155 , 7.406e-9 , 1.258e-8 , 3.278e-9 , 5.845e-10 , 9.469e-11 , 2.120e-11 , <4.387e-12 , 1.162e-12 , 2.872e-12 , 2.117e-12 , 1.334e-12 , 6.116e-13 , 4.841e-13 , 4.237e-23 ,  ,  ,  , 3FGL J1419.1-5156 ,  , N ,  , bcu , PMN J1419-5155 , 0.9978279 , 214.896855121 , -51.9162694944 , 0.0000002
2757 , 4FGL J1419.8+5423 , 214.955 , 54.3937 ,  , 5.872e-13 , PowerLaw , 2.3503282 , 1.077e-8 , 2.215e-8 , 5.244e-9 , 1.135e-9 , 2.312e-10 , 3.209e-11 , 7.137e-12 , 1.702e-12 , 5.145e-12 , 3.457e-12 , 2.636e-12 , 1.524e-12 , 7.453e-13 , 3.327e-13 , 25.515099 , 0.00000006033782 , 0.0000000035594274 , 3FGL J1419.9+5425 ,  , N ,  , bll , OQ 530 , 0.99977165 , 214.944155858 , 54.3874408556 , 0.000000068
2758 , 4FGL J1420.0-6048 , 215.009 , -60.805 ,  , 1.485e-11 , PLSuperExpCutoff , 2.3948185 , <2.682e-7 , 2.186e-7 , 4.688e-8 , 1.105e-8 , 1.585e-9 , 1.154e-10 , <1.002e-11 , 4.988e-11 , 5.460e-11 , 3.264e-11 , 2.540e-11 , 9.109e-12 , 2.187e-12 , 1.002e-16 ,  ,  ,  , 3FGL J1420.0-6048 ,  , E , Kookaburra PWN , PSR , PSR J1420-6048 , 1 , 215.0343017578125 , -60.804561614990234 , 0.00041536498
2759 , 4FGL J1420.3-6046e , 215.082 , -60.782 , HESS J1420-607 , 1.395e-11 , PowerLaw , 1.9977322 , <2.936e-7 , <2.251e-7 , 2.623e-8 , 6.140e-9 , 1.297e-9 , 1.438e-10 , 1.423e-10 , 8.671e-13 , 4.300e-14 , 1.801e-11 , 1.476e-11 , 8.910e-12 , 3.455e-12 , 7.607e-12 , 6.819103 , 0.00000005753016 , 0.00000001216605 , 3FGL J1420.0-6048 ,  , E , HESS J1420-607 , PWN , HESS J1420-607 ,  , 215.0399932861328 , -60.7599983215332 , 0.09
2760 , 4FGL J1420.3+0612 , 215.0892 , 6.2004 ,  , 4.908e-13 , PowerLaw , 2.3716953 , <1.272e-8 , 1.847e-9 , 1.120e-9 , 8.850e-11 , 3.046e-11 , 8.097e-12 , 3.356e-12 , 4.661e-17 , 4.281e-13 , 7.364e-13 , 2.051e-13 , 2.003e-13 , 1.877e-13 , 1.553e-13 ,  ,  ,  ,  ,  , N ,  , bll , SDSS J142013.69+061428.6 , 0.99188596 , 215.05703735351562 , 6.241330146789551 , 0.0045
2761 , 4FGL J1420.7-6701 , 215.1972 , -67.0308 ,  , 1.338e-12 , PowerLaw , 2.6066515 , 2.629e-8 , 4.163e-9 , 1.546e-9 , 2.763e-10 , 3.845e-11 , 4.524e-12 , <4.222e-12 , 4.112e-12 , 9.436e-13 , 9.899e-13 , 6.262e-13 , 2.463e-13 , 1.026e-13 , 3.916e-18 ,  ,  ,  ,  ,  , N ,  ,  ,  , 0 ,  ,  , 
2762 , 4FGL J1420.9-7920 , 215.2366 , -79.3494 ,  , 6.779e-13 , PowerLaw , 2.3737144 , <2.290e-8 , <5.312e-9 , 1.928e-9 , 3.728e-10 , 6.699e-11 , 9.739e-12 , <3.751e-12 , 1.075e-14 , 1.375e-17 , 1.267e-12 , 8.638e-13 , 4.404e-13 , 2.257e-13 , 2.905e-17 ,  ,  ,  , 3FGL J1421.8-7920 ,  , N ,  , bcu , 2MASS J14220194-7920043 , 0.99885786 , 215.349902333 , -79.3406665417 , 0.0000097
2763 , 4FGL J1420.9-6127 , 215.2409 , -61.4602 ,  , 4.570e-12 , PowerLaw , 2.2512188 , 1.417e-8 , 1.963e-8 , <8.631e-9 , 1.528e-9 , 1.803e-10 , 3.660e-11 , 1.842e-11 , 2.247e-12 , 4.604e-12 , 7.309e-15 , 3.583e-12 , 1.202e-12 , 8.582e-13 , 8.911e-13 ,  ,  ,  ,  ,  , N ,  ,  ,  , 0 ,  ,  , 
2764 , 4FGL J1420.9-2431 , 215.2418 , -24.5282 ,  , 5.154e-13 , PowerLaw , 2.2137353 , <1.346e-8 , <2.739e-9 , 8.644e-10 , 2.758e-10 , 6.449e-11 , 1.367e-11 , <4.450e-12 , 1.686e-15 , 8.845e-15 , 5.788e-13 , 6.491e-13 , 4.319e-13 , 3.216e-13 , 2.079e-16 ,  ,  ,  , 3FGL J1421.0-2431 ,  , N ,  ,  ,  , 0 ,  ,  , 
2765 , 4FGL J1421.1-4614 , 215.2851 , -46.2445 ,  , 7.474e-13 , PowerLaw , 2.488625 , 3.748e-8 , 8.370e-9 , 1.416e-9 , 3.935e-10 , 5.216e-11 , <7.910e-12 , <4.584e-12 , 5.890e-12 , 1.918e-12 , 9.192e-13 , 9.020e-13 , 3.385e-13 , 2.725e-16 , 5.350e-17 ,  ,  ,  , 3FGL J1420.9-4615 ,  , N ,  , bcu , SUMSS J142047-461431 , 0.96199596 , 215.19766235351562 , -46.24150848388672 , 0.0045
2766 , 4FGL J1421.1-1120 , 215.2872 , -11.3393 ,  , 5.999e-13 , PowerLaw , 2.3573403 , 6.625e-9 , 4.760e-9 , 1.947e-9 , 3.387e-10 , 1.002e-10 , 1.395e-11 , <4.845e-12 , 1.046e-12 , 1.105e-12 , 1.283e-12 , 7.860e-13 , 6.602e-13 , 3.238e-13 , 8.340e-17 , 7.5054884 , 0.000000018243838 , 0.0000000029579263 , 3FGL J1421.0-1122 ,  , N ,  , bcu , PMN J1420-1118 , 0.97470796 , 215.250628113 , -11.3056674583 , 0.00000037
2767 , 4FGL J1421.6-4819 , 215.4125 , -48.3317 ,  , 8.695e-13 , LogParabola , 2.726123 , <2.834e-8 , 4.762e-9 , 2.017e-9 , 2.215e-10 , 2.329e-11 , <6.348e-12 , <3.121e-12 , 4.668e-16 , 1.252e-12 , 1.330e-12 , 4.612e-13 , 1.228e-13 , 2.291e-18 , 3.466e-16 ,  ,  ,  ,  ,  , N ,  , bcu , 2MASS J14213845-4820202 , 0.9792788 , 215.411027679 , -48.3396654222 , 0.00000063
2768 , 4FGL J1422.3+3223 , 215.5772 , 32.3911 ,  , 4.259e-13 , PowerLaw , 2.377719 , <1.082e-8 , 5.957e-9 , 1.672e-9 , 3.207e-10 , 3.603e-11 , 1.453e-11 , 5.115e-12 , 3.752e-19 , 1.380e-12 , 1.099e-12 , 7.429e-13 , 2.368e-13 , 3.366e-13 , 2.361e-13 , 11.724877 , 0.000000021820805 , 0.0000000025590734 , 3FGL J1422.4+3227 ,  , N ,  , fsrq , OQ 334 , 0.9932535 , 215.626578971 , 32.3862333611 , 0.000000095
2769 , 4FGL J1422.3-6059 , 215.5999 , -60.9896 ,  , 6.236e-12 , PowerLaw , 2.4732614 , 1.359e-8 , <1.131e-7 , 3.069e-9 , 2.331e-9 , 2.634e-10 , 2.722e-11 , 1.316e-11 , 2.137e-12 , 4.017e-12 , 1.995e-12 , 5.350e-12 , 1.712e-12 , 6.248e-13 , 5.870e-13 ,  ,  ,  ,  ,  , N ,  ,  ,  , 0 ,  ,  , 
2770 , 4FGL J1422.5-6137 , 215.6298 , -61.6311 ,  , 2.768e-12 , PLSuperExpCutoff , 2.228738 , 1.458e-7 , <3.603e-8 , 9.898e-9 , 6.201e-9 , 2.626e-9 , 2.285e-10 , <4.783e-12 , 2.459e-11 , 4.177e-13 , 7.647e-12 , 1.569e-11 , 1.702e-11 , 4.409e-12 , 1.794e-20 ,  ,  ,  , 3FGL J1422.4-6137 ,  , N ,  , PSR , PSR J1422-6138 , 1 , 215.61790466308594 , -61.64120101928711 , 0.0000039172396
2771 , 4FGL J1422.6+5801 , 215.6625 , 58.0245 ,  , 3.758e-13 , PowerLaw , 1.7469627 , 4.877e-9 , 2.009e-9 , 3.981e-11 , 1.034e-10 , 4.929e-11 , 2.941e-11 , 1.067e-11 , 7.892e-13 , 4.951e-13 , 2.816e-14 , 2.547e-13 , 3.487e-13 , 7.247e-13 , 6.331e-13 ,  ,  ,  , 3FGL J1422.8+5801 ,  , N ,  , bll , 1ES 1421+582 , 0.999335 , 215.662011946 , 58.0320883167 , 0.00000037
2772 , 4FGL J1422.6+8150 , 215.668 , 81.8435 ,  , 2.579e-13 , PowerLaw , 2.052522 , <1.098e-8 , <1.342e-9 , 1.258e-10 , 7.910e-11 , 2.746e-11 , 4.602e-12 , <3.293e-12 , 3.581e-15 , 5.949e-17 , 8.581e-14 , 1.891e-13 , 1.874e-13 , 1.100e-13 , 4.857e-19 ,  ,  ,  ,  ,  , N ,  , bcu , WN B1426.4+8205 ,  , 216.07440185546875 , 81.86727142333984 , 0.0045
2773 , 4FGL J1423.1+3738 , 215.7921 , 37.6452 ,  , 5.335e-13 , PowerLaw , 2.0766606 , <2.808e-8 , 4.405e-9 , 1.363e-9 , 4.845e-10 , 1.870e-10 , 2.116e-11 , 6.445e-12 , 2.566e-13 , 1.050e-12 , 9.271e-13 , 1.155e-12 , 1.272e-12 , 5.046e-13 , 3.337e-13 , 22.739407 , 0.00000003194248 , 0.0000000025915947 , 1FGL J1422.7+3743 ,  , N ,  , bll , NVSS J142304+373729 , 0.96661955 , 215.769228413 , 37.6251582417 , 0.00000023
2774 , 4FGL J1423.5+4524 , 215.8762 , 45.4034 ,  , 3.467e-13 , PowerLaw , 2.3468204 , 3.541e-9 , 3.249e-9 , 3.774e-10 , 8.231e-11 , 3.017e-11 , 6.997e-12 , 3.884e-12 , 5.595e-13 , 7.548e-13 , 2.489e-13 , 1.912e-13 , 1.990e-13 , 1.626e-13 , 1.813e-13 ,  ,  ,  ,  ,  , N ,  , bcu , 87GB 142138.0+453705 , 0.9919421 , 215.869673938 , 45.3955280111 , 0.00000081
2775 , 4FGL J1423.5-7829 , 215.8833 , -78.4984 ,  , 6.403e-13 , PowerLaw , 2.4591897 , <2.346e-8 , 5.857e-9 , 1.196e-9 , 1.932e-10 , 4.932e-11 , <5.474e-12 , <4.363e-12 , 8.968e-16 , 1.346e-12 , 7.786e-13 , 4.440e-13 , 3.211e-13 , 3.017e-17 , 8.379e-17 , 4.48942 , 0.000000016347055 , 0.000000004178472 , 3FGL J1422.8-7828 ,  , N ,  , fsrq , PKS 1418-782 , 0.9981294 , 215.931455096 , -78.4930276111 , 0.00000017
2776 , 4FGL J1424.1-1750 , 216.0294 , -17.8447 ,  , 4.851e-13 , PowerLaw , 1.9458278 , 1.307e-8 , <2.096e-9 , 4.130e-10 , 1.661e-10 , 4.580e-11 , 1.419e-11 , 9.849e-12 , 2.099e-12 , 2.881e-16 , 2.853e-13 , 4.013e-13 , 3.164e-13 , 3.428e-13 , 5.377e-13 , 6.1056147 , 0.0000000051640816 , 0.0000000013226433 , 3FGL J1424.3-1753 ,  , N ,  , bll , 2MASS J14241873-1750305 , 0.9926943 , 216.051467912 , -17.8356776056 , 0.0000011
2777 , 4FGL J1424.1+2917 , 216.0295 , 29.2917 ,  , 2.810e-13 , PowerLaw , 1.8728148 , <9.808e-9 , 2.482e-9 , <1.379e-10 , 5.278e-11 , 2.714e-11 , 5.487e-12 , 2.938e-12 , 4.276e-17 , 6.040e-13 , 7.223e-15 , 1.284e-13 , 1.892e-13 , 1.335e-13 , 1.653e-13 ,  ,  ,  ,  ,  , N ,  , bcu , NVSS J142408+291800 , 0.99808794 , 216.03469848632812 , 29.300134658813477 , 0.00000082
2778 , 4FGL J1424.2+0433 , 216.0508 , 4.5628 ,  , 5.187e-13 , PowerLaw , 2.2093713 , 4.973e-9 , 4.248e-9 , 1.239e-9 , 3.809e-10 , 9.117e-11 , 1.353e-11 , <4.495e-12 , 7.900e-13 , 1.000e-12 , 8.300e-13 , 8.968e-13 , 6.108e-13 , 3.186e-13 , 1.618e-17 , 10.73996 , 0.000000019051477 , 0.0000000026831217 , 3FGL J1424.3+0434 ,  , N ,  , bll , TXS 1421+048 , 0.9982624 , 216.039587171 , 4.58113430556 , 0.0000002
2779 , 4FGL J1424.6+1447 , 216.1695 , 14.784 ,  , 4.523e-13 , PowerLaw , 2.2521288 , 2.776e-8 , 1.964e-9 , 6.964e-10 , 1.295e-10 , 3.063e-11 , 8.923e-12 , 3.477e-12 , 4.404e-12 , 4.604e-13 , 4.642e-13 , 3.037e-13 , 2.042e-13 , 2.092e-13 , 1.681e-13 ,  ,  ,  ,  ,  , N ,  , bll , SDSS J142436.29+144910.5 , 0.9897758 , 216.15121459960938 , 14.819580078125 , 0.0045
2780 , 4FGL J1424.8-6536 , 216.2107 , -65.6149 ,  , 1.442e-12 , PowerLaw , 2.612857 , 2.350e-8 , 2.284e-9 , 2.792e-9 , 1.578e-10 , 2.834e-11 , 1.467e-11 , 3.351e-12 , 3.675e-12 , 5.174e-13 , 1.787e-12 , 3.575e-13 , 1.814e-13 , 3.323e-13 , 1.426e-13 ,  ,  ,  ,  ,  , N ,  ,  ,  , 0 ,  ,  , 
2781 , 4FGL J1424.8-8012 , 216.2145 , -80.2092 ,  , 2.217e-13 , LogParabola , 2.3353846 , <1.927e-8 , 2.793e-9 , 2.751e-10 , 1.906e-10 , 5.691e-11 , <4.305e-12 , <2.566e-12 , 7.435e-16 , 8.147e-13 , 2.380e-13 , 4.770e-13 , 3.216e-13 , 2.796e-17 , 6.329e-17 ,  ,  ,  ,  ,  , N ,  ,  ,  , 0 ,  ,  , 
2782 , 4FGL J1424.8-6808 , 216.2169 , -68.1489 ,  , 1.359e-12 , LogParabola , 2.4713974 , 1.516e-8 , 2.196e-8 , 8.142e-9 , 1.548e-9 , 1.978e-10 , 2.861e-11 , <4.216e-12 , 2.484e-12 , 5.405e-12 , 5.474e-12 , 3.510e-12 , 1.212e-12 , 6.026e-13 , 2.179e-18 , 13.980644 , 0.000000046376986 , 0.000000004233183 , 3FGL J1424.6-6807 ,  , N ,  , bcu , PKS 1420-679 , 0.99917537 , 216.231489117 , -68.1328040306 , 0.000000082
2783 , 4FGL J1425.0+3615 , 216.252 , 36.257 ,  , 6.419e-13 , PowerLaw , 1.9193308 , <3.245e-8 , <3.714e-9 , 5.246e-10 , 4.086e-10 , 1.794e-10 , 4.701e-11 , 1.325e-11 , 8.483e-14 , 9.583e-17 , 3.636e-13 , 9.897e-13 , 1.243e-12 , 1.139e-12 , 7.315e-13 ,  ,  ,  , 3FGL J1424.9+3615 ,  , N ,  , bll , FBQS J142455.5+361536 , 0.99573267 , 216.231298142 , 36.2600114694 , 0.00000027
2784 , 4FGL J1425.4-0119 , 216.3593 , -1.3333 ,  , 3.593e-13 , PowerLaw , 1.7590604 , <1.176e-8 , 2.616e-9 , <1.708e-10 , 2.184e-11 , 4.976e-11 , 1.091e-11 , 3.186e-12 , 3.223e-15 , 6.439e-13 , 4.158e-21 , 5.375e-14 , 3.516e-13 , 2.685e-13 , 1.881e-13 ,  ,  ,  ,  ,  , N ,  , bll , 2QZ J142526.2-011826 , 0.99867463 , 216.35903930664062 , -1.307170033454895 , 0.0045
2785 , 4FGL J1426.1+3403 , 216.5394 , 34.0627 ,  , 4.182e-13 , PowerLaw , 2.0816786 , 3.096e-8 , 1.653e-9 , 7.564e-10 , 2.572e-10 , 7.168e-11 , 2.063e-11 , <5.252e-12 , 4.943e-12 , 3.939e-13 , 5.144e-13 , 6.131e-13 , 4.874e-13 , 4.917e-13 , 2.408e-15 ,  ,  ,  , 3FGL J1426.2+3402 ,  , N ,  , bll , RGB J1426+340 , 0.9980701 , 216.532150775 , 34.0739790833 , 0.00000018
