id , Source Name , RA (J2000.0) , Dec (J2000.0) , Extended source name , Significance , 1-100 GeV Flux (ph cm-2 s-1) , 1-100 GeV Flux Error (ph cm-2 s-1) , Spectrum Type , PL Flux Density (cm-2 MeV-1 s-1) , PL Flux Density Error (cm-2 MeV-1 s-1) , Power Law Index , Flux 100-300 MeV (ph/cm2/s) , Flux 300-1000 MeV (ph/cm2/s) , Flux 1-3 GeV (ph/cm2/s) , Flux 3-10 GeV (ph/cm2/s) , Flux 10-30 GeV (ph/cm2/s) , Flux 30-300 GeV (ph/cm2/s) , NuFNu 50-100 MeV (erg /cm2/s) , NuFNu 100-300 MeV (erg /cm2/s) , NuFNu 300-1000 MeV (erg /cm2/s) , NuFNu 1-3 GeV (erg /cm2/s) , NuFNu 3-10 GeV (erg /cm2/s) , NuFNu 10-30 GeV (erg /cm2/s) , NuFNu 30-300 GeV (erg /cm2/s) , Class , Low confidence Class
939 , 4FGL J0516.7-6207 , 05 16 43.15 , -62 07 29.28 ,  , 55.95661 , 2.360e-9 , 8.615e-11 , LogParabola , 3.522e-12 , 1.106e-13 , 2.1619802 , 1.969e-8 , 6.844e-9 , 1.672e-9 , 5.449e-10 , 9.208e-11 , 1.857e-11 , 1.274e-12 , 4.761e-12 , 4.673e-12 , 3.955e-12 , 3.626e-12 , 2.133e-12 , 8.093e-13 , bll , 
940 , 4FGL J0517.5+0858 , 05 17 34.58 , +08 58 45.12 ,  , 5.4429674 , 2.963e-10 , 6.800e-11 , PowerLaw , 2.576e-14 , 5.745e-15 , 2.1666486 , <9.699e-9 , 1.503e-10 , 1.551e-10 , 1.101e-10 , 7.018e-12 , <5.118e-12 , 3.730e-12 , 5.343e-15 , 1.012e-13 , 3.668e-13 , 7.411e-13 , 1.659e-13 , 4.404e-17 , fsrq , 
941 , 4FGL J0517.7-1758 , 05 17 42.55 , -17 58 36.84 ,  , 5.2136626 , 1.635e-10 , 4.435e-11 , LogParabola , 3.281e-13 , 7.455e-14 , 2.6002166 , <1.164e-9 , 7.985e-10 , 2.034e-10 , <1.086e-11 , <7.853e-12 , <4.803e-12 , 6.088e-13 , 1.364e-15 , 5.685e-13 , 4.109e-13 , 6.570e-19 , 9.028e-17 , 1.310e-18 , bcu , 
942 , 4FGL J0519.0+0851 , 05 19 05.66 , +08 51 45.0 ,  , 9.230984 , 6.760e-10 , 8.169e-11 , PowerLaw , 1.286e-12 , 1.420e-13 , 2.5530837 , 2.023e-8 , 4.957e-9 , 5.469e-10 , 9.438e-11 , 3.223e-12 , 3.572e-12 , 4.271e-13 , 4.609e-12 , 3.194e-12 , 1.246e-12 , 6.081e-13 , 7.343e-14 , 1.551e-13 , bcu , 
943 , 4FGL J0519.6+2744 , 05 19 36.62 , +27 44 25.8 ,  , 5.625528 , 2.669e-10 , 6.384e-11 , PowerLaw , 1.778e-14 , 3.992e-15 , 2.1034536 , 6.128e-9 , 3.429e-10 , 1.427e-10 , 6.736e-11 , 2.246e-11 , <6.019e-12 , 4.544e-12 , 1.458e-12 , 2.325e-13 , 3.394e-13 , 4.569e-13 , 5.343e-13 , 8.833e-17 , bcu , 
944 , 4FGL J0519.6-4544 , 05 19 37.39 , -45 44 38.03 ,  , 9.830525 , 3.318e-10 , 4.421e-11 , PowerLaw , 1.901e-13 , 2.419e-14 , 2.4605796 , 1.362e-8 , 1.513e-9 , 2.582e-10 , 5.243e-11 , 8.601e-12 , 5.777e-12 , 3.706e-12 , 3.130e-12 , 9.850e-13 , 5.934e-13 , 3.413e-13 , 1.977e-13 , 2.589e-13 , rdg , 
945 , 4FGL J0519.9-6845e , 05 19 59.99 , -68 45 00.0 , LMC-Galaxy , 40.387 , 1.337e-8 , 3.966e-10 , LogParabola , 9.602e-12 , 2.675e-13 , 2.182243 , 6.706e-8 , 4.024e-8 , 1.045e-8 , 2.232e-9 , 1.980e-10 , 1.336e-10 , 1.095e-11 , 1.696e-11 , 2.796e-11 , 2.438e-11 , 1.412e-11 , 4.283e-12 , 4.325e-12 , GAL , 
946 , 4FGL J0521.2+1637 , 05 21 15.26 , +16 37 51.6 ,  , 6.097669 , 3.142e-10 , 5.689e-11 , PowerLaw , 1.496e-13 , 2.653e-14 , 2.3708375 , 3.648e-9 , 9.408e-10 , 2.571e-10 , 7.334e-11 , 8.444e-12 , <4.596e-12 , 5.744e-13 , 8.455e-13 , 6.187e-13 , 5.960e-13 , 4.823e-13 , 1.957e-13 , 3.150e-20 , css , 
947 , 4FGL J0521.3-1734 , 05 21 21.79 , -17 34 28.2 ,  , 10.669147 , 4.126e-10 , 5.451e-11 , LogParabola , 3.252e-13 , 3.905e-14 , 2.3283267 , 1.382e-9 , 1.525e-9 , 3.296e-10 , 5.947e-11 , 5.481e-12 , <4.841e-12 , 4.924e-16 , 3.593e-13 , 1.066e-12 , 7.563e-13 , 3.611e-13 , 1.128e-13 , 8.367e-18 , fsrq , 
948 , 4FGL J0521.6+0103 , 05 21 38.54 , +01 03 11.87 ,  , 8.187943 , 2.401e-10 , 4.696e-11 , PowerLaw , 1.613e-14 , 3.055e-15 , 1.9644516 , <1.988e-9 , 6.760e-10 , 1.360e-10 , 4.765e-11 , 2.402e-11 , 9.973e-12 , 9.822e-21 , 1.556e-16 , 4.661e-13 , 3.280e-13 , 3.285e-13 , 5.793e-13 , 5.403e-13 , bll , 
949 , 4FGL J0521.7+2112 , 05 21 46.68 , +21 12 47.16 ,  , 113.24482 , 1.255e-8 , 2.309e-10 , LogParabola , 4.825e-12 , 8.629e-14 , 1.9225831 , 4.969e-8 , 2.236e-8 , 8.027e-9 , 3.192e-9 , 9.382e-10 , 4.153e-10 , 1.105e-11 , 1.234e-11 , 1.579e-11 , 1.957e-11 , 2.205e-11 , 2.245e-11 , 2.064e-11 , bll , 
950 , 4FGL J0521.8-3848 , 05 21 53.23 , -38 48 23.76 ,  , 14.055008 , 3.766e-10 , 4.273e-11 , PowerLaw , 1.308e-12 , 1.145e-13 , 2.5401947 , 9.749e-9 , 2.313e-9 , 2.788e-10 , 5.231e-11 , 1.413e-11 , <4.340e-12 , 1.463e-12 , 2.223e-12 , 1.492e-12 , 6.360e-13 , 3.375e-13 , 3.222e-13 , 1.913e-16 , bcu , 
951 , 4FGL J0522.9-3628 , 05 22 56.88 , -36 28 06.96 ,  , 96.10492 , 4.361e-9 , 1.142e-10 , LogParabola , 8.625e-11 , 1.475e-12 , 2.4521353 , 8.698e-8 , 2.324e-8 , 3.540e-9 , 5.669e-10 , 9.157e-11 , 2.169e-11 , 2.619e-11 , 2.034e-11 , 1.519e-11 , 8.048e-12 , 3.585e-12 , 2.026e-12 , 8.049e-13 , AGN , 
952 , 4FGL J0523.3-2527 , 05 23 19.63 , -25 27 47.52 ,  , 41.85253 , 2.092e-9 , 9.668e-11 , LogParabola , 1.393e-12 , 5.751e-14 , 2.0781524 , 3.265e-9 , 3.331e-9 , 1.564e-9 , 4.523e-10 , 9.876e-12 , <4.655e-12 , 2.861e-17 , 9.373e-13 , 2.547e-12 , 3.752e-12 , 2.795e-12 , 2.015e-13 , 4.701e-18 ,  , 
953 , 4FGL J0524.4-2413 , 05 24 24.95 , -24 13 12.35 ,  , 4.774701 , 1.121e-10 , 3.379e-11 , PowerLaw , 2.442e-12 , 4.649e-13 , 2.8489308 , 5.750e-9 , 8.901e-10 , 1.107e-10 , 1.545e-11 , <6.685e-12 , <4.640e-12 , 2.027e-12 , 1.275e-12 , 5.553e-13 , 2.454e-13 , 9.637e-14 , 8.181e-19 , 1.519e-16 , glc , 
954 , 4FGL J0524.5+2839 , 05 24 30.72 , +28 39 25.91 ,  , 15.811007 , 8.186e-10 , 7.972e-11 , PowerLaw , 8.041e-14 , 7.713e-15 , 2.0420055 , 8.003e-9 , 1.572e-9 , 5.379e-10 , 2.224e-10 , 4.276e-11 , 2.213e-11 , 4.703e-14 , 1.915e-12 , 1.074e-12 , 1.287e-12 , 1.519e-12 , 1.023e-12 , 1.162e-12 , bcu , 
955 , 4FGL J0524.7-8304 , 05 24 43.58 , -83 04 21.0 ,  , 7.624264 , 3.850e-10 , 6.165e-11 , LogParabola , 2.153e-13 , 3.409e-14 , 2.418134 , <1.842e-9 , 6.413e-10 , 3.914e-10 , 2.158e-11 , 6.762e-12 , <3.957e-12 , 3.304e-13 , 2.343e-15 , 4.864e-13 , 9.056e-13 , 1.249e-13 , 1.294e-13 , 9.923e-20 ,  , 
956 , 4FGL J0524.8-6938 , 05 24 52.22 , -69 38 28.68 ,  , 4.2426963 , 2.325e-10 , 6.121e-11 , PowerLaw , 1.217e-14 , 2.940e-15 , 2.0746531 , 4.133e-9 , 1.287e-9 , 9.431e-11 , 3.131e-11 , 2.934e-11 , 6.868e-12 , 1.463e-12 , 9.858e-13 , 8.756e-13 , 2.250e-13 , 2.131e-13 , 6.998e-13 , 3.559e-13 , snr , 
957 , 4FGL J0525.4-4600 , 05 25 29.2 , -46 00 25.19 ,  , 8.6411 , 2.633e-10 , 3.924e-11 , PowerLaw , 1.588e-13 , 2.233e-14 , 2.3547285 , 5.116e-9 , 6.417e-10 , 2.146e-10 , 7.773e-11 , 3.720e-12 , <4.373e-12 , 5.355e-12 , 1.188e-12 , 4.228e-13 , 4.982e-13 , 5.121e-13 , 8.636e-14 , 4.065e-17 , fsrq , 
958 , 4FGL J0525.6-2008 , 05 25 40.27 , -20 08 41.63 ,  , 6.5977864 , 1.979e-10 , 3.705e-11 , PowerLaw , 6.952e-14 , 1.274e-14 , 2.144771 , <1.615e-9 , 4.415e-10 , 1.680e-10 , 5.262e-11 , 9.054e-12 , <4.734e-12 , 4.052e-13 , 9.417e-15 , 2.980e-13 , 3.981e-13 , 3.552e-13 , 2.145e-13 , 1.819e-17 , bcu , 
959 , 4FGL J0525.6-6013 , 05 25 40.96 , -60 13 40.43 ,  , 19.281025 , 4.605e-10 , 4.493e-11 , PowerLaw , 2.810e-14 , 2.681e-15 , 1.7973605 , 2.836e-9 , 6.856e-10 , 2.455e-10 , 1.406e-10 , 4.167e-11 , 2.847e-11 , 3.655e-13 , 6.953e-13 , 4.821e-13 , 6.019e-13 , 9.891e-13 , 1.022e-12 , 1.654e-12 , bcu , 
960 , 4FGL J0525.8-0052 , 05 25 51.98 , -00 52 15.23 ,  , 11.973461 , 5.436e-10 , 6.331e-11 , PowerLaw , 1.049e-13 , 1.221e-14 , 2.0733035 , 3.078e-9 , 1.259e-9 , 3.536e-10 , 1.417e-10 , 2.920e-11 , 5.401e-13 , 3.683e-14 , 7.343e-13 , 8.572e-13 , 8.437e-13 , 9.646e-13 , 6.967e-13 , 2.800e-14 , bll , 
961 , 4FGL J0526.1+6318 , 05 26 11.37 , +63 18 12.96 ,  , 5.1538706 , 1.650e-10 , 3.668e-11 , PowerLaw , 2.220e-14 , 4.911e-15 , 2.179701 , <1.999e-9 , 3.188e-10 , 1.293e-10 , 5.839e-11 , <4.409e-12 , 1.951e-12 , 8.577e-15 , 1.831e-16 , 2.143e-13 , 3.053e-13 , 3.925e-13 , 2.779e-21 , 9.701e-14 , bcu , 
962 , 4FGL J0526.2-4830 , 05 26 17.13 , -48 30 54.35 ,  , 43.710915 , 2.012e-9 , 8.674e-11 , LogParabola , 3.594e-12 , 1.305e-13 , 2.3211405 , 2.406e-8 , 7.718e-9 , 1.510e-9 , 3.893e-10 , 5.516e-11 , <6.049e-12 , 3.995e-12 , 5.766e-12 , 5.183e-12 , 3.506e-12 , 2.519e-12 , 1.242e-12 , 7.885e-17 , fsrq , 
963 , 4FGL J0526.3+2246 , 05 26 21.79 , +22 46 40.07 ,  , 6.068485 , 2.749e-10 , 6.570e-11 , PowerLaw , 1.375e-14 , 3.006e-15 , 2.0770104 , 4.811e-9 , 1.809e-10 , 1.908e-10 , 8.040e-11 , 9.999e-12 , 7.008e-12 , 3.152e-11 , 1.147e-12 , 1.230e-13 , 4.549e-13 , 5.470e-13 , 2.385e-13 , 3.628e-13 , bcu , 
964 , 4FGL J0526.7-1519 , 05 26 46.0 , -15 19 17.04 ,  , 12.480579 , 4.242e-10 , 5.023e-11 , PowerLaw , 6.375e-14 , 7.548e-15 , 1.9568847 , 8.494e-10 , 5.144e-10 , 3.576e-10 , 1.352e-10 , 1.115e-11 , 1.022e-11 , 6.939e-18 , 2.050e-13 , 3.550e-13 , 8.630e-13 , 9.329e-13 , 2.690e-13 , 5.553e-13 , bcu , 
965 , 4FGL J0526.7+4254 , 05 26 46.29 , +42 54 55.08 ,  , 8.947975 , 4.911e-10 , 6.953e-11 , PowerLaw , 2.504e-12 , 2.841e-13 , 2.659573 , 7.381e-9 , 3.939e-9 , 4.239e-10 , 6.327e-11 , <7.065e-12 , <3.904e-12 , 5.267e-12 , 1.665e-12 , 2.508e-12 , 9.562e-13 , 4.029e-13 , 1.256e-15 , 1.497e-16 , snr , 
966 , 4FGL J0527.1+1152 , 05 27 06.43 , +11 52 26.4 ,  , 5.757527 , 3.424e-10 , 6.809e-11 , PowerLaw , 1.191e-12 , 1.993e-13 , 2.6700559 , 1.398e-8 , 1.552e-9 , 3.806e-10 , 4.398e-11 , 6.038e-12 , <5.288e-12 , 1.786e-12 , 3.150e-12 , 9.870e-13 , 8.576e-13 , 2.797e-13 , 1.361e-13 , 4.524e-20 ,  , 
967 , 4FGL J0527.4+6647 , 05 27 25.41 , +66 47 53.51 ,  , 8.301826 , 2.081e-10 , 3.638e-11 , PowerLaw , 1.749e-14 , 2.973e-15 , 2.0580099 , 1.945e-9 , 5.348e-10 , 1.278e-10 , 4.961e-11 , 1.739e-11 , 2.222e-12 , 6.456e-13 , 4.647e-13 , 3.647e-13 , 3.054e-13 , 3.383e-13 , 4.155e-13 , 1.159e-13 ,  , 
968 , 4FGL J0528.7-5920 , 05 28 44.71 , -59 20 38.03 ,  , 11.78742 , 3.083e-10 , 3.834e-11 , PowerLaw , 6.791e-14 , 8.407e-15 , 2.0833406 , 1.670e-9 , 8.199e-10 , 2.007e-10 , 6.880e-11 , 3.309e-11 , 2.586e-12 , 1.097e-12 , 3.981e-13 , 5.574e-13 , 4.783e-13 , 4.677e-13 , 7.886e-13 , 1.335e-13 , bll , 
969 , 4FGL J0529.1-2449c , 05 29 06.6 , -24 49 23.51 ,  , 4.237272 , 1.243e-10 , 3.741e-11 , PowerLaw , 1.066e-12 , 2.250e-13 , 2.7195978 , 7.171e-9 , 7.636e-10 , 1.015e-10 , 1.036e-11 , 2.572e-12 , <5.423e-12 , 1.716e-18 , 1.609e-12 , 4.831e-13 , 2.277e-13 , 6.551e-14 , 5.768e-14 , 1.013e-16 ,  , agn
970 , 4FGL J0529.1-0101 , 05 29 07.27 , -01 01 45.48 ,  , 4.2213936 , 2.318e-10 , 5.544e-11 , PowerLaw , 7.727e-14 , 1.837e-14 , 2.2769678 , <4.025e-9 , 1.427e-9 , 2.125e-10 , 1.911e-11 , 1.127e-11 , 5.987e-13 , 2.252e-14 , 1.379e-16 , 9.486e-13 , 4.969e-13 , 1.270e-13 , 2.635e-13 , 2.868e-14 , bcu , 
971 , 4FGL J0529.1+0935 , 05 29 11.28 , +09 35 51.0 ,  , 8.487152 , 3.592e-10 , 6.523e-11 , PowerLaw , 2.075e-14 , 3.538e-15 , 1.9832587 , 4.515e-9 , 1.286e-9 , 2.190e-10 , 5.537e-11 , 4.234e-11 , 1.497e-11 , 3.429e-13 , 1.087e-12 , 8.850e-13 , 5.270e-13 , 3.809e-13 , 1.019e-12 , 8.047e-13 , bcu , 
972 , 4FGL J0529.3-7243 , 05 29 19.03 , -72 43 58.8 ,  , 10.135486 , 3.285e-10 , 4.152e-11 , PowerLaw , 1.714e-13 , 2.111e-14 , 2.410087 , 7.177e-9 , 1.724e-9 , 2.058e-10 , 6.902e-11 , 1.241e-11 , 2.412e-12 , 1.347e-12 , 1.657e-12 , 1.128e-12 , 4.751e-13 , 4.519e-13 , 2.867e-13 , 1.101e-13 , bcu , 
973 , 4FGL J0529.4-0521 , 05 29 29.44 , -05 21 42.11 ,  , 6.5696454 , 3.122e-10 , 5.986e-11 , PowerLaw , 1.586e-12 , 2.417e-13 , 2.658598 , 9.993e-9 , 2.127e-9 , 3.170e-10 , 3.121e-11 , 3.303e-12 , <7.027e-12 , 2.389e-12 , 2.254e-12 , 1.354e-12 , 7.152e-13 , 1.988e-13 , 7.451e-14 , 1.906e-14 , fsrq , 
974 , 4FGL J0529.9-0224 , 05 29 54.48 , -02 24 17.27 ,  , 5.061104 , 2.745e-10 , 5.875e-11 , PowerLaw , 3.436e-13 , 6.905e-14 , 2.469532 , 5.576e-9 , 1.864e-9 , 2.498e-10 , 1.075e-11 , 4.245e-12 , 3.563e-12 , 2.507e-12 , 1.280e-12 , 1.212e-12 , 5.736e-13 , 6.988e-14 , 9.747e-14 , 1.592e-13 ,  , 
975 , 4FGL J0530.0-6900e , 05 30 00.0 , -69 00 00.0 , LMC-30DorWest , 25.215986 , 3.961e-9 , 1.827e-10 , PowerLaw , 8.584e-13 , 3.954e-14 , 2.1341457 , 2.671e-8 , 1.140e-8 , 2.961e-9 , 8.175e-10 , 2.455e-10 , 4.368e-11 , 9.490e-14 , 6.335e-12 , 7.704e-12 , 7.022e-12 , 5.525e-12 , 5.822e-12 , 2.211e-12 ,  , 
976 , 4FGL J0530.9+1332 , 05 30 56.73 , +13 32 24.72 ,  , 26.916903 , 2.054e-9 , 1.190e-10 , LogParabola , 6.713e-12 , 3.125e-13 , 2.575748 , 4.080e-8 , 1.230e-8 , 1.720e-9 , 2.266e-10 , 9.779e-12 , 1.533e-12 , 1.138e-11 , 1.000e-11 , 8.103e-12 , 3.788e-12 , 1.327e-12 , 1.969e-13 , 4.307e-14 , FSRQ , 
977 , 4FGL J0531.7+1241c , 05 31 46.79 , +12 41 19.68 ,  , 4.8191075 , 3.588e-10 , 7.800e-11 , PowerLaw , 1.565e-12 , 2.901e-13 , 2.7557847 , 1.064e-8 , 2.688e-9 , 4.012e-10 , 1.988e-11 , <6.613e-12 , <8.338e-12 , 1.493e-13 , 2.378e-12 , 1.694e-12 , 8.969e-13 , 1.253e-13 , 7.032e-17 , 1.771e-16 ,  , unk
978 , 4FGL J0531.8-6639e , 05 31 52.8 , -66 39 00.0 , LMC-North , 23.247404 , 2.027e-9 , 1.061e-10 , PowerLaw , 3.617e-13 , 1.889e-14 , 1.9822465 , 1.002e-8 , 4.894e-9 , 1.336e-9 , 5.010e-10 , 1.264e-10 , 6.354e-11 , 2.827e-14 , 2.412e-12 , 3.367e-12 , 3.215e-12 , 3.447e-12 , 3.043e-12 , 3.418e-12 ,  , 
979 , 4FGL J0532.0-4827 , 05 32 00.52 , -48 27 38.52 ,  , 82.245056 , 4.860e-9 , 1.290e-10 , LogParabola , 6.636e-12 , 1.491e-13 , 2.1697085 , 3.627e-8 , 1.385e-8 , 3.640e-9 , 9.922e-10 , 2.066e-10 , 2.141e-11 , 6.986e-12 , 8.877e-12 , 9.513e-12 , 8.600e-12 , 6.539e-12 , 4.717e-12 , 8.613e-13 , BLL , 
980 , 4FGL J0532.6+3358 , 05 32 41.01 , +33 58 59.51 ,  , 4.1430664 , 2.857e-10 , 7.088e-11 , PowerLaw , 1.633e-12 , 3.366e-13 , 2.7828927 , 1.192e-8 , 2.493e-9 , 2.857e-10 , 2.774e-11 , <1.052e-11 , <4.640e-12 , 4.882e-12 , 2.659e-12 , 1.567e-12 , 6.373e-13 , 1.743e-13 , 1.775e-14 , 2.928e-19 ,  , 
981 , 4FGL J0532.6+0732 , 05 32 41.27 , +07 32 57.47 ,  , 70.113235 , 5.484e-9 , 1.515e-10 , LogParabola , 1.871e-11 , 4.131e-13 , 2.3496516 , 7.673e-8 , 2.243e-8 , 4.269e-9 , 9.570e-10 , 1.262e-10 , 6.538e-12 , 1.828e-11 , 1.838e-11 , 1.498e-11 , 9.833e-12 , 6.108e-12 , 2.800e-12 , 2.394e-13 , FSRQ , 
982 , 4FGL J0532.8-3941 , 05 32 48.0 , -39 41 07.07 ,  , 15.201359 , 3.968e-10 , 4.349e-11 , PowerLaw , 2.001e-12 , 1.596e-13 , 2.591622 , 1.072e-8 , 2.651e-9 , 3.005e-10 , 3.740e-11 , 1.524e-11 , 2.386e-12 , 6.074e-12 , 2.433e-12 , 1.700e-12 , 6.822e-13 , 2.399e-13 , 3.460e-13 , 1.023e-13 , bcu , 
983 , 4FGL J0532.9-8325 , 05 32 58.89 , -83 25 56.64 ,  , 8.558289 , 3.237e-10 , 5.333e-11 , PowerLaw , 3.064e-14 , 4.885e-15 , 2.1438243 , 5.231e-9 , 1.227e-9 , 1.808e-10 , 7.361e-11 , 1.928e-11 , 5.057e-12 , 6.569e-15 , 1.239e-12 , 8.284e-13 , 4.285e-13 , 4.969e-13 , 4.567e-13 , 2.550e-13 , fsrq , 
984 , 4FGL J0533.0-8446 , 05 33 04.24 , -84 46 41.88 ,  , 5.863175 , 2.107e-10 , 4.059e-11 , PowerLaw , 9.397e-14 , 1.773e-14 , 2.3391993 , <2.923e-9 , 7.913e-10 , 2.123e-10 , 2.322e-11 , 1.286e-11 , <4.426e-12 , 1.022e-12 , 2.024e-15 , 5.223e-13 , 4.935e-13 , 1.533e-13 , 2.990e-13 , 4.499e-23 , bcu , 
985 , 4FGL J0533.1-6119 , 05 33 07.34 , -61 19 17.75 ,  , 5.3562665 , 7.435e-11 , 2.307e-11 , PowerLaw , 7.744e-12 , 1.314e-12 , 3.1375 , 8.265e-9 , 1.056e-9 , 5.769e-11 , 1.025e-11 , <4.688e-12 , <5.274e-12 , 5.372e-12 , 1.786e-12 , 6.396e-13 , 1.247e-13 , 6.209e-14 , 6.928e-17 , 1.537e-15 , bcu , 
986 , 4FGL J0533.3-5549 , 05 33 19.51 , -55 49 28.91 ,  , 5.0813074 , 1.468e-10 , 3.343e-11 , PowerLaw , 3.438e-13 , 6.594e-14 , 2.5607686 , 3.413e-9 , 8.662e-10 , 1.426e-10 , 1.540e-11 , <5.962e-12 , <5.792e-12 , 6.941e-15 , 7.769e-13 , 5.576e-13 , 3.247e-13 , 9.916e-14 , 5.499e-18 , 3.980e-15 , bcu , 
987 , 4FGL J0533.3+4823 , 05 33 20.11 , +48 23 00.24 ,  , 46.352196 , 2.753e-9 , 1.040e-10 , LogParabola , 1.025e-11 , 3.117e-13 , 2.4240203 , 4.355e-8 , 1.229e-8 , 2.304e-9 , 3.742e-10 , 4.948e-11 , 2.615e-12 , 8.529e-12 , 1.045e-11 , 8.165e-12 , 5.249e-12 , 2.340e-12 , 1.073e-12 , 8.837e-14 , fsrq , 
988 , 4FGL J0533.6+5945 , 05 33 40.2 , +59 45 43.91 ,  , 13.646991 , 7.269e-10 , 7.223e-11 , LogParabola , 7.173e-13 , 6.964e-14 , 2.4417715 , 8.962e-10 , 1.962e-9 , 6.929e-10 , 4.116e-11 , <3.542e-12 , <3.227e-12 , 1.009e-12 , 2.614e-13 , 1.469e-12 , 1.527e-12 , 2.211e-13 , 2.249e-17 , 1.949e-17 ,  , 
989 , 4FGL J0533.8+6800 , 05 33 53.04 , +68 00 03.95 ,  , 33.58705 , 1.561e-9 , 7.613e-11 , PLSuperExpCutoff , 5.905e-13 , 2.750e-14 , 2.0617354 , 4.064e-9 , 2.190e-9 , 1.124e-9 , 3.816e-10 , 2.926e-11 , <4.917e-12 , 1.838e-14 , 1.067e-12 , 1.632e-12 , 2.770e-12 , 2.426e-12 , 5.649e-13 , 8.372e-17 , PSR , 
990 , 4FGL J0533.8-3749 , 05 33 53.97 , -37 49 51.23 ,  , 8.41065 , 2.392e-10 , 3.802e-11 , PowerLaw , 1.885e-13 , 2.724e-14 , 2.3163185 , 5.965e-9 , 7.816e-10 , 2.386e-10 , 2.018e-11 , 5.578e-12 , 4.734e-12 , 9.308e-14 , 1.390e-12 , 5.172e-13 , 5.559e-13 , 1.335e-13 , 1.300e-13 , 2.235e-13 , fsrq , 
991 , 4FGL J0533.9+2838 , 05 33 55.05 , +28 38 14.27 ,  , 4.9399548 , 1.833e-10 , 7.515e-11 , PowerLaw , 1.907e-10 , 3.176e-11 , 3.3096485 , 1.491e-8 , 3.233e-9 , 3.048e-10 , <2.120e-11 , 4.314e-12 , <6.120e-12 , 1.161e-11 , 3.175e-12 , 1.925e-12 , 6.493e-13 , 1.244e-15 , 9.188e-14 , 4.152e-19 ,  , 
992 , 4FGL J0534.0+3746c , 05 34 03.33 , +37 46 16.67 ,  , 5.1338377 , 3.973e-10 , 8.181e-11 , PowerLaw , 1.717e-12 , 3.026e-13 , 2.6690693 , 1.374e-8 , 2.185e-9 , 4.963e-10 , 4.729e-11 , 3.522e-12 , <4.480e-12 , 6.277e-12 , 3.096e-12 , 1.390e-12 , 1.118e-12 , 3.008e-13 , 7.937e-14 , 1.204e-16 ,  , unk
993 , 4FGL J0534.2+2751 , 05 34 16.96 , +27 51 33.12 ,  , 5.72272 , 3.051e-10 , 8.531e-11 , PowerLaw , 4.863e-15 , 1.102e-15 , 1.8480046 , <9.079e-9 , 1.951e-10 , 2.029e-10 , 8.320e-11 , 1.630e-11 , 2.375e-11 , 7.726e-14 , 5.299e-15 , 1.364e-13 , 4.951e-13 , 5.816e-13 , 3.976e-13 , 1.351e-12 ,  , 
994 , 4FGL J0534.5+2201i , 05 34 31.92 , +22 01 11.99 , Crab IC ,  , 3.348e-8 ,  , LogParabola ,  ,  ,  , < , < , < , < , < , < , 3.660e-12 , 8.852e-12 , 2.216e-11 , 4.472e-11 , 7.345e-11 , 9.801e-11 , 9.987e-11 , PWN , 
995 , 4FGL J0534.5+2201s , 05 34 31.94 , +22 01 11.63 ,  , 26.173307 , 7.891e-10 , 3.477e-10 , PowerLaw , 2.308e-7 , 8.442e-9 , 3.8646383 , 6.927e-7 , 2.186e-8 , 1.008e-9 , <7.684e-10 , <1.050e-9 , <8.930e-11 , 4.145e-10 , 1.412e-10 , 1.238e-11 , 2.055e-12 , 8.718e-15 , 7.258e-14 , 3.836e-15 , PWN , 
996 , 4FGL J0534.5+2200 , 05 34 32.8 , +22 00 53.64 ,  , 35.607655 , 1.565e-7 , 1.022e-9 , PLSuperExpCutoff , 7.990e-11 , 4.235e-13 , 2.3268569 , 1.432e-6 , 5.478e-7 , 1.277e-7 , 2.582e-8 , 2.390e-9 , 7.177e-11 , 3.594e-10 , 3.448e-10 , 3.725e-10 , 2.978e-10 , 1.621e-10 , 4.882e-11 , 1.995e-12 , PSR , 
997 , 4FGL J0535.1-5422 , 05 35 08.08 , -54 22 54.84 ,  , 7.4954314 , 2.381e-10 , 3.899e-11 , PowerLaw , 2.368e-13 , 3.579e-14 , 2.468341 , 8.351e-9 , 8.354e-10 , 2.304e-10 , 5.705e-11 , <4.389e-12 , <4.058e-12 , 3.542e-12 , 1.918e-12 , 5.434e-13 , 5.290e-13 , 3.710e-13 , 2.010e-19 , 2.334e-16 ,  , 
998 , 4FGL J0535.2-6736 , 05 35 13.56 , -67 36 04.67 ,  , 14.597268 , 6.455e-10 , 6.628e-11 , LogParabola , 2.155e-12 , 1.712e-13 , 2.624482 , 2.794e-8 , 3.373e-9 , 7.268e-10 , 6.076e-11 , 1.065e-12 , 4.517e-13 , 4.963e-12 , 6.610e-12 , 2.183e-12 , 1.609e-12 , 3.650e-13 , 2.220e-14 , 1.383e-14 , HMB , 
999 , 4FGL J0535.3+0934 , 05 35 21.79 , +09 34 56.63 ,  , 4.6998844 , 2.786e-10 , 5.886e-11 , PowerLaw , 2.147e-13 , 4.429e-14 , 2.6250138 , 1.348e-8 , 1.018e-9 , 3.575e-10 , 3.070e-11 , <8.014e-12 , <4.714e-12 , 7.982e-13 , 3.050e-12 , 6.504e-13 , 8.091e-13 , 1.963e-13 , 3.340e-16 , 2.065e-18 ,  , 
