id , BZCAT5 Source name , Source classification
2271 , 5BZBJ1409+5939 , BL Lac
2272 , 5BZQJ1409-2657 , FSRQ
2273 , 5BZBJ1410+0515 , BL Lac
2274 , 5BZBJ1410+0203 , BL Lac
2275 , 5BZBJ1410+2820 , BL Lac
2276 , 5BZBJ1410+6100 , BL Lac
2277 , 5BZQJ1410+0731 , FSRQ
2278 , 5BZBJ1411+7424 , BL Lac
2279 , 5BZBJ1411+3404 , BL Lac
2280 , 5BZQJ1411+4239 , FSRQ
2281 , 5BZQJ1413+4505 , FSRQ
2282 , 5BZQJ1413+5305 , FSRQ
2283 , 5BZGJ1413+4339 , BL Lac-galaxy dominated
2284 , 5BZGJ1414+3430 , BL Lac-galaxy dominated
2285 , 5BZQJ1414+3928 , FSRQ
2286 , 5BZQJ1415+0832 , FSRQ
2287 , 5BZQJ1415-0955 , FSRQ
2288 , 5BZBJ1415+4830 , BL Lac
2289 , 5BZUJ1415+1320 , Blazar Uncertain type
2290 , 5BZBJ1416-2418 , BL Lac
2291 , 5BZQJ1416+1242 , FSRQ
2292 , 5BZQJ1416-2131 , FSRQ
2293 , 5BZQJ1417+4607 , FSRQ
2294 , 5BZQJ1417+2644 , FSRQ
2295 , 5BZQJ1417+3818 , FSRQ
2296 , 5BZBJ1417+2543 , BL Lac
2297 , 5BZBJ1418-0233 , BL Lac
2298 , 5BZQJ1418-3509 , FSRQ
2299 , 5BZBJ1419+7732 , BL Lac
2300 , 5BZUJ1419-0838 , Blazar Uncertain type
2301 , 5BZBJ1419+0445 , BL Lac
2302 , 5BZBJ1419+5423 , BL Lac
2303 , 5BZQJ1419+3821 , FSRQ
2304 , 5BZQJ1419+2706 , FSRQ
2305 , 5BZBJ1420+0614 , BL Lac
2306 , 5BZQJ1420+4624 , FSRQ
2307 , 5BZQJ1420+1703 , FSRQ
2308 , 5BZQJ1420+1205 , FSRQ
2309 , 5BZQJ1421+3855 , FSRQ
2310 , 5BZQJ1421-0643 , FSRQ
2311 , 5BZQJ1421+4645 , FSRQ
2312 , 5BZQJ1422+3223 , FSRQ
2313 , 5BZBJ1422+5801 , BL Lac
2314 , 5BZBJ1423+3737 , BL Lac
2315 , 5BZQJ1423+4802 , FSRQ
2316 , 5BZQJ1423+5055 , FSRQ
2317 , 5BZBJ1423+1412 , BL Lac
2318 , 5BZQJ1423-2218 , FSRQ
2319 , 5BZQJ1423-7829 , FSRQ
2320 , 5BZBJ1424+0434 , BL Lac
2321 , 5BZGJ1424+3705 , BL Lac-galaxy dominated
2322 , 5BZBJ1424+3433 , BL Lac
2323 , 5BZBJ1424+1449 , BL Lac
2324 , 5BZQJ1424+2256 , FSRQ
2325 , 5BZBJ1424+3615 , BL Lac
2326 , 5BZQJ1425-4604 , FSRQ
2327 , 5BZQJ1425-2513 , FSRQ
2328 , 5BZBJ1425-0118 , BL Lac
2329 , 5BZQJ1425+1424 , FSRQ
2330 , 5BZBJ1426+3404 , BL Lac
2331 , 5BZQJ1426+3625 , FSRQ
2332 , 5BZBJ1426+2415 , BL Lac
2333 , 5BZBJ1427+2348 , BL Lac
2334 , 5BZGJ1427+5409 , BL Lac-galaxy dominated
2335 , 5BZBJ1427-3305 , BL Lac
2336 , 5BZGJ1427+3908 , BL Lac-galaxy dominated
2337 , 5BZQJ1427-4206 , FSRQ
2338 , 5BZGJ1428+3912 , BL Lac-galaxy dominated
2339 , 5BZBJ1428+4240 , BL Lac
2340 , 5BZBJ1429+1204 , BL Lac
2341 , 5BZQJ1429+3529 , FSRQ
2342 , 5BZQJ1429+5406 , FSRQ
2343 , 5BZQJ1430+1043 , FSRQ
2344 , 5BZQJ1430+4204 , FSRQ
2345 , 5BZQJ1430+3649 , FSRQ
2346 , 5BZBJ1431-4501 , BL Lac
2347 , 5BZUJ1431-0052 , Blazar Uncertain type
2348 , 5BZQJ1431+3952 , FSRQ
2349 , 5BZQJ1432-1801 , FSRQ
2350 , 5BZQJ1433-1548 , FSRQ
2351 , 5BZBJ1433+2441 , BL Lac
2352 , 5BZQJ1434+4203 , FSRQ
2353 , 5BZQJ1434+1952 , FSRQ
2354 , 5BZUJ1435+2021 , Blazar Uncertain type
2355 , 5BZGJ1435-0055 , BL Lac-galaxy dominated
2356 , 5BZQJ1435+3012 , FSRQ
2357 , 5BZGJ1435+5815 , BL Lac-galaxy dominated
2358 , 5BZQJ1435+3353 , FSRQ
2359 , 5BZGJ1436+4129 , BL Lac-galaxy dominated
2360 , 5BZQJ1436+2321 , FSRQ
2361 , 5BZQJ1436+6336 , FSRQ
2362 , 5BZBJ1436+5639 , BL Lac
2363 , 5BZQJ1437+0405 , FSRQ
2364 , 5BZBJ1437+4717 , BL Lac
2365 , 5BZQJ1437+3618 , FSRQ
2366 , 5BZQJ1437+3119 , FSRQ
2367 , 5BZQJ1437+3519 , FSRQ
2368 , 5BZBJ1437+3002 , BL Lac
2369 , 5BZQJ1438-2204 , FSRQ
2370 , 5BZQJ1438-3122 , FSRQ
2371 , 5BZBJ1438+1204 , BL Lac
2372 , 5BZBJ1438+2922 , BL Lac
2373 , 5BZQJ1438+3710 , FSRQ
2374 , 5BZBJ1439+3932 , BL Lac
2375 , 5BZQJ1439+3712 , FSRQ
2376 , 5BZQJ1439+5827 , FSRQ
2377 , 5BZBJ1439+4603 , BL Lac
2378 , 5BZBJ1439+4958 , BL Lac
2379 , 5BZBJ1439-1531 , BL Lac
2380 , 5BZUJ1440+3820 , Blazar Uncertain type
2381 , 5BZBJ1440+0610 , BL Lac
2382 , 5BZQJ1441-3303 , FSRQ
2383 , 5BZQJ1441-3456 , FSRQ
2384 , 5BZQJ1441-1523 , FSRQ
2385 , 5BZQJ1442+3234 , FSRQ
2386 , 5BZBJ1442+4348 , BL Lac
2387 , 5BZBJ1442+1200 , BL Lac
2388 , 5BZBJ1443+2515 , BL Lac
2389 , 5BZQJ1443+2501 , FSRQ
2390 , 5BZBJ1443-3908 , BL Lac
2391 , 5BZQJ1443+6332 , FSRQ
2392 , 5BZGJ1444+6336 , BL Lac-galaxy dominated
2393 , 5BZBJ1445-0326 , BL Lac
2394 , 5BZUJ1445-1614 , Blazar Uncertain type
2395 , 5BZQJ1445+0958 , FSRQ
2396 , 5BZGJ1445+0039 , BL Lac-galaxy dominated
2397 , 5BZBJ1445-1629 , BL Lac
2398 , 5BZBJ1446+4127 , BL Lac
2399 , 5BZQJ1446+1721 , FSRQ
2400 , 5BZBJ1448+3608 , BL Lac
2401 , 5BZQJ1448-1620 , FSRQ
2402 , 5BZQJ1448+7601 , FSRQ
2403 , 5BZUJ1448+0402 , Blazar Uncertain type
2404 , 5BZQJ1448-1122 , FSRQ
2405 , 5BZUJ1449+4221 , Blazar Uncertain type
2406 , 5BZGJ1449+2746 , BL Lac-galaxy dominated
2407 , 5BZQJ1449-2139 , FSRQ
2408 , 5BZQJ1450+0016 , FSRQ
2409 , 5BZQJ1450-3619 , FSRQ
2410 , 5BZQJ1450+0910 , FSRQ
2411 , 5BZBJ1450+5201 , BL Lac
2412 , 5BZQJ1451-2329 , FSRQ
2413 , 5BZGJ1451+5800 , BL Lac-galaxy dominated
2414 , 5BZBJ1451+6354 , BL Lac
2415 , 5BZQJ1451-0127 , FSRQ
2416 , 5BZQJ1453+1036 , FSRQ
2417 , 5BZQJ1453+3505 , FSRQ
2418 , 5BZQJ1453-2522 , FSRQ
2419 , 5BZUJ1453+2648 , Blazar Uncertain type
2420 , 5BZBJ1454+5124 , BL Lac
2421 , 5BZQJ1454-3747 , FSRQ
2422 , 5BZQJ1454+2955 , FSRQ
2423 , 5BZUJ1454-4012 , Blazar Uncertain type
2424 , 5BZQJ1454-2505 , FSRQ
2425 , 5BZBJ1455+0250 , BL Lac
2426 , 5BZBJ1456+5048 , BL Lac
2427 , 5BZQJ1457-3539 , FSRQ
2428 , 5BZUJ1457+0749 , Blazar Uncertain type
2429 , 5BZQJ1457-2819 , FSRQ
2430 , 5BZBJ1458+4832 , BL Lac
2431 , 5BZBJ1458+3720 , BL Lac
2432 , 5BZUJ1458+0416 , Blazar Uncertain type
2433 , 5BZUJ1459+7140 , Blazar Uncertain type
2434 , 5BZUJ1459-1810 , Blazar Uncertain type
2435 , 5BZQJ1459+4442 , FSRQ
2436 , 5BZBJ1459+3141 , BL Lac
2437 , 5BZQJ1459+3337 , FSRQ
2438 , 5BZQJ1500+4751 , FSRQ
2439 , 5BZBJ1501+2238 , BL Lac
2440 , 5BZBJ1501+5527 , BL Lac
2441 , 5BZQJ1501-3828 , FSRQ
2442 , 5BZGJ1502+2528 , BL Lac-galaxy dominated
2443 , 5BZBJ1502+3350 , BL Lac
2444 , 5BZBJ1503-1541 , BL Lac
2445 , 5BZBJ1503+4759 , BL Lac
2446 , 5BZGJ1504-0248 , BL Lac-galaxy dominated
2447 , 5BZQJ1504+0813 , FSRQ
2448 , 5BZQJ1504+1029 , FSRQ
2449 , 5BZBJ1505-3432 , BL Lac
2450 , 5BZQJ1505+0326 , FSRQ
2451 , 5BZQJ1506+3730 , FSRQ
2452 , 5BZBJ1506+4334 , BL Lac
2453 , 5BZQJ1506+8319 , FSRQ
2454 , 5BZBJ1506-0540 , BL Lac
2455 , 5BZQJ1506-4008 , FSRQ
2456 , 5BZQJ1506+4933 , FSRQ
2457 , 5BZBJ1506+0814 , BL Lac
2458 , 5BZQJ1506+4239 , FSRQ
2459 , 5BZGJ1506+0219 , BL Lac-galaxy dominated
2460 , 5BZQJ1507-1652 , FSRQ
2461 , 5BZQJ1507+0415 , FSRQ
2462 , 5BZQJ1508+3347 , FSRQ
2463 , 5BZQJ1508+5604 , FSRQ
2464 , 5BZQJ1508-1548 , FSRQ
2465 , 5BZBJ1508+2709 , BL Lac
2466 , 5BZQJ1509-4340 , FSRQ
2467 , 5BZBJ1509+5556 , BL Lac
2468 , 5BZQJ1510+5702 , FSRQ
2469 , 5BZGJ1510+3335 , BL Lac-galaxy dominated
2470 , 5BZQJ1510-0543 , FSRQ
2471 , 5BZUJ1511+0518 , Blazar Uncertain type
2472 , 5BZQJ1511-3242 , FSRQ
2473 , 5BZGJ1512+0203 , BL Lac-galaxy dominated
2474 , 5BZQJ1512-0905 , FSRQ
2475 , 5BZQJ1513-3209 , FSRQ
2476 , 5BZQJ1513-1012 , FSRQ
2477 , 5BZQJ1513-2114 , FSRQ
2478 , 5BZBJ1514+1903 , BL Lac
2479 , 5BZQJ1514+4450 , FSRQ
2480 , 5BZQJ1514-4748 , FSRQ
2481 , 5BZQJ1515+5934 , FSRQ
2482 , 5BZGJ1515+2426 , BL Lac-galaxy dominated
2483 , 5BZBJ1516-1523 , BL Lac
2484 , 5BZGJ1516+0015 , BL Lac-galaxy dominated
2485 , 5BZGJ1516+2918 , BL Lac-galaxy dominated
2486 , 5BZBJ1516+1932 , BL Lac
2487 , 5BZQJ1517+1332 , FSRQ
2488 , 5BZBJ1517-2422 , BL Lac
2489 , 5BZBJ1517+6525 , BL Lac
2490 , 5BZGJ1518+4045 , BL Lac-galaxy dominated
2491 , 5BZBJ1520+5542 , BL Lac
2492 , 5BZQJ1520+4211 , FSRQ
2493 , 5BZQJ1520+0732 , FSRQ
2494 , 5BZBJ1520-0348 , BL Lac
2495 , 5BZQJ1521+4336 , FSRQ
2496 , 5BZQJ1522+3144 , FSRQ
2497 , 5BZQJ1522-2936 , FSRQ
2498 , 5BZBJ1522-2730 , BL Lac
2499 , 5BZBJ1523+4606 , BL Lac
2500 , 5BZQJ1524+1521 , FSRQ
2501 , 5BZQJ1525+1107 , FSRQ
2502 , 5BZBJ1525+2153 , BL Lac
2503 , 5BZQJ1525+4201 , FSRQ
2504 , 5BZQJ1525+3544 , FSRQ
2505 , 5BZQJ1526-0425 , FSRQ
2506 , 5BZQJ1526+6650 , FSRQ
2507 , 5BZQJ1526+0959 , FSRQ
2508 , 5BZQJ1527+3115 , FSRQ
2509 , 5BZBJ1529+3812 , BL Lac
2510 , 5BZBJ1530+5736 , BL Lac
2511 , 5BZQJ1531+4356 , FSRQ
2512 , 5BZGJ1531+0852 , BL Lac-galaxy dominated
2513 , 5BZGJ1531+4659 , BL Lac-galaxy dominated
2514 , 5BZGJ1532+3016 , BL Lac-galaxy dominated
2515 , 5BZQJ1532-2716 , FSRQ
2516 , 5BZQJ1532-2310 , FSRQ
2517 , 5BZQJ1532+5130 , FSRQ
2518 , 5BZGJ1532+3020 , BL Lac-galaxy dominated
2519 , 5BZBJ1533+1854 , BL Lac
2520 , 5BZQJ1533-0421 , FSRQ
2521 , 5BZBJ1533+3416 , BL Lac
2522 , 5BZQJ1534+4823 , FSRQ
2523 , 5BZQJ1534+4920 , FSRQ
2524 , 5BZBJ1534+3715 , BL Lac
2525 , 5BZQJ1534+0131 , FSRQ
2526 , 5BZQJ1534-3526 , FSRQ
2527 , 5BZQJ1534+5839 , FSRQ
2528 , 5BZBJ1535+5320 , BL Lac
2529 , 5BZQJ1535+1954 , FSRQ
2530 , 5BZBJ1535+3922 , BL Lac
2531 , 5BZQJ1535+4957 , FSRQ
2532 , 5BZUJ1536+3742 , Blazar Uncertain type
2533 , 5BZBJ1536+0138 , BL Lac
2534 , 5BZBJ1536-3151 , BL Lac
2535 , 5BZQJ1537-1527 , FSRQ
2536 , 5BZQJ1538+4105 , FSRQ
2537 , 5BZBJ1539-0658 , BL Lac
2538 , 5BZQJ1539+3104 , FSRQ
2539 , 5BZBJ1539+4217 , BL Lac
2540 , 5BZQJ1539+2744 , FSRQ
2541 , 5BZGJ1539+4143 , BL Lac-galaxy dominated
2542 , 5BZBJ1540+8155 , BL Lac
2543 , 5BZBJ1540+1447 , BL Lac
2544 , 5BZQJ1542+4938 , FSRQ
2545 , 5BZBJ1542+6129 , BL Lac
2546 , 5BZQJ1543+1847 , FSRQ
2547 , 5BZQJ1544+3240 , FSRQ
2548 , 5BZGJ1544+0458 , BL Lac-galaxy dominated
2549 , 5BZGJ1544+5017 , BL Lac-galaxy dominated
2550 , 5BZQJ1545+5135 , FSRQ
2551 , 5BZUJ1545+5259 , Blazar Uncertain type
2552 , 5BZQJ1545+4751 , FSRQ
2553 , 5BZQJ1545+3452 , FSRQ
2554 , 5BZBJ1546+0819 , BL Lac
2555 , 5BZUJ1546+0026 , Blazar Uncertain type
2556 , 5BZBJ1546+1817 , BL Lac
2557 , 5BZBJ1546-6837 , BL Lac Candidate
2558 , 5BZQJ1548+3511 , FSRQ
2559 , 5BZGJ1548+6310 , BL Lac-galaxy dominated
2560 , 5BZBJ1548-2251 , BL Lac
2561 , 5BZQJ1548+1727 , FSRQ
2562 , 5BZQJ1549+5038 , FSRQ
2563 , 5BZQJ1549+0237 , FSRQ
2564 , 5BZQJ1550+0527 , FSRQ
2565 , 5BZUJ1550+1120 , Blazar Uncertain type
2566 , 5BZQJ1551+5806 , FSRQ
2567 , 5BZBJ1552+0850 , BL Lac
2568 , 5BZGJ1552+3159 , BL Lac-galaxy dominated
2569 , 5BZBJ1553+0601 , BL Lac
2570 , 5BZQJ1553+1256 , FSRQ
2571 , 5BZBJ1553-3118 , BL Lac
2572 , 5BZQJ1554-2704 , FSRQ
2573 , 5BZBJ1554+2414 , BL Lac
2574 , 5BZBJ1554+2011 , BL Lac
2575 , 5BZBJ1555+2141 , BL Lac
2576 , 5BZQJ1555-0326 , FSRQ
2577 , 5BZBJ1555+1111 , BL Lac
2578 , 5BZQJ1556+3517 , FSRQ
2579 , 5BZQJ1556-7914 , FSRQ
2580 , 5BZUJ1557+3304 , Blazar Uncertain type
2581 , 5BZQJ1557-0001 , FSRQ
2582 , 5BZBJ1558+5625 , BL Lac
2583 , 5BZBJ1558+0228 , BL Lac
2584 , 5BZQJ1558+3323 , FSRQ
2585 , 5BZBJ1559+4516 , BL Lac
2586 , 5BZQJ1559+0304 , FSRQ
2587 , 5BZQJ1559-2442 , FSRQ
2588 , 5BZBJ1559+2316 , BL Lac
2589 , 5BZBJ1601+0631 , BL Lac
2590 , 5BZUJ1602+3326 , Blazar Uncertain type
2591 , 5BZBJ1602+3051 , BL Lac
2592 , 5BZUJ1602+2646 , Blazar Uncertain type
2593 , 5BZUJ1603+1554 , Blazar Uncertain type
2594 , 5BZBJ1603+5009 , BL Lac
2595 , 5BZBJ1603+1105 , BL Lac
2596 , 5BZBJ1603-4904 , BL Lac
2597 , 5BZQJ1603+5730 , FSRQ
2598 , 5BZBJ1604-4441 , BL Lac
2599 , 5BZBJ1604+1733 , BL Lac
2600 , 5BZQJ1604+5714 , FSRQ
2601 , 5BZGJ1604+3345 , BL Lac-galaxy dominated
2602 , 5BZBJ1605+5421 , BL Lac
2603 , 5BZQJ1605+3001 , FSRQ
2604 , 5BZQJ1606+2032 , FSRQ
2605 , 5BZBJ1606+1345 , BL Lac
2606 , 5BZBJ1606+5630 , BL Lac Candidate
2607 , 5BZQJ1606+5405 , FSRQ
2608 , 5BZQJ1606+2717 , FSRQ
2609 , 5BZBJ1607+1551 , BL Lac
2610 , 5BZBJ1607+2541 , BL Lac
2611 , 5BZUJ1608+6018 , Blazar Uncertain type
2612 , 5BZQJ1608+5613 , FSRQ
2613 , 5BZQJ1608+4012 , FSRQ
2614 , 5BZQJ1608+1029 , FSRQ
2615 , 5BZBJ1609+3421 , BL Lac
2616 , 5BZQJ1609+5354 , FSRQ
2617 , 5BZBJ1610+4516 , BL Lac
2618 , 5BZBJ1610+6710 , BL Lac
2619 , 5BZQJ1610-3958 , FSRQ
2620 , 5BZQJ1610+2414 , FSRQ
2621 , 5BZBJ1610-6649 , BL Lac
2622 , 5BZBJ1612-0438 , BL Lac
2623 , 5BZQJ1612-2239 , FSRQ
2624 , 5BZQJ1613+3412 , FSRQ
2625 , 5BZBJ1614+2036 , BL Lac
2626 , 5BZBJ1614+0047 , BL Lac
2627 , 5BZQJ1614+3746 , FSRQ
2628 , 5BZQJ1616+3023 , FSRQ
2629 , 5BZQJ1616+4632 , FSRQ
2630 , 5BZQJ1616+3636 , FSRQ
2631 , 5BZBJ1616+2241 , BL Lac
2632 , 5BZQJ1616-7108 , FSRQ
2633 , 5BZGJ1616+3756 , BL Lac-galaxy dominated
2634 , 5BZBJ1616+3330 , BL Lac
2635 , 5BZQJ1616+0459 , FSRQ
2636 , 5BZQJ1616+3621 , FSRQ
2637 , 5BZBJ1617+4106 , BL Lac
2638 , 5BZQJ1617+3801 , FSRQ
2639 , 5BZQJ1617-7717 , FSRQ
2640 , 5BZQJ1617+0246 , FSRQ
2641 , 5BZBJ1618+3632 , BL Lac
2642 , 5BZQJ1618+0819 , FSRQ
2643 , 5BZBJ1618+0622 , BL Lac
2644 , 5BZUJ1618+2159 , Blazar Uncertain type
2645 , 5BZQJ1619+3030 , FSRQ
2646 , 5BZQJ1619+0613 , FSRQ
2647 , 5BZQJ1619+2247 , FSRQ
2648 , 5BZQJ1619+5256 , FSRQ
2649 , 5BZQJ1620+3515 , FSRQ
2650 , 5BZQJ1620+4901 , FSRQ
2651 , 5BZBJ1621-0031 , BL Lac
2652 , 5BZQJ1622+4006 , FSRQ
2653 , 5BZBJ1622+4401 , BL Lac
2654 , 5BZQJ1623+6624 , FSRQ
2655 , 5BZQJ1623+3909 , FSRQ
2656 , 5BZQJ1623+3559 , FSRQ
2657 , 5BZBJ1623+2841 , BL Lac
2658 , 5BZBJ1623+4545 , BL Lac Candidate
2659 , 5BZQJ1623+0741 , FSRQ
2660 , 5BZQJ1624-6809 , FSRQ
2661 , 5BZQJ1624+3538 , FSRQ
2662 , 5BZQJ1624+3924 , FSRQ
2663 , 5BZQJ1624+5741 , FSRQ
2664 , 5BZBJ1624+5652 , BL Lac
2665 , 5BZQJ1624-0649 , FSRQ
2666 , 5BZGJ1624+3726 , BL Lac-galaxy dominated
2667 , 5BZUJ1625-2527 , Blazar Uncertain type
2668 , 5BZQJ1625+4347 , FSRQ
2669 , 5BZQJ1625+4134 , FSRQ
2670 , 5BZUJ1626-2951 , Blazar Uncertain type
2671 , 5BZBJ1626+3513 , BL Lac
2672 , 5BZUJ1626-7638 , Blazar Uncertain type
2673 , 5BZBJ1627+3149 , BL Lac
2674 , 5BZGJ1628+2527 , BL Lac-galaxy dominated
2675 , 5BZQJ1628-1415 , FSRQ
2676 , 5BZQJ1629+4007 , FSRQ
2677 , 5BZQJ1630+0701 , FSRQ
2678 , 5BZBJ1630+5221 , BL Lac
2679 , 5BZQJ1631+4927 , FSRQ
2680 , 5BZBJ1631+4217 , BL Lac
2681 , 5BZQJ1631+5028 , FSRQ
2682 , 5BZBJ1632+1758 , BL Lac
2683 , 5BZUJ1632+8232 , Blazar Uncertain type
2684 , 5BZQJ1632-0033 , FSRQ
2685 , 5BZUJ1633+2112 , Blazar Uncertain type
2686 , 5BZQJ1634-7310 , FSRQ
2687 , 5BZQJ1635+3808 , FSRQ
2688 , 5BZQJ1636+4715 , FSRQ
2689 , 5BZQJ1636+2112 , FSRQ
2690 , 5BZBJ1636-1248 , BL Lac
2691 , 5BZBJ1637+4326 , BL Lac
2692 , 5BZBJ1637+1314 , BL Lac
2693 , 5BZGJ1637+4547 , BL Lac-galaxy dominated
2694 , 5BZQJ1637+4717 , FSRQ
2695 , 5BZBJ1638+7326 , BL Lac Candidate
2696 , 5BZQJ1638+5720 , FSRQ
2697 , 5BZQJ1638-0340 , FSRQ
2698 , 5BZQJ1639+5357 , FSRQ
2699 , 5BZQJ1639+4705 , FSRQ
2700 , 5BZQJ1640+3946 , FSRQ
2701 , 5BZQJ1641+2257 , FSRQ
2702 , 5BZBJ1642-0621 , BL Lac
2703 , 5BZQJ1642+6856 , FSRQ
2704 , 5BZBJ1642+2211 , BL Lac
2705 , 5BZQJ1642+2523 , FSRQ
2706 , 5BZBJ1642-8108 , BL Lac
2707 , 5BZQJ1642+3948 , FSRQ
2708 , 5BZBJ1643+3221 , BL Lac
2709 , 5BZGJ1643+2131 , BL Lac-galaxy dominated
2710 , 5BZGJ1643-0646 , BL Lac-galaxy dominated
2711 , 5BZGJ1644+4546 , BL Lac-galaxy dominated
2712 , 5BZQJ1644-1804 , FSRQ
2713 , 5BZQJ1644+2619 , FSRQ
2714 , 5BZQJ1645+6330 , FSRQ
2715 , 5BZQJ1646+4059 , FSRQ
2716 , 5BZGJ1647+2909 , BL Lac-galaxy dominated
2717 , 5BZUJ1647+4950 , Blazar Uncertain type
2718 , 5BZQJ1648+4104 , FSRQ
2719 , 5BZBJ1649+5235 , BL Lac
2720 , 5BZQJ1650+4140 , FSRQ
2721 , 5BZUJ1650-5044 , Blazar Uncertain type
2722 , 5BZQJ1650+0824 , FSRQ
2723 , 5BZBJ1651+0129 , BL Lac
2724 , 5BZBJ1651+4212 , BL Lac
2725 , 5BZQJ1651+4002 , FSRQ
2726 , 5BZBJ1651+7218 , BL Lac Candidate
2727 , 5BZQJ1652+6232 , FSRQ
2728 , 5BZUJ1652+4932 , Blazar Uncertain type
2729 , 5BZBJ1652+3632 , BL Lac
2730 , 5BZBJ1652+4023 , BL Lac
2731 , 5BZQJ1652+3902 , FSRQ
2732 , 5BZQJ1653+3107 , FSRQ
2733 , 5BZBJ1653+3945 , BL Lac
2734 , 5BZBJ1655+3244 , BL Lac
2735 , 5BZBJ1655+3723 , BL Lac
2736 , 5BZQJ1656-3302 , FSRQ
2737 , 5BZQJ1656+1826 , FSRQ
2738 , 5BZQJ1656+5321 , FSRQ
2739 , 5BZQJ1656+6012 , FSRQ
2740 , 5BZUJ1656-0206 , Blazar Uncertain type
2741 , 5BZQJ1657+5705 , FSRQ
2742 , 5BZUJ1657+4808 , Blazar Uncertain type
2743 , 5BZBJ1657+6436 , BL Lac
2744 , 5BZQJ1658+3443 , FSRQ
2745 , 5BZQJ1658+3605 , FSRQ
2746 , 5BZQJ1658+4737 , FSRQ
2747 , 5BZBJ1658+6150 , BL Lac
2748 , 5BZQJ1658+0741 , FSRQ
2749 , 5BZQJ1658+0515 , FSRQ
2750 , 5BZQJ1658-0739 , FSRQ
2751 , 5BZQJ1659+3735 , FSRQ
2752 , 5BZQJ1659+0213 , FSRQ
2753 , 5BZQJ1700+6830 , FSRQ
2754 , 5BZBJ1701+3954a , BL Lac
2755 , 5BZQJ1701+3533 , FSRQ
2756 , 5BZBJ1701+3954b , BL Lac
2757 , 5BZBJ1702+2643 , BL Lac Candidate
2758 , 5BZQJ1702+3157 , FSRQ
2759 , 5BZBJ1702+3115 , BL Lac
2760 , 5BZQJ1703-6212 , FSRQ
2761 , 5BZQJ1704+0134 , FSRQ
2762 , 5BZBJ1704+7138 , BL Lac
2763 , 5BZBJ1705+6042 , BL Lac
2764 , 5BZUJ1706+3214 , Blazar Uncertain type
2765 , 5BZQJ1707+4536 , FSRQ
2766 , 5BZQJ1707+1122 , FSRQ
2767 , 5BZQJ1707+0148 , FSRQ
2768 , 5BZQJ1707+1331 , FSRQ
2769 , 5BZQJ1708+0035 , FSRQ
2770 , 5BZQJ1709+4318 , FSRQ
2771 , 5BZQJ1710-0355 , FSRQ
2772 , 5BZBJ1712+2931 , BL Lac
2773 , 5BZQJ1713+4916 , FSRQ
2774 , 5BZBJ1714+5601 , BL Lac
2775 , 5BZBJ1714+3036 , BL Lac
2776 , 5BZBJ1715+2929 , BL Lac
2777 , 5BZQJ1715+3619 , FSRQ
2778 , 5BZGJ1715+5724 , BL Lac-galaxy dominated
2779 , 5BZQJ1715+6323 , FSRQ
2780 , 5BZQJ1716+2152 , FSRQ
2781 , 5BZQJ1716+6836 , FSRQ
2782 , 5BZQJ1716-0452 , FSRQ
2783 , 5BZGJ1717+2931 , BL Lac-galaxy dominated
2784 , 5BZQJ1717+2621 , FSRQ
2785 , 5BZGJ1717+4227 , BL Lac-galaxy dominated
2786 , 5BZQJ1717-5155 , FSRQ
2787 , 5BZBJ1717-3342 , BL Lac Candidate
2788 , 5BZGJ1718+4228 , BL Lac-galaxy dominated
2789 , 5BZBJ1719+5524 , BL Lac
2790 , 5BZBJ1719+1745 , BL Lac
2791 , 5BZGJ1719+4858 , BL Lac-galaxy dominated
2792 , 5BZQJ1719+4804 , FSRQ
2793 , 5BZBJ1719+7443 , BL Lac Candidate
2794 , 5BZQJ1719+0817 , FSRQ
2795 , 5BZQJ1721+3542 , FSRQ
2796 , 5BZBJ1721+6004 , BL Lac
2797 , 5BZQJ1722+5856 , FSRQ
2798 , 5BZQJ1722+6105 , FSRQ
2799 , 5BZQJ1722+2815 , FSRQ
2800 , 5BZQJ1722+1013 , FSRQ
2801 , 5BZQJ1722+5611 , FSRQ
2802 , 5BZQJ1723+6547 , FSRQ
2803 , 5BZQJ1724+4004 , FSRQ
2804 , 5BZQJ1724+3303 , FSRQ
2805 , 5BZBJ1725+1152 , BL Lac
2806 , 5BZBJ1725+5851 , BL Lac
2807 , 5BZQJ1726+3213 , FSRQ
2808 , 5BZBJ1726+5955 , BL Lac
2809 , 5BZGJ1727+5510 , BL Lac-galaxy dominated
2810 , 5BZQJ1727+4530 , FSRQ
2811 , 5BZQJ1728+1215 , FSRQ
2812 , 5BZBJ1728+5013 , BL Lac
2813 , 5BZQJ1728+0427 , FSRQ
2814 , 5BZQJ1728+3838 , FSRQ
2815 , 5BZBJ1729+5255 , BL Lac
2816 , 5BZQJ1730+0024 , FSRQ
2817 , 5BZGJ1730+3714 , BL Lac-galaxy dominated
2818 , 5BZUJ1731-3003 , Blazar Uncertain type
2819 , 5BZQJ1732-7200 , FSRQ
2820 , 5BZQJ1732-5553 , FSRQ
2821 , 5BZQJ1733-1304 , FSRQ
2822 , 5BZGJ1733+4519 , BL Lac-galaxy dominated
2823 , 5BZQJ1733-7935 , FSRQ
2824 , 5BZQJ1734+3857 , FSRQ
2825 , 5BZUJ1734+0926 , Blazar Uncertain type
2826 , 5BZBJ1735+5650 , BL Lac
2827 , 5BZQJ1735+3616 , FSRQ
