id , BZCAT5 Source name , Source classification
1156 , 5BZUJ0839+0204 , Blazar Uncertain type
1157 , 5BZBJ0839+0319 , BL Lac
1158 , 5BZQJ0839+0104 , FSRQ
1159 , 5BZBJ0840+3440 , BL Lac
1160 , 5BZUJ0840+1312 , Blazar Uncertain type
1161 , 5BZBJ0840+3721 , BL Lac
1162 , 5BZBJ0841-3555 , BL Lac
1163 , 5BZQJ0841+7053 , FSRQ
1164 , 5BZQJ0842+4018 , FSRQ
1165 , 5BZQJ0842+1835 , FSRQ
1166 , 5BZQJ0842+4525 , FSRQ
1167 , 5BZBJ0842+0252 , BL Lac
1168 , 5BZQJ0843+3742 , FSRQ
1169 , 5BZBJ0844+5312 , BL Lac
1170 , 5BZQJ0845-6527 , FSRQ
1171 , 5BZQJ0845-5555 , FSRQ
1172 , 5BZQJ0846+0641 , FSRQ
1173 , 5BZUJ0847-2337 , Blazar Uncertain type
1174 , 5BZBJ0847+1133 , BL Lac
1175 , 5BZBJ0847-0703 , BL Lac
1176 , 5BZQJ0847-0520 , FSRQ
1177 , 5BZGJ0848+8111 , BL Lac-galaxy dominated
1178 , 5BZBJ0848+0506 , BL Lac
1179 , 5BZBJ0848+6606 , BL Lac
1180 , 5BZBJ0849+0206 , BL Lac
1181 , 5BZBJ0849+0455 , BL Lac
1182 , 5BZUJ0849+5108 , Blazar Uncertain type
1183 , 5BZBJ0850+4854 , BL Lac
1184 , 5BZGJ0850+4036 , BL Lac-galaxy dominated
1185 , 5BZQJ0850-1213 , FSRQ
1186 , 5BZQJ0850+5931 , FSRQ
1187 , 5BZGJ0850+3455 , BL Lac-galaxy dominated
1188 , 5BZBJ0851+0549 , BL Lac
1189 , 5BZBJ0851+5528 , BL Lac
1190 , 5BZQJ0852+2833 , FSRQ
1191 , 5BZQJ0852+4734 , FSRQ
1192 , 5BZGJ0852+2433 , BL Lac-galaxy dominated
1193 , 5BZQJ0853-0150 , FSRQ
1194 , 5BZQJ0853+2813 , FSRQ
1195 , 5BZBJ0854+4408 , BL Lac
1196 , 5BZBJ0854+2754 , BL Lac
1197 , 5BZQJ0854+5327 , FSRQ
1198 , 5BZQJ0854+5757 , FSRQ
1199 , 5BZBJ0854+2006 , BL Lac
1200 , 5BZBJ0854+6218 , BL Lac
1201 , 5BZBJ0855+2601 , BL Lac
1202 , 5BZBJ0855+4237 , BL Lac
1203 , 5BZQJ0855-0021 , FSRQ
1204 , 5BZGJ0856+5418 , BL Lac-galaxy dominated
1205 , 5BZUJ0856+0140 , Blazar Uncertain type
1206 , 5BZBJ0856+2057 , BL Lac
1207 , 5BZBJ0856-1105 , BL Lac
1208 , 5BZQJ0856+1739 , FSRQ
1209 , 5BZQJ0856+2111 , FSRQ
1210 , 5BZGJ0857+0627 , BL Lac-galaxy dominated
1211 , 5BZBJ0857+0135 , BL Lac
1212 , 5BZQJ0858-1950 , FSRQ
1213 , 5BZBJ0859+8345 , BL Lac
1214 , 5BZBJ0859+0047 , BL Lac
1215 , 5BZBJ0859+6217 , BL Lac Candidate
1216 , 5BZQJ0900+4108 , FSRQ
1217 , 5BZBJ0900+6742 , BL Lac
1218 , 5BZQJ0900-2808 , FSRQ
1219 , 5BZQJ0901+0448 , FSRQ
1220 , 5BZQJ0901-0037 , FSRQ
1221 , 5BZBJ0901+3752 , BL Lac
1222 , 5BZQJ0901-0702 , FSRQ
1223 , 5BZQJ0901+6551 , FSRQ
1224 , 5BZBJ0902+4544 , BL Lac
1225 , 5BZQJ0902-1415 , FSRQ
1226 , 5BZQJ0902+5402 , FSRQ
1227 , 5BZBJ0902+2050 , BL Lac
1228 , 5BZQJ0902+4310 , FSRQ
1229 , 5BZQJ0903-1721 , FSRQ
1230 , 5BZQJ0903+4651 , FSRQ
1231 , 5BZGJ0903+4055 , BL Lac-galaxy dominated
1232 , 5BZBJ0903+2853 , BL Lac
1233 , 5BZQJ0903+6757 , FSRQ
1234 , 5BZQJ0903+5151 , FSRQ
1235 , 5BZQJ0904-2552 , FSRQ
1236 , 5BZUJ0904-5735 , Blazar Uncertain type
1237 , 5BZBJ0905+1358 , BL Lac
1238 , 5BZGJ0905+4705 , BL Lac-galaxy dominated
1239 , 5BZQJ0905+2849 , FSRQ
1240 , 5BZGJ0906+4636 , BL Lac-galaxy dominated
1241 , 5BZBJ0906-0905 , BL Lac
1242 , 5BZQJ0906+6930 , FSRQ
1243 , 5BZQJ0906-2019 , FSRQ
1244 , 5BZGJ0906+4124 , BL Lac-galaxy dominated
1245 , 5BZBJ0907+0857 , BL Lac
1246 , 5BZUJ0908-0959 , Blazar Uncertain type
1247 , 5BZQJ0908+4150 , FSRQ
1248 , 5BZBJ0908+1609 , BL Lac
1249 , 5BZBJ0909+2311 , BL Lac
1250 , 5BZQJ0909+0121 , FSRQ
1251 , 5BZQJ0909-7445 , FSRQ
1252 , 5BZQJ0909+5216 , FSRQ
1253 , 5BZUJ0909+4253 , Blazar Uncertain type
1254 , 5BZBJ0909+0200 , BL Lac
1255 , 5BZQJ0909-0231 , FSRQ
1256 , 5BZBJ0909+3106 , BL Lac
1257 , 5BZBJ0910+3329 , BL Lac
1258 , 5BZQJ0910+2248 , FSRQ
1259 , 5BZBJ0910+2548 , BL Lac
1260 , 5BZBJ0910+3902 , BL Lac
1261 , 5BZBJ0911+3349 , BL Lac
1262 , 5BZBJ0911+2949 , BL Lac
1263 , 5BZGJ0912+5320 , BL Lac-galaxy dominated
1264 , 5BZBJ0912+2759 , BL Lac
1265 , 5BZQJ0912+4126 , FSRQ
1266 , 5BZGJ0912+4235 , BL Lac-galaxy dominated
1267 , 5BZGJ0912+1555 , BL Lac-galaxy dominated
1268 , 5BZBJ0913-2103 , BL Lac
1269 , 5BZBJ0913+8133 , BL Lac
1270 , 5BZQJ0914+0245 , FSRQ
1271 , 5BZQJ0915+0007 , FSRQ
1272 , 5BZBJ0915+2933 , BL Lac
1273 , 5BZBJ0915+4738 , BL Lac
1274 , 5BZQJ0916+3854 , FSRQ
1275 , 5BZGJ0916+5238 , BL Lac-galaxy dominated
1276 , 5BZQJ0917-2131 , FSRQ
1277 , 5BZBJ0917+4029 , BL Lac
1278 , 5BZQJ0918+0636 , FSRQ
1279 , 5BZBJ0918+0213 , BL Lac
1280 , 5BZBJ0919+3324 , BL Lac
1281 , 5BZBJ0919+1106 , BL Lac
1282 , 5BZBJ0920+3910 , BL Lac
1283 , 5BZQJ0920-2956 , FSRQ
1284 , 5BZQJ0920+4441 , FSRQ
1285 , 5BZQJ0921+7136 , FSRQ
1286 , 5BZQJ0921-2618 , FSRQ
1287 , 5BZQJ0921+6215 , FSRQ
1288 , 5BZUJ0921-8209 , Blazar Uncertain type
1289 , 5BZBJ0921+2335 , BL Lac
1290 , 5BZBJ0921+2455 , BL Lac
1291 , 5BZBJ0922+2346 , BL Lac
1292 , 5BZQJ0922-0529 , FSRQ
1293 , 5BZUJ0923+4125 , Blazar Uncertain type
1294 , 5BZUJ0923-2135 , Blazar Uncertain type
1295 , 5BZQJ0923+2815 , FSRQ
1296 , 5BZBJ0924+0533 , BL Lac
1297 , 5BZBJ0924+5300 , BL Lac
1298 , 5BZQJ0924+0309 , FSRQ
1299 , 5BZQJ0925+0019 , FSRQ
1300 , 5BZBJ0925+5958 , BL Lac
1301 , 5BZBJ0925+3127 , BL Lac
1302 , 5BZQJ0925+1658 , FSRQ
1303 , 5BZQJ0926+4029 , FSRQ
1304 , 5BZBJ0926+5411 , BL Lac
1305 , 5BZBJ0926+0803 , BL Lac
1306 , 5BZQJ0927+3902 , FSRQ
1307 , 5BZGJ0927+5327 , BL Lac-galaxy dominated
1308 , 5BZGJ0927+5545 , BL Lac-galaxy dominated
1309 , 5BZGJ0927-0900 , BL Lac-galaxy dominated
1310 , 5BZQJ0927-2034 , FSRQ
1311 , 5BZQJ0928+4446 , FSRQ
1312 , 5BZBJ0928+4048 , BL Lac
1313 , 5BZBJ0929+1945 , BL Lac
1314 , 5BZBJ0929+5013 , BL Lac
1315 , 5BZBJ0929+8612 , BL Lac
1316 , 5BZQJ0930+4644 , FSRQ
1317 , 5BZBJ0930+4950 , BL Lac
1318 , 5BZQJ0930+0034 , FSRQ
1319 , 5BZBJ0930+3503 , BL Lac
1320 , 5BZBJ0930+3933 , BL Lac
1321 , 5BZGJ0932+3630 , BL Lac-galaxy dominated
1322 , 5BZQJ0932-2016 , FSRQ
1323 , 5BZQJ0932-3405 , FSRQ
1324 , 5BZBJ0932+1042 , BL Lac
1325 , 5BZQJ0932+5306 , FSRQ
1326 , 5BZQJ0933+4615 , FSRQ
1327 , 5BZUJ0933+0003 , Blazar Uncertain type
1328 , 5BZQJ0933-0819 , FSRQ
1329 , 5BZBJ0934+3926 , BL Lac
1330 , 5BZQJ0934+4908 , FSRQ
1331 , 5BZBJ0934-1721 , BL Lac
1332 , 5BZQJ0935-3332 , FSRQ
1333 , 5BZBJ0936+1850 , BL Lac
1334 , 5BZQJ0937+5008 , FSRQ
1335 , 5BZBJ0938+3717 , BL Lac
1336 , 5BZQJ0938-0708 , FSRQ
1337 , 5BZQJ0939+4141 , FSRQ
1338 , 5BZBJ0940+2603 , BL Lac
1339 , 5BZGJ0940+6148 , BL Lac-galaxy dominated
1340 , 5BZQJ0941-1335 , FSRQ
1341 , 5BZQJ0941+2728 , FSRQ
1342 , 5BZBJ0941+2722 , BL Lac
1343 , 5BZQJ0941-8615 , FSRQ
1344 , 5BZQJ0942+6403 , FSRQ
1345 , 5BZBJ0942-0759 , BL Lac
1346 , 5BZBJ0942+2844 , BL Lac
1347 , 5BZBJ0942+5416 , BL Lac
1348 , 5BZQJ0943+1702 , FSRQ
1349 , 5BZBJ0943-0709 , BL Lac
1350 , 5BZBJ0944+5735 , BL Lac
1351 , 5BZBJ0944+5557 , BL Lac
1352 , 5BZBJ0944-1347 , BL Lac Candidate
1353 , 5BZQJ0945+4636 , FSRQ
1354 , 5BZBJ0945+5757 , BL Lac
1355 , 5BZBJ0946+4735 , BL Lac
1356 , 5BZGJ0946+5819 , BL Lac-galaxy dominated
1357 , 5BZBJ0946+0104 , BL Lac
1358 , 5BZQJ0946+1017 , FSRQ
1359 , 5BZBJ0947+2215 , BL Lac
1360 , 5BZBJ0947+3453 , BL Lac
1361 , 5BZQJ0947-7731 , FSRQ
1362 , 5BZQJ0948-3223 , FSRQ
1363 , 5BZGJ0948+5535 , BL Lac-galaxy dominated
1364 , 5BZQJ0948+4039 , FSRQ
1365 , 5BZQJ0948+0022 , FSRQ
1366 , 5BZQJ0949+1752 , FSRQ
1367 , 5BZGJ0950+1804 , BL Lac-galaxy dominated
1368 , 5BZBJ0950+0615 , BL Lac
1369 , 5BZBJ0950+4553 , BL Lac
1370 , 5BZBJ0951+0102 , BL Lac
1371 , 5BZQJ0951-2123 , FSRQ
1372 , 5BZBJ0952+3936 , BL Lac
1373 , 5BZBJ0952+7502 , BL Lac
1374 , 5BZQJ0952+5048 , FSRQ
1375 , 5BZQJ0952-2453 , FSRQ
1376 , 5BZQJ0952+3512 , FSRQ
1377 , 5BZBJ0952+6538 , BL Lac
1378 , 5BZBJ0953-0840 , BL Lac
1379 , 5BZQJ0953+3225 , FSRQ
1380 , 5BZQJ0953+1720 , FSRQ
1381 , 5BZBJ0954+4914 , BL Lac
1382 , 5BZUJ0954-0503 , Blazar Uncertain type
1383 , 5BZUJ0954+5719 , Blazar Uncertain type
1384 , 5BZBJ0955+0833 , BL Lac
1385 , 5BZUJ0955+4838 , Blazar Uncertain type
1386 , 5BZBJ0955+3551 , BL Lac
1387 , 5BZQJ0955-1845 , FSRQ
1388 , 5BZQJ0955+4532 , FSRQ
1389 , 5BZBJ0956+0156 , BL Lac
1390 , 5BZQJ0956+2515 , FSRQ
1391 , 5BZQJ0957-1350 , FSRQ
1392 , 5BZQJ0957-0156 , FSRQ
1393 , 5BZQJ0957+5522 , FSRQ
1394 , 5BZBJ0958-0317 , BL Lac
1395 , 5BZQJ0958+4725 , FSRQ
1396 , 5BZQJ0958+5039 , FSRQ
1397 , 5BZQJ0958-4110 , FSRQ
1398 , 5BZBJ0958+6533 , BL Lac
1399 , 5BZBJ0959+2123 , BL Lac
1400 , 5BZUJ1000+2233 , Blazar Uncertain type
1401 , 5BZBJ1000+5746 , BL Lac
1402 , 5BZBJ1001+2911 , BL Lac
1403 , 5BZQJ1001+3424 , FSRQ
1404 , 5BZGJ1001+2048 , BL Lac-galaxy dominated
1405 , 5BZQJ1001+1015 , FSRQ
1406 , 5BZQJ1001-4438 , FSRQ
1407 , 5BZBJ1002+2216 , BL Lac
1408 , 5BZQJ1002+1216 , FSRQ
1409 , 5BZQJ1003+6813 , FSRQ
1410 , 5BZQJ1003+3244 , FSRQ
1411 , 5BZQJ1004+4626 , FSRQ
1412 , 5BZBJ1004+3752 , BL Lac
1413 , 5BZQJ1004-0119 , FSRQ
1414 , 5BZQJ1006-7409 , FSRQ
1415 , 5BZBJ1006+6440 , BL Lac
1416 , 5BZQJ1006+0509 , FSRQ
1417 , 5BZQJ1006-2159 , FSRQ
1418 , 5BZBJ1006+3454 , BL Lac
1419 , 5BZQJ1007-0207 , FSRQ
1420 , 5BZQJ1007-1247 , FSRQ
1421 , 5BZQJ1007+5802 , FSRQ
1422 , 5BZQJ1007-3333 , FSRQ
1423 , 5BZQJ1007+1356 , FSRQ
1424 , 5BZBJ1008+0621 , BL Lac
1425 , 5BZBJ1008+4705 , BL Lac
1426 , 5BZQJ1008+0416 , FSRQ
1427 , 5BZQJ1008+4400 , FSRQ
1428 , 5BZBJ1009+0145 , BL Lac
1429 , 5BZUJ1010-0730 , Blazar Uncertain type
1430 , 5BZQJ1010+8250 , FSRQ
1431 , 5BZBJ1010-3119 , BL Lac
1432 , 5BZQJ1010-0200 , FSRQ
1433 , 5BZQJ1010+3330 , FSRQ
1434 , 5BZBJ1011+0106 , BL Lac
1435 , 5BZQJ1011+4700 , FSRQ
1436 , 5BZQJ1011-0423 , FSRQ
1437 , 5BZQJ1011-3223 , FSRQ
1438 , 5BZQJ1012-3304 , FSRQ
1439 , 5BZBJ1012+0630 , BL Lac
1440 , 5BZQJ1012+2312 , FSRQ
1441 , 5BZQJ1012-3740 , FSRQ
1442 , 5BZQJ1012-4259 , FSRQ
1443 , 5BZQJ1012+2439 , FSRQ
1444 , 5BZBJ1012+4229 , BL Lac
1445 , 5BZGJ1012+3932 , BL Lac-galaxy dominated
1446 , 5BZQJ1013+3445 , FSRQ
1447 , 5BZQJ1013+2449 , FSRQ
1448 , 5BZQJ1014+2301 , FSRQ
1449 , 5BZBJ1015+4926 , BL Lac
1450 , 5BZBJ1015+1227 , BL Lac
1451 , 5BZQJ1015+5551 , FSRQ
1452 , 5BZQJ1015-1952 , FSRQ
1453 , 5BZQJ1015+0109 , FSRQ
1454 , 5BZQJ1016+0513 , FSRQ
1455 , 5BZQJ1016+2037 , FSRQ
1456 , 5BZQJ1017+6116 , FSRQ
1457 , 5BZBJ1018+1906 , BL Lac
1458 , 5BZQJ1018+3542 , FSRQ
1459 , 5BZQJ1018+0530 , FSRQ
1460 , 5BZQJ1018-3123 , FSRQ
1461 , 5BZGJ1018+3128 , BL Lac-galaxy dominated
1462 , 5BZBJ1018+5911 , BL Lac
1463 , 5BZBJ1019-2708 , BL Lac
1464 , 5BZBJ1019+6320 , BL Lac
1465 , 5BZQJ1019-0024 , FSRQ
1466 , 5BZGJ1020+6250 , BL Lac-galaxy dominated
1467 , 5BZBJ1021+1625 , BL Lac
1468 , 5BZUJ1021+4523 , Blazar Uncertain type
1469 , 5BZQJ1021+3437 , FSRQ
1470 , 5BZBJ1021+3806 , BL Lac
1471 , 5BZBJ1021+1411 , BL Lac
1472 , 5BZGJ1022+5124 , BL Lac-galaxy dominated
1473 , 5BZQJ1022+4239 , FSRQ
1474 , 5BZQJ1022+3931 , FSRQ
1475 , 5BZBJ1022-0113 , BL Lac
1476 , 5BZQJ1023+2649 , FSRQ
1477 , 5BZQJ1023+3948 , FSRQ
1478 , 5BZQJ1023+2856 , FSRQ
1479 , 5BZQJ1023+3953 , FSRQ
1480 , 5BZBJ1023+3000 , BL Lac
1481 , 5BZBJ1023-4336 , BL Lac
1482 , 5BZQJ1024-3234 , FSRQ
1483 , 5BZQJ1024+1912 , FSRQ
1484 , 5BZBJ1024+2332 , BL Lac
1485 , 5BZQJ1025+4143 , FSRQ
1486 , 5BZBJ1025+0402 , BL Lac
1487 , 5BZQJ1025-0509 , FSRQ
1488 , 5BZQJ1025+1253 , FSRQ
1489 , 5BZQJ1026+2542 , FSRQ
1490 , 5BZUJ1026+6746 , Blazar Uncertain type
1491 , 5BZBJ1026-8543 , BL Lac
1492 , 5BZBJ1026-1748 , BL Lac
1493 , 5BZBJ1026+5147 , BL Lac
1494 , 5BZBJ1027+0609 , BL Lac
1495 , 5BZQJ1027+4803 , FSRQ
1496 , 5BZBJ1027+6317 , BL Lac
1497 , 5BZBJ1027+3526 , BL Lac
1498 , 5BZQJ1028+0255 , FSRQ
1499 , 5BZGJ1028+0555 , BL Lac-galaxy dominated
1500 , 5BZQJ1028-0236 , FSRQ
1501 , 5BZQJ1028-0100 , FSRQ
1502 , 5BZQJ1028-0844 , FSRQ
1503 , 5BZGJ1028+1702 , BL Lac-galaxy dominated
1504 , 5BZQJ1029-1852 , FSRQ
1505 , 5BZUJ1030+3102 , Blazar Uncertain type
1506 , 5BZBJ1031+5053 , BL Lac
1507 , 5BZUJ1031+7441 , Blazar Uncertain type
1508 , 5BZQJ1031+6020 , FSRQ
1509 , 5BZQJ1032-1400 , FSRQ
1510 , 5BZBJ1032+0401 , BL Lac
1511 , 5BZBJ1032+0309 , BL Lac
1512 , 5BZBJ1032+6623 , BL Lac
1513 , 5BZBJ1032+3738 , BL Lac
1514 , 5BZQJ1032+6051 , FSRQ
1515 , 5BZQJ1033+4116 , FSRQ
1516 , 5BZGJ1033+4222 , BL Lac-galaxy dominated
1517 , 5BZQJ1033+3935 , FSRQ
1518 , 5BZUJ1033+0711 , Blazar Uncertain type
1519 , 5BZBJ1033-1436 , BL Lac Candidate
1520 , 5BZQJ1033+6051 , FSRQ
1521 , 5BZQJ1035-2011 , FSRQ
1522 , 5BZQJ1035+5652 , FSRQ
1523 , 5BZBJ1035+0723 , BL Lac
1524 , 5BZQJ1035+3756 , FSRQ
1525 , 5BZQJ1036+1440 , FSRQ
1526 , 5BZQJ1036+2203 , FSRQ
1527 , 5BZBJ1036+1233 , BL Lac
1528 , 5BZQJ1036-0605 , FSRQ
1529 , 5BZQJ1036-3744 , FSRQ
1530 , 5BZQJ1037-2934 , FSRQ
1531 , 5BZQJ1037+0424 , FSRQ
1532 , 5BZQJ1037-2823 , FSRQ
1533 , 5BZBJ1037+5711 , BL Lac
1534 , 5BZQJ1038-4325 , FSRQ
1535 , 5BZBJ1038+3927 , BL Lac
1536 , 5BZQJ1038+0512 , FSRQ
1537 , 5BZQJ1039-1541 , FSRQ
1538 , 5BZBJ1040+0947 , BL Lac
1539 , 5BZQJ1041+0610 , FSRQ
1540 , 5BZGJ1041+1324 , BL Lac-galaxy dominated
1541 , 5BZQJ1041-4740 , FSRQ
1542 , 5BZQJ1041+5233 , FSRQ
1543 , 5BZGJ1041+3901 , BL Lac-galaxy dominated
1544 , 5BZQJ1042-4143 , FSRQ
1545 , 5BZBJ1042+1513 , BL Lac
1546 , 5BZQJ1043+2408 , FSRQ
1547 , 5BZBJ1043+0653 , BL Lac
1548 , 5BZQJ1044+2959 , FSRQ
1549 , 5BZQJ1044+5322 , FSRQ
1550 , 5BZQJ1044+6037 , FSRQ
1551 , 5BZQJ1044+8054 , FSRQ
1552 , 5BZQJ1045+0624 , FSRQ
1553 , 5BZQJ1046+5354 , FSRQ
1554 , 5BZBJ1046-2535 , BL Lac
1555 , 5BZQJ1047-1308 , FSRQ
1556 , 5BZQJ1047+4835 , FSRQ
1557 , 5BZQJ1047+2635 , FSRQ
1558 , 5BZBJ1047+5437 , BL Lac Candidate
1559 , 5BZBJ1047+7238 , BL Lac
1560 , 5BZQJ1048-1909 , FSRQ
1561 , 5BZUJ1048+7143 , Blazar Uncertain type
1562 , 5BZGJ1048+5009 , BL Lac-galaxy dominated
1563 , 5BZUJ1049+2338 , Blazar Uncertain type
1564 , 5BZQJ1049+3737 , FSRQ
1565 , 5BZQJ1049-2231 , FSRQ
1566 , 5BZBJ1049+1548 , BL Lac
1567 , 5BZQJ1050+0432 , FSRQ
1568 , 5BZQJ1050-3517 , FSRQ
1569 , 5BZQJ1050+3430 , FSRQ
1570 , 5BZQJ1051+2027 , FSRQ
1571 , 5BZQJ1051-3138 , FSRQ
1572 , 5BZUJ1051+4644 , Blazar Uncertain type
1573 , 5BZBJ1051+3943 , BL Lac
1574 , 5BZQJ1051+2119 , FSRQ
1575 , 5BZBJ1051+0103 , BL Lac
1576 , 5BZGJ1052+4241 , BL Lac-galaxy dominated
1577 , 5BZQJ1053-0014 , FSRQ
1578 , 5BZGJ1053+4929 , BL Lac-galaxy dominated
1579 , 5BZQJ1053+5401 , FSRQ
1580 , 5BZBJ1054+2210 , BL Lac
1581 , 5BZQJ1054+3855 , FSRQ
1582 , 5BZQJ1054-0713 , FSRQ
1583 , 5BZBJ1055-0126 , BL Lac
1584 , 5BZGJ1056+0252 , BL Lac-galaxy dominated
1585 , 5BZQJ1056+7011 , FSRQ
1586 , 5BZBJ1057+2303 , BL Lac
1587 , 5BZQJ1057-2342 , FSRQ
1588 , 5BZBJ1057-2754 , BL Lac
1589 , 5BZBJ1057-0059 , BL Lac
1590 , 5BZQJ1057-2509 , FSRQ
1591 , 5BZQJ1057-2433 , FSRQ
1592 , 5BZQJ1058-3024 , FSRQ
1593 , 5BZBJ1058+4304 , BL Lac
1594 , 5BZQJ1058-0309 , FSRQ
1595 , 5BZQJ1058+8114 , FSRQ
1596 , 5BZQJ1058+1951 , FSRQ
1597 , 5BZUJ1058+0133 , Blazar Uncertain type
1598 , 5BZBJ1058+2817 , BL Lac
1599 , 5BZBJ1058+5628 , BL Lac
1600 , 5BZBJ1058-8003 , BL Lac
1601 , 5BZBJ1059-1134 , BL Lac
1602 , 5BZQJ1059+2057 , FSRQ
1603 , 5BZGJ1059+4343 , BL Lac-galaxy dominated
1604 , 5BZUJ1059+4051 , Blazar Uncertain type
1605 , 5BZGJ1100+4210 , BL Lac-galaxy dominated
1606 , 5BZBJ1100+4019 , BL Lac
1607 , 5BZQJ1100-4249 , FSRQ
1608 , 5BZBJ1101+4108 , BL Lac
1609 , 5BZQJ1101+7225 , FSRQ
1610 , 5BZQJ1101+6241 , FSRQ
1611 , 5BZQJ1102-4404 , FSRQ
1612 , 5BZQJ1102+2757 , FSRQ
1613 , 5BZBJ1102+3801 , BL Lac
1614 , 5BZQJ1102+5941 , FSRQ
1615 , 5BZQJ1103+3014 , FSRQ
1616 , 5BZQJ1103-3251 , FSRQ
1617 , 5BZBJ1103-2329 , BL Lac
1618 , 5BZBJ1103-5357 , BL Lac
1619 , 5BZGJ1103+0022 , BL Lac-galaxy dominated
1620 , 5BZBJ1104+0730 , BL Lac
1621 , 5BZBJ1104+3812 , BL Lac
1622 , 5BZQJ1104-2431 , FSRQ
1623 , 5BZQJ1104+6038 , FSRQ
1624 , 5BZGJ1105+4653 , BL Lac-galaxy dominated
1625 , 5BZQJ1105-3928 , FSRQ
1626 , 5BZQJ1105-1813 , FSRQ
1627 , 5BZQJ1105+0202 , FSRQ
1628 , 5BZGJ1105+3946 , BL Lac-galaxy dominated
1629 , 5BZQJ1106+2812 , FSRQ
1630 , 5BZBJ1107+5010 , BL Lac
1631 , 5BZQJ1107-4449 , FSRQ
1632 , 5BZQJ1107+5219 , FSRQ
1633 , 5BZBJ1107+0222 , BL Lac
1634 , 5BZQJ1107+7232 , FSRQ
1635 , 5BZQJ1107-3043 , FSRQ
1636 , 5BZBJ1107+1502 , BL Lac
1637 , 5BZQJ1108+4330 , FSRQ
1638 , 5BZQJ1108+0811 , FSRQ
1639 , 5BZBJ1108+2615 , BL Lac
1640 , 5BZGJ1108+0202 , BL Lac-galaxy dominated
1641 , 5BZGJ1108-0149 , BL Lac-galaxy dominated
1642 , 5BZBJ1109+2411 , BL Lac
1643 , 5BZBJ1109+3736 , BL Lac
1644 , 5BZBJ1110-1835 , BL Lac
1645 , 5BZBJ1110+7133 , BL Lac
1646 , 5BZQJ1110+4403 , FSRQ
1647 , 5BZBJ1110+3539 , BL Lac
1648 , 5BZBJ1110+1704 , BL Lac
1649 , 5BZQJ1111+5227 , FSRQ
1650 , 5BZQJ1111+1530 , FSRQ
1651 , 5BZBJ1111+3452 , BL Lac
1652 , 5BZBJ1112+2608 , BL Lac
1653 , 5BZBJ1112+1751 , BL Lac
1654 , 5BZQJ1112-3745 , FSRQ
1655 , 5BZQJ1112+3446 , FSRQ
1656 , 5BZBJ1112-2712 , BL Lac
1657 , 5BZQJ1113-3549 , FSRQ
1658 , 5BZQJ1113+1442 , FSRQ
1659 , 5BZQJ1114-0816 , FSRQ
1660 , 5BZQJ1114-0247 , FSRQ
1661 , 5BZUJ1116+0829 , Blazar Uncertain type
1662 , 5BZBJ1117+2014 , BL Lac
1663 , 5BZBJ1117+0006 , BL Lac
1664 , 5BZBJ1117+2548 , BL Lac
1665 , 5BZBJ1117+5355 , BL Lac
1666 , 5BZQJ1118-1232 , FSRQ
1667 , 5BZQJ1118-3054 , FSRQ
1668 , 5BZQJ1118-4634 , FSRQ
1669 , 5BZQJ1118+1234 , FSRQ
1670 , 5BZGJ1119+0900 , BL Lac-galaxy dominated
1671 , 5BZQJ1119+6004 , FSRQ
1672 , 5BZBJ1119-3047 , BL Lac
1673 , 5BZQJ1119+0410 , FSRQ
1674 , 5BZQJ1119+1656 , FSRQ
1675 , 5BZQJ1120-2719 , FSRQ
1676 , 5BZQJ1120+5404 , FSRQ
1677 , 5BZQJ1120+0704 , FSRQ
1678 , 5BZBJ1120+4212 , BL Lac
1679 , 5BZQJ1120-1420 , FSRQ
1680 , 5BZBJ1120+0144 , BL Lac
1681 , 5BZQJ1121-1722 , FSRQ
1682 , 5BZQJ1121-0553 , FSRQ
1683 , 5BZBJ1121-0711 , BL Lac
1684 , 5BZQJ1121-0442 , FSRQ
1685 , 5BZGJ1121+4314 , BL Lac-galaxy dominated
1686 , 5BZQJ1122-2532 , FSRQ
1687 , 5BZBJ1122+4316 , BL Lac
1688 , 5BZQJ1122+1805 , FSRQ
1689 , 5BZBJ1123+7229 , BL Lac Candidate
1690 , 5BZQJ1124-1501 , FSRQ
1691 , 5BZQJ1124+2336 , FSRQ
1692 , 5BZBJ1124+2045 , BL Lac
1693 , 5BZGJ1124+5133 , BL Lac-galaxy dominated
1694 , 5BZBJ1124+4934 , BL Lac
1695 , 5BZBJ1125+2143 , BL Lac
1696 , 5BZBJ1125-3557 , BL Lac
1697 , 5BZQJ1125+0001 , FSRQ
1698 , 5BZBJ1125-0742 , BL Lac
1699 , 5BZQJ1125+2610 , FSRQ
1700 , 5BZQJ1126+4516 , FSRQ
1701 , 5BZQJ1127-1857 , FSRQ
1702 , 5BZBJ1127+0555 , BL Lac
1703 , 5BZQJ1127+5650 , FSRQ
1704 , 5BZQJ1127+3620 , FSRQ
1705 , 5BZQJ1128+5925 , FSRQ
1706 , 5BZBJ1129+3756 , BL Lac
1707 , 5BZBJ1129+3703 , BL Lac
1708 , 5BZUJ1129-4435 , Blazar Uncertain type
1709 , 5BZQJ1129-0240 , FSRQ
1710 , 5BZQJ1130-1449 , FSRQ
1711 , 5BZQJ1130+3815 , FSRQ
1712 , 5BZQJ1131+3114 , FSRQ
1713 , 5BZBJ1131+0234 , BL Lac
1714 , 5BZBJ1131+5808 , BL Lac
1715 , 5BZUJ1131-0500 , Blazar Uncertain type
