id , Source name , Counterpart name , Class , RA (J2000.0) , Dec (J2000.0) , Significance , Flux 10-2000 GeV (ph/cm2/s) , Flux 10-2000 GeV Error , Spectral Index , Spectral Index Error , Log Nu peak (Hz) , Redshift , TeV Cat , Prev. Fermi Assoc.
118 , 3FHL J0158.7-3930  , PMN J0158-3932  , bll  , 29.6965389251709 , -39.505855560302734 , 7.94 , 5.727e-11 , 1.509e-11 , 2.464 , 0.575 , 14.82 , 0.000 ,   , 3FGL J0158.6-3931 
119 , 3FHL J0158.8+3314  ,   ,   , 29.705305099487305 , 33.23442077636719 , 5.43 , 3.872e-11 , 1.283e-11 , 2.007 , 0.912 , 0 , 0.000 ,   ,  
120 , 3FHL J0159.5+1047  , RX J0159.5+1047  , bll  , 29.88202667236328 , 10.788473129272461 , 9.84 , 8.967e-11 , 1.993e-11 , 2.656 , 0.549 , 15.95 , 0.195 ,   , 3FGL J0159.4+1046 
121 , 3FHL J0159.8-2740  , PMN J0159-2739  , bll  , 29.9500789642334 , -27.676651000976562 , 5.98 , 3.798e-11 , 1.316e-11 , 2.343 , 0.658 , 14.95 , 0.000 ,   , 3FGL J0159.8-2741 
122 , 3FHL J0200.1-4109  , 1RXS J020021.0-410936  , bll  , 30.041378021240234 , -41.16169357299805 , 8.31 , 5.055e-11 , 1.426e-11 , 1.974 , 0.598 , 0 , 0.000 ,   , 3FGL J0200.3-4108 
123 , 3FHL J0203.4+7232  , S5 0159+723  , bll  , 30.8599910736084 , 72.54644012451172 , 5.58 , 3.712e-11 , 1.123e-11 , 3.031 , 0.837 , 14.18 , 0.000 ,   , 3FGL J0204.0+7234 
124 , 3FHL J0203.8+3044  , NVSS J020344+304238  , bll  , 30.955501556396484 , 30.748184204101562 , 7.94 , 6.294e-11 , 1.634e-11 , 2.587 , 0.799 , 12.76 , 0.761 ,   , 3FGL J0203.6+3043 
125 , 3FHL J0204.3+2417  , B2 0201+24  , bcu  , 31.08918571472168 , 24.29227638244629 , 5.44 , 3.436e-11 , 1.244e-11 , 2.97 , 1.154 , 14.45 , 0.000 ,   , 3FGL J0204.2+2420 
126 , 3FHL J0205.5+6449  , 3C 58  , pwn  , 31.397031784057617 , 64.81998443603516 , 9.49 , 7.440e-11 , 1.561e-11 , 1.638 , 0.306 , 0 , 0.000 , 3C 58  , 3FGL J0205.5+6448 
127 , 3FHL J0207.6-2402  , NVSS J020733-240202  , bcu  , 31.901472091674805 , -24.043569564819336 , 4.65 , 2.755e-11 , 1.124e-11 , 2.044 , 1.007 , 0 , 0.000 ,   ,  
128 , 3FHL J0208.2-6839  , PKS 0206-688  , bll  , 32.05502700805664 , -68.65320587158203 , 5.26 , 2.368e-11 , 9.006e-12 , 2.069 , 0.953 , 14.25 , 0.000 ,   , 3FGL J0208.0-6838 
129 , 3FHL J0208.6+3522  , MS 0205.7+3509  , bll  , 32.16830062866211 , 35.3803596496582 , 6.3 , 3.804e-11 , 1.235e-11 , 1.719 , 0.725 , 15.98 , 0.318 ,   , 3FGL J0208.6+3522 
130 , 3FHL J0209.2+4448  , 1RXS J020917.6+444951  , bll  , 32.323062896728516 , 44.80765151977539 , 6.63 , 4.135e-11 , 1.233e-11 , 1.776 , 0.754 , 16.7 , 0.000 ,   , 3FGL J0209.5+4449 
131 , 3FHL J0209.3-5229  , 1RXS J020922.2-522920  , bll  , 32.34464645385742 , -52.4866943359375 , 21.6 , 2.191e-10 , 2.749e-11 , 1.72 , 0.237 , 16.1 , 0.000 ,   , 3FGL J0209.4-5229 
132 , 3FHL J0209.7+7233  , S5 0205+722  , bll  , 32.43635559082031 , 72.56256866455078 , 4.15 , 2.625e-11 , 9.876e-12 , 3.743 , 1.252 , 12.44 , 0.895 ,   ,  
133 , 3FHL J0210.6-5100  , PKS 0208-512  , FSRQ  , 32.66948318481445 , -51.01604461669922 , 8.94 , 6.006e-11 , 1.514e-11 , 3.185 , 0.806 , 13.12 , 1.003 ,   , 3FGL J0210.7-5101 
134 , 3FHL J0211.0-0647  , NVSS J021116-064422  , bcu  , 32.769683837890625 , -6.785549640655518 , 4.21 , 2.654e-11 , 1.115e-11 , 2.752 , 1.076 , 14.6 , 0.000 ,   , 3FGL J0211.2-0649 
135 , 3FHL J0211.2+1051  , MG1 J021114+1051  , BLL  , 32.81434631347656 , 10.85876750946045 , 23.98 , 3.131e-10 , 3.515e-11 , 2.455 , 0.248 , 14.12 , 0.2 ,   , 3FGL J0211.2+1051 
136 , 3FHL J0212.4-3503  , RBS 0292  , bll  , 33.10850143432617 , -35.065467834472656 , 4.86 , 3.046e-11 , 1.184e-11 , 1.795 , 0.801 , 17.1 , 0.393 ,   , 3FGL J0212.8-3504 
137 , 3FHL J0213.0+2242  , MG3 J021252+2246  , bll  , 33.25895309448242 , 22.702842712402344 , 5.67 , 3.494e-11 , 1.228e-11 , 1.744 , 0.488 , 15.55 , 0.459 ,   , 3FGL J0213.0+2245 
138 , 3FHL J0213.9-6950  , 1RXS J021359.9-695130  , unknown , 33.49009704589844 , -69.8367919921875 , 8.51 , 4.574e-11 , 1.236e-11 , 1.494 , 0.473 , 0 , 0.000 ,   , 2FHL J0213.9-6949 
139 , 3FHL J0214.5+5145  , TXS 0210+515  , bll  , 33.62554931640625 , 51.76064682006836 , 6.33 , 4.238e-11 , 1.225e-11 , 1.349 , 0.326 , 15.02 , 0.049 ,   , 3FGL J0214.4+5143 
140 , 3FHL J0215.2+7555  , NVSS J021517+755453  , bcu  , 33.810462951660156 , 75.91848754882812 , 4.25 , 1.990e-11 , 8.002e-12 , 1.23 , 0.593 , 15.3 , 0.000 ,   , 2FHL J0214.9+7555 
141 , 3FHL J0216.4+2315  , RBS 0298  , bll  , 34.11280822753906 , 23.25440788269043 , 6.09 , 3.486e-11 , 1.233e-11 , 2.271 , 0.638 , 16.09 , 0.288 ,   ,  
142 , 3FHL J0217.0-6636  , RBS 0300  , bll  , 34.26459503173828 , -66.61363220214844 , 9.39 , 6.738e-11 , 1.529e-11 , 3.142 , 0.607 , 15.68 , 0.000 ,   , 3FGL J0217.0-6635 
143 , 3FHL J0217.1+0836  , ZS 0214+083  , bll  , 34.27594757080078 , 8.605045318603516 , 8.11 , 7.036e-11 , 1.796e-11 , 2.67 , 0.79 , 13.76 , 0.085 ,   , 3FGL J0217.2+0837 
144 , 3FHL J0217.8+0143  , PKS 0215+015  , fsrq  , 34.46224594116211 , 1.7256922721862793 , 14.67 , 1.414e-10 , 2.440e-11 , 3.878 , 0.715 , 13.12 , 1.715 ,   , 3FGL J0217.8+0143 
145 , 3FHL J0218.3+4230  , PSR J0218+4232  , psr  , 34.58784484863281 , 42.515380859375 , 6.42 , 4.184e-11 , 1.286e-11 , 3.972 , 1.128 , 0 , 0.000 ,   , 3FGL J0218.1+4233 
146 , 3FHL J0219.0+2445  , 87GB 021610.9+243205  , bll  , 34.766746520996094 , 24.750595092773438 , 6.84 , 3.942e-11 , 1.238e-11 , 1.568 , 0.613 , 15.8 , 0.000 ,   , 3FGL J0219.0+2440 
147 , 3FHL J0219.1-1723  , 1RXS J021905.8-172503  , bll  , 34.79247283935547 , -17.393901824951172 , 5.17 , 3.453e-11 , 1.276e-11 , 1.943 , 0.76 , 0 , 0.128 ,   , 2FGL J0219.1-1725 
148 , 3FHL J0221.1+3556  , B0218+357  , FSRQ  , 35.28500747680664 , 35.937957763671875 , 24.98 , 2.824e-10 , 3.110e-11 , 2.186 , 0.277 , 12.88 , 0.944 , S3 0218+35  , 3FGL J0221.1+3556 
149 , 3FHL J0221.4+2512  ,   ,   , 35.368202209472656 , 25.20880699157715 , 4.2 , 2.020e-11 , 9.048e-12 , 3.84 , 1.647 , 0 , 0.000 ,   , 3FGL J0221.2+2518 
150 , 3FHL J0222.6+4302  , 3C 66A  , BLL  , 35.666263580322266 , 43.03408432006836 , 71.18 , 1.533e-9 , 6.906e-11 , 1.913 , 0.113 , 14.93 , 0.000 , 3C 66A  , 3FGL J0222.6+4301 
151 , 3FHL J0222.9+6821  , NVSS J022304+682154  , bll  , 35.74848937988281 , 68.35164642333984 , 7.22 , 4.843e-11 , 1.250e-11 , 1.573 , 0.536 , 15.8 , 0.000 ,   , 3FGL J0223.3+6820 
152 , 3FHL J0223.0-1119  , 1RXS J022314.6-111741  , bll  , 35.76097106933594 , -11.32423210144043 , 6.21 , 3.991e-11 , 1.311e-11 , 3.011 , 0.937 , 15.6 , 0.000 ,   , 3FGL J0222.9-1117 
153 , 3FHL J0223.9-1850  ,   ,   , 35.99998474121094 , -18.83759880065918 , 4.91 , 2.709e-11 , 1.124e-11 , 1.998 , 0.9 , 0 , 0.000 ,   , 3FGL J0224.1-1846 
154 , 3FHL J0223.9-7941  , PMN J0223-7940  , bll  , 35.99575424194336 , -79.69538879394531 , 5.59 , 3.312e-11 , 1.153e-11 , 1.896 , 0.724 , 15.8 , 0.000 ,   , 3FGL J0224.1-7941 
155 , 3FHL J0226.7-4440  , RBS 0318  , bll  , 36.686241149902344 , -44.67848587036133 , 6.12 , 3.127e-11 , 1.089e-11 , 1.896 , 0.656 , 16.3 , 0.000 ,   , 3FGL J0226.5-4442 
156 , 3FHL J0227.3+0200  , RX J0227.2+0201  , bll  , 36.828086853027344 , 2.002652168273926 , 6.88 , 4.746e-11 , 1.496e-11 , 1.78 , 0.544 , 16.64 , 0.457 ,   , 3FGL J0227.2+0201 
157 , 3FHL J0228.0-3101  , PMN J0228-3102  , bcu  , 37.0230712890625 , -31.026853561401367 , 4.39 , 2.260e-11 , 1.039e-11 , 3.153 , 1.981 , 14.2 , 0.000 ,   , 3FGL J0228.7-3106 
158 , 3FHL J0228.2-5545  , PKS 0226-559  , fsrq  , 37.054569244384766 , -55.7511100769043 , 6.99 , 5.113e-11 , 1.429e-11 , 3.184 , 0.71 , 12.29 , 2.464 ,   , 3FGL J0228.3-5545 
159 , 3FHL J0231.0-5755  , PKS 0229-581  , bll  , 37.757530212402344 , -57.92658233642578 , 5.9 , 3.687e-11 , 1.166e-11 , 2.025 , 0.519 , 14.95 , 0.032 ,   , 3FGL J0230.6-5757 
160 , 3FHL J0232.8+2017  , 1ES 0229+200  , bll  , 38.2236213684082 , 20.29836082458496 , 7.63 , 4.857e-11 , 1.422e-11 , 1.54 , 0.409 , 15.43 , 0.139 , 1ES 0229+200  , 3FGL J0232.8+2016 
161 , 3FHL J0232.9+2609  , B2 0230+25  , bll  , 38.245906829833984 , 26.161325454711914 , 4.18 , 2.362e-11 , 1.059e-11 , 2.234 , 1.056 , 14.6 , 0.000 ,   , 3FGL J0232.9+2606 
162 , 3FHL J0233.0+3742  ,   ,   , 38.26246643066406 , 37.71564865112305 , 4.14 , 2.051e-11 , 9.072e-12 , 1.442 , 0.778 , 0 , 0.000 ,   ,  
163 , 3FHL J0233.5+0657  ,   ,   , 38.384178161621094 , 6.957550048828125 , 4.26 , 2.694e-11 , 1.160e-11 , 2.126 , 0.719 , 0 , 0.000 ,   , 3FGL J0232.6+0646 
164 , 3FHL J0233.9+8042  , 1RXS J023428.6+804341  , bcu  , 38.47708511352539 , 80.71429443359375 , 4.48 , 2.157e-11 , 8.438e-12 , 1.369 , 0.689 , 13.79 , 0.000 ,   ,  
165 , 3FHL J0235.5-2938  , SHBL J023536.6-293843  , bll  , 38.890830993652344 , -29.63821029663086 , 4.62 , 2.320e-11 , 1.042e-11 , 1.436 , 0.66 , 15.7 , 0.000 ,   ,  
166 , 3FHL J0236.8-6137  , PKS 0235-618  , fsrq  , 39.21036148071289 , -61.6283073425293 , 6.55 , 3.776e-11 , 1.151e-11 , 2.935 , 0.857 , 13.22 , 0.467 ,   , 3FGL J0236.7-6136 
167 , 3FHL J0237.6-3602  , RBS 0334  , bll  , 39.42362594604492 , -36.04976272583008 , 6.01 , 3.314e-11 , 1.194e-11 , 1.306 , 0.529 , 15.98 , 0.000 ,   , 3FGL J0237.5-3603 
168 , 3FHL J0237.8+2847  , 4C +28.07  , FSRQ  , 39.46239471435547 , 28.795642852783203 , 17.44 , 1.754e-10 , 2.533e-11 , 2.768 , 0.414 , 12.88 , 1.206 ,   , 3FGL J0237.9+2848 
169 , 3FHL J0238.4-3117  , 1RXS J023832.6-311658  , bll  , 39.617156982421875 , -31.28624153137207 , 15.8 , 1.229e-10 , 2.153e-11 , 1.885 , 0.277 , 16.16 , 0.233 ,   , 3FGL J0238.4-3117 
170 , 3FHL J0238.6+1637  , AO 0235+164  , BLL  , 39.67103576660156 , 16.627111434936523 , 24.3 , 3.338e-10 , 3.611e-11 , 2.441 , 0.305 , 13.02 , 0.94 ,   , 3FGL J0238.6+1636 
171 , 3FHL J0240.5+6113  , LS I +61 303  , HMB  , 40.138790130615234 , 61.224945068359375 , 32.18 , 5.368e-10 , 3.954e-11 , 3.238 , 0.196 , 0 , 0.000 , LS I +61 303  , 3FGL J0240.5+6113 
172 , 3FHL J0241.0-3037  , NVSS J024115-304140  , bcu  , 40.26095199584961 , -30.627294540405273 , 4.12 , 2.704e-11 , 1.107e-11 , 3.038 , 0.735 , 15.82 , 0.000 ,   ,  
173 , 3FHL J0241.3+6543  , TXS 0237+655  , bcu  , 40.33402633666992 , 65.72014617919922 , 11.72 , 9.896e-11 , 1.757e-11 , 1.878 , 0.412 , 15.5 , 0.000 ,   , 3FGL J0241.3+6542 
174 , 3FHL J0242.7-0002  , NGC 1068  , sbg  , 40.67588806152344 , -0.04313698038458824 , 5.35 , 3.209e-11 , 1.233e-11 , 3.27 , 1.148 , 0 , 0.003 ,   , 3FGL J0242.7-0001 
175 , 3FHL J0243.3+1915  ,   ,   , 40.848697662353516 , 19.26276397705078 , 4.1 , 2.214e-11 , 1.001e-11 , 2.201 , 1.3 , 0 , 0.000 ,   ,  
176 , 3FHL J0243.7+7121  , S5 0238+711  , bll  , 40.944583892822266 , 71.35042572021484 , 4.15 , 2.769e-11 , 9.941e-12 , 1.443 , 0.602 , 14.35 , 0.000 ,   , 3FGL J0243.5+7119 
177 , 3FHL J0244.4-5819  , RBS 0351  , bll  , 41.123146057128906 , -58.32730484008789 , 11.09 , 7.699e-11 , 1.656e-11 , 1.398 , 0.355 , 16.7 , 0.265 ,   , 3FGL J0244.8-5818 
178 , 3FHL J0246.1-4650  , PKS 0244-470  , fsrq  , 41.53620529174805 , -46.84728240966797 , 8.38 , 5.239e-11 , 1.415e-11 , 2.815 , 0.784 , 13.12 , 1.385 ,   , 3FGL J0245.9-4651 
179 , 3FHL J0248.6+5132  ,   ,   , 42.165000915527344 , 51.54551315307617 , 13.11 , 1.113e-10 , 1.917e-11 , 2.798 , 0.62 , 0 , 0.000 ,   , 3FGL J0248.4+5130 
180 , 3FHL J0249.7+8434  , NVSS J024948+843556  , bcu  , 42.44232940673828 , 84.58157348632812 , 5.81 , 2.690e-11 , 8.768e-12 , 3.536 , 1.476 , 13.74 , 0.000 ,   , 3FGL J0249.1+8438 
181 , 3FHL J0250.5+1712  , NVSS J025037+171209  , bll  , 42.64820098876953 , 17.214616775512695 , 8.55 , 6.623e-11 , 1.700e-11 , 1.755 , 0.411 , 16.08 , 0.612 ,   , 3FGL J0250.6+1713 
182 , 3FHL J0250.7+5631  , NVSS J025047+562935  , bcu  , 42.69141387939453 , 56.52907180786133 , 6.38 , 4.825e-11 , 1.310e-11 , 2.567 , 0.578 , 16.14 , 0.000 ,   , 3FGL J0250.6+5630 
183 , 3FHL J0251.2-1830  ,   ,   , 42.8046989440918 , -18.508222579956055 , 5.74 , 3.463e-11 , 1.249e-11 , 1.999 , 0.77 , 0 , 0.000 ,   , 3FGL J0251.1-1829 
184 , 3FHL J0252.8-2218  , PKS 0250-225  , fsrq  , 43.208045959472656 , -22.31551742553711 , 13.03 , 1.089e-10 , 2.108e-11 , 2.805 , 0.664 , 12.86 , 1.419 ,   , 3FGL J0252.8-2218 
185 , 3FHL J0253.2-0126  , FBQS J0253-0124  , bll  , 43.31591033935547 , -1.434173822402954 , 4.57 , 2.529e-11 , 1.068e-11 , 1.88 , 0.729 , 14.75 , 0.000 ,   , 3FGL J0253.0-0125 
186 , 3FHL J0253.5+3216  , MG3 J025334+3217  , fsrq  , 43.376468658447266 , 32.27465057373047 , 5.98 , 4.023e-11 , 1.266e-11 , 3.84 , 0.703 , 12.8 , 0.000 ,   , 3FGL J0253.5+3216 
187 , 3FHL J0256.4+0334  , PKS B0253+033  , bll  , 44.100738525390625 , 3.5735950469970703 , 6.56 , 4.341e-11 , 1.451e-11 , 3.169 , 0.659 , 15.62 , 0.4 ,   , 3FGL J0256.3+0335 
188 , 3FHL J0258.9+0554  ,   ,   , 44.725128173828125 , 5.9028191566467285 , 4.69 , 3.078e-11 , 1.219e-11 , 3.609 , 1.477 , 0 , 0.000 ,   , 3FGL J0258.9+0552 
189 , 3FHL J0259.4+0747  , PKS 0256+075  , fsrq  , 44.85846710205078 , 7.7850565910339355 , 10.84 , 9.738e-11 , 2.054e-11 , 1.987 , 0.53 , 13.37 , 0.893 ,   , 3FGL J0259.5+0746 
190 , 3FHL J0259.5+5453  , GB6 J0259+5451  , bcu  , 44.881996154785156 , 54.89622116088867 , 5.15 , 3.926e-11 , 1.221e-11 , 2.263 , 0.957 , 0 , 0.000 ,   ,  
191 , 3FHL J0301.4-5618  ,   ,   , 45.363468170166016 , -56.31416702270508 , 4.09 , 1.995e-11 , 8.977e-12 , 2.545 , 1.263 , 0 , 0.000 ,   ,  
192 , 3FHL J0302.6+3354  ,   ,   , 45.65313720703125 , 33.905216217041016 , 4.45 , 2.372e-11 , 9.958e-12 , 2.097 , 1.024 , 0 , 0.000 ,   ,  
193 , 3FHL J0303.4-2407  , PKS 0301-243  , BLL  , 45.859493255615234 , -24.124958038330078 , 39.43 , 6.378e-10 , 4.906e-11 , 1.95 , 0.155 , 15.31 , 0.266 , PKS 0301-243  , 3FGL J0303.4-2407 
194 , 3FHL J0303.5+4716  , 4C +47.08  , bll  , 45.88968276977539 , 47.27064514160156 , 12.95 , 1.078e-10 , 1.909e-11 , 2.131 , 0.432 , 14 , 0.000 ,   , 3FGL J0303.6+4716 
195 , 3FHL J0304.3-2833  , RBS 0385  , bll  , 46.077056884765625 , -28.55622673034668 , 4.3 , 2.872e-11 , 1.189e-11 , 2.169 , 0.957 , 1 , 0.000 ,   , 3FGL J0304.3-2836 
196 , 3FHL J0304.5-0055  , FBQS J0304-0054  , bll  , 46.13542175292969 , -0.9178299903869629 , 4.82 , 2.679e-11 , 1.150e-11 , 1.758 , 0.676 , 15.3 , 0.511 ,   , 2FHL J0304.5-0054 
197 , 3FHL J0305.2-1609  , PKS 0302-16  , bcu  , 46.30303192138672 , -16.16226577758789 , 6.07 , 4.735e-11 , 1.487e-11 , 2.182 , 0.707 , 15.57 , 0.000 ,   , 3FGL J0305.2-1607 
198 , 3FHL J0307.4+4916  , NVSS J030727+491510  , bll  , 46.85774230957031 , 49.26884460449219 , 14.94 , 1.385e-10 , 2.164e-11 , 2.47 , 0.405 , 0 , 0.000 ,   , 3FGL J0307.3+4916 
199 , 3FHL J0308.4+0408  , NGC 1218  , rdg  , 47.119468688964844 , 4.133602142333984 , 7.48 , 5.406e-11 , 1.577e-11 , 2.039 , 0.723 , 14.77 , 0.029 ,   , 3FGL J0308.6+0408 
200 , 3FHL J0309.0+1029  , PKS 0306+102  , fsrq  , 47.253074645996094 , 10.496502876281738 , 6.8 , 5.864e-11 , 1.669e-11 , 3.19 , 0.862 , 12.86 , 0.863 ,   , 3FGL J0309.0+1029 
201 , 3FHL J0310.0-6058  , PKS 0308-611  , fsrq  , 47.5079460144043 , -60.97488784790039 , 6.66 , 3.648e-11 , 1.127e-11 , 3.86 , 1.147 , 12.56 , 1.479 ,   , 3FGL J0309.9-6057 
202 , 3FHL J0310.6-5017  , 1RXS J031036.0-501615  , bll  , 47.660125732421875 , -50.29806900024414 , 11.75 , 8.134e-11 , 1.729e-11 , 2.426 , 0.534 , 16.25 , 0.000 ,   , 3FGL J0310.4-5015 
203 , 3FHL J0312.5-2221  , NVSS J031235-222118  , bll  , 48.140628814697266 , -22.35577964782715 , 8.51 , 5.018e-11 , 1.449e-11 , 2.829 , 0.932 , 0 , 0.000 ,   , 3FGL J0312.7-2222 
204 , 3FHL J0312.7+2013  ,   ,   , 48.19645690917969 , 20.217784881591797 , 4.72 , 2.638e-11 , 1.068e-11 , 1.465 , 0.655 , 0 , 0.000 ,   , 3FGL J0312.7+2011 
205 , 3FHL J0312.8+3614  , V Zw 326  , bll  , 48.22045135498047 , 36.2451057434082 , 6.1 , 3.285e-11 , 1.128e-11 , 1.644 , 0.464 , 15.8 , 0.071 ,   , 3FGL J0312.7+3613 
206 , 3FHL J0314.3+0620  , NVSS J031423+061955  , bll  , 48.58072280883789 , 6.34342622756958 , 5.91 , 3.340e-11 , 1.283e-11 , 1.478 , 0.779 , 16.03 , 0.000 ,   ,  
207 , 3FHL J0314.3-5103  , PMN J0314-5104  , bll  , 48.58338165283203 , -51.05305480957031 , 7.86 , 4.814e-11 , 1.360e-11 , 2.891 , 0.744 , 13.94 , 0.000 ,   , 3FGL J0314.3-5103 
208 , 3FHL J0316.2+0905  , GB6 J0316+0904  , bll  , 49.05522537231445 , 9.090119361877441 , 18.31 , 2.219e-10 , 3.024e-11 , 1.993 , 0.298 , 14.77 , 0.372 ,   , 3FGL J0316.1+0904 
209 , 3FHL J0316.2-6439  , SUMSS J031614-643732  , bll  , 49.06119155883789 , -64.65652465820312 , 10.08 , 6.364e-11 , 1.467e-11 , 1.735 , 0.39 , 16.08 , 0.000 ,   , 3FGL J0316.2-6436 
210 , 3FHL J0316.5-2610  ,   ,   , 49.132057189941406 , -26.167448043823242 , 7.02 , 5.133e-11 , 1.502e-11 , 2.22 , 0.672 , 15.98 , 0.000 ,   , 3FGL J0316.1-2611 
211 , 3FHL J0316.6+4120  , IC 310  , RDG  , 49.17386245727539 , 41.33482360839844 , 8.08 , 4.271e-11 , 1.264e-11 , 1.733 , 0.261 , 1 , 0.019 , IC 310  , 3FGL J0316.6+4119 
212 , 3FHL J0318.8+2135  , MG3 J031849+2135  , bll  , 49.705745697021484 , 21.59923553466797 , 9.27 , 7.771e-11 , 1.818e-11 , 2.07 , 0.5 , 14.58 , 0.000 ,   , 3FGL J0318.7+2134 
213 , 3FHL J0319.2-7045  ,   ,   , 49.8222770690918 , -70.75257873535156 , 4.17 , 2.331e-11 , 9.751e-12 , 3.55 , 0.964 , 0 , 0.000 ,   ,  
214 , 3FHL J0319.8+1845  , RBS 0413  , bll  , 49.97055435180664 , 18.7540225982666 , 11.68 , 1.069e-10 , 2.109e-11 , 2.01 , 0.271 , 16.91 , 0.19 , RBS 0413  , 3FGL J0319.8+1847 
215 , 3FHL J0319.8+4130  , NGC 1275  , RDG  , 49.95999526977539 , 41.51228332519531 , 65.14 , 1.417e-9 , 6.666e-11 , 2.709 , 0.138 , 13.56 , 0.018 , NGC 1275  , 3FGL J0319.8+4130 
216 , 3FHL J0322.0+2336  , MG3 J032201+2336  , bll  , 50.510921478271484 , 23.603988647460938 , 15.97 , 1.452e-10 , 2.340e-11 , 1.71 , 0.321 , 15.76 , 0.000 ,   , 3FGL J0322.0+2335 
217 , 3FHL J0322.6-3712e , Fornax A  , RDG  , 50.66999816894531 , -37.209999084472656 , 4.23 , 4.839e-11 , 1.557e-11 , 1.591 , 0.619 , 1 , 0.000 ,   , 3FGL J0322.5-3721 
218 , 3FHL J0323.6-0109  , 1RXS J032342.6-011131  , bll  , 50.921043395996094 , -1.1654280424118042 , 8.52 , 7.348e-11 , 1.797e-11 , 1.912 , 0.568 , 14.64 , 0.000 ,   , 3FGL J0323.6-0109 
219 , 3FHL J0325.4-5635  , 1RXS J032521.8-563543  , bll  , 51.3641357421875 , -56.59333419799805 , 9.35 , 5.323e-11 , 1.364e-11 , 2.13 , 0.475 , 16.14 , 0.0602 ,   , 3FGL J0325.2-5634 
220 , 3FHL J0325.6-1646  , RBS 0421  , bll  , 51.41942596435547 , -16.773330688476562 , 16.28 , 1.620e-10 , 2.528e-11 , 1.565 , 0.307 , 15.53 , 0.291 ,   , 3FGL J0325.6-1648 
221 , 3FHL J0326.3+0226  , 1H 0323+022  , bll  , 51.586097717285156 , 2.4333913326263428 , 11.09 , 1.044e-10 , 2.155e-11 , 2.297 , 0.406 , 15.86 , 0.147 ,   , 3FGL J0326.2+0225 
222 , 3FHL J0327.6+2619  ,   ,   , 51.919315338134766 , 26.33030128479004 , 4.41 , 2.578e-11 , 1.034e-11 , 3.219 , 1.303 , 0 , 0.000 ,   ,  
223 , 3FHL J0329.2-5714  , 1RXS J032852.3-571552  , bll  , 52.305992126464844 , -57.236534118652344 , 4.47 , 2.836e-11 , 1.076e-11 , 2.21 , 1.044 , 0 , 0.000 ,   ,  
224 , 3FHL J0331.3-6157  , PMN J0331-6155  , bll  , 52.84672164916992 , -61.95704650878906 , 7.67 , 3.898e-11 , 1.154e-11 , 2.314 , 0.499 , 15.5 , 0.000 ,   , 3FGL J0331.3-6155 
225 , 3FHL J0331.9+6307  , GB6 J0331+6307  , bll  , 52.982940673828125 , 63.119972229003906 , 8.85 , 7.818e-11 , 1.610e-11 , 1.699 , 0.402 , 14.15 , 0.000 ,   , 3FGL J0332.0+6308 
226 , 3FHL J0333.7+2916  , TXS 0330+291  , bll  , 53.438201904296875 , 29.26993179321289 , 13.83 , 1.250e-10 , 2.137e-11 , 2.5 , 0.394 , 15.15 , 0.000 ,   , 3FGL J0333.6+2916 
227 , 3FHL J0333.8+7849  , NVSS J033344+785027  , bll  , 53.46925354003906 , 78.82921600341797 , 10.49 , 5.686e-11 , 1.244e-11 , 2.152 , 0.61 , 14.82 , 0.4 ,   , 3FGL J0333.4+7853 
228 , 3FHL J0333.9+6537  , TXS 0329+654  , bll  , 53.47874450683594 , 65.62330627441406 , 12.84 , 1.109e-10 , 1.821e-11 , 1.991 , 0.378 , 15.2 , 0.000 ,   , 3FGL J0333.9+6538 
229 , 3FHL J0334.2-3726  , PMN J0334-3725  , bll  , 53.56949234008789 , -37.4443359375 , 19.1 , 1.953e-10 , 2.699e-11 , 2.341 , 0.361 , 14.22 , 0.000 ,   , 3FGL J0334.3-3726 
230 , 3FHL J0334.2-4008  , PKS 0332-403  , bll  , 53.55223083496094 , -40.14645767211914 , 16.6 , 1.515e-10 , 2.398e-11 , 3.043 , 0.51 , 13.04 , 1.445 ,   , 3FGL J0334.3-4008 
231 , 3FHL J0334.3+3920  , 4C +39.12  , rdg  , 53.5911750793457 , 39.33843231201172 , 4.93 , 3.037e-11 , 1.099e-11 , 1.742 , 0.45 , 1 , 0.0206 ,   , 3FGL J0334.2+3915 
232 , 3FHL J0335.1-4459  , 1RXS J033514.5-445929  , bll  , 53.782711029052734 , -44.9875602722168 , 10.04 , 7.016e-11 , 1.601e-11 , 1.86 , 0.578 , 15.26 , 0.000 ,   , 3FGL J0335.3-4459 
233 , 3FHL J0336.4-0348  , 1RXS J033623.3-034727  , bll  , 54.12174606323242 , -3.800286293029785 , 4.5 , 2.295e-11 , 1.086e-11 , 1.28 , 0.703 , 0 , 0.159 ,   ,  
234 , 3FHL J0338.1-2443  , 1RXS J033810.1-244337  , bll  , 54.539764404296875 , -24.730146408081055 , 5.55 , 3.041e-11 , 1.180e-11 , 1.146 , 0.695 , 14.49 , 0.251 ,   , 3FGL J0338.1-2443 
235 , 3FHL J0338.5+1302  , RX J0338.4+1302  , bll  , 54.63136672973633 , 13.040000915527344 , 16.43 , 1.879e-10 , 2.791e-11 , 1.855 , 0.368 , 15.65 , 0.000 ,   , 3FGL J0338.5+1303 
236 , 3FHL J0338.9-2848  , NVSS J033859-284619  , bcu  , 54.7437858581543 , -28.804349899291992 , 7.57 , 5.946e-11 , 1.624e-11 , 1.666 , 0.571 , 0 , 0.000 ,   ,  
