id , Source name , Counterpart name , Class , RA (J2000.0) , Dec (J2000.0) , Significance , Flux 10-2000 GeV (ph/cm2/s) , Flux 10-2000 GeV Error , Spectral Index , Spectral Index Error , Log Nu peak (Hz) , Redshift , TeV Cat , Prev. Fermi Assoc.
282 , 3FHL J0428.6-3756  , PKS 0426-380  , bll  , 67.16938018798828 , -37.941104888916016 , 56.08 , 1.109e-9 , 6.223e-11 , 2.173 , 0.197 , 12.83 , 1.11 ,   , 3FGL J0428.6-3756 
283 , 3FHL J0429.7+2845  , MG2 J042948+2843  , bcu  , 67.43977355957031 , 28.759550094604492 , 5.79 , 5.516e-11 , 1.640e-11 , 3.031 , 0.907 , 14.28 , 0.000 ,   , 3FGL J0429.8+2843 
284 , 3FHL J0429.9-3100  , SUMSS J042958-305932  , bcu  , 67.4759521484375 , -31.006689071655273 , 4.1 , 2.431e-11 , 1.047e-11 , 1.89 , 1.002 , 0 , 0.000 ,   , 3FGL J0430.1-3103 
285 , 3FHL J0430.2-2507  , PMN J0430-2507  , bll  , 67.56745910644531 , -25.125600814819336 , 5.71 , 3.704e-11 , 1.365e-11 , 2.861 , 1.245 , 14.3 , 0.516 ,   , 3FGL J0430.2-2508 
286 , 3FHL J0430.3+1655  , MG1 J043022+1655  , bcu  , 67.59639739990234 , 16.92855453491211 , 4.3 , 3.553e-11 , 1.326e-11 , 2.718 , 0.946 , 14.72 , 0.000 ,   , 3FGL J0430.5+1655 
287 , 3FHL J0431.8+7403  , GB6 J0431+7403  , bcu  , 67.97434997558594 , 74.05474853515625 , 12.3 , 7.782e-11 , 1.440e-11 , 3.343 , 0.453 , 15.62 , 0.000 ,   , 3FGL J0431.6+7403 
288 , 3FHL J0433.1+3227  , NVSS J043307+322840  , bll  , 68.28842163085938 , 32.456626892089844 , 7.75 , 5.489e-11 , 1.480e-11 , 1.69 , 0.492 , 16.08 , 0.000 ,   , 3FGL J0433.1+3228 
289 , 3FHL J0433.6+2905  , MG2 J043337+2905  , bll  , 68.41180419921875 , 29.09636688232422 , 19.41 , 2.354e-10 , 2.991e-11 , 2.143 , 0.317 , 13.11 , 0.97 ,   , 3FGL J0433.6+2905 
290 , 3FHL J0433.7-5725  , SUMSS J043344-572613  , bcu  , 68.44945526123047 , -57.41896057128906 , 7.03 , 4.193e-11 , 1.201e-11 , 3.473 , 0.908 , 1 , 0.000 ,   , 3FGL J0434.0-5726 
291 , 3FHL J0434.7+0921  , TXS 0431+092  , bcu  , 68.68212127685547 , 9.360918998718262 , 9.84 , 8.981e-11 , 1.969e-11 , 2.055 , 0.441 , 14.65 , 0.000 ,   , 3FGL J0434.6+0921 
292 , 3FHL J0438.0-7328  ,   ,   , 69.51932525634766 , -73.47386169433594 , 7.49 , 4.518e-11 , 1.249e-11 , 1.505 , 0.54 , 0 , 0.000 ,   , 3FGL J0437.7-7330 
293 , 3FHL J0438.8-4520  , PKS 0437-454  , bll  , 69.712646484375 , -45.34682083129883 , 4.35 , 2.071e-11 , 9.050e-12 , 3.682 , 1.328 , 12.73 , 2.017 ,   , 3FGL J0438.8-4519 
294 , 3FHL J0439.5-3200  , 1RXS J043931.4-320045  , bcu  , 69.88304138183594 , -32.002838134765625 , 6.45 , 4.446e-11 , 1.398e-11 , 1.558 , 0.583 , 15.31 , 0.000 ,   , 3FGL J0439.6-3159 
295 , 3FHL J0439.8-1900  , PMN J0439-1900  , bll  , 69.96574401855469 , -19.004764556884766 , 6.39 , 3.978e-11 , 1.317e-11 , 2.217 , 0.741 , 15.06 , 0.000 ,   , 3FGL J0439.9-1859 
296 , 3FHL J0440.3-2457  , RBS 0570  , bll  , 70.08362579345703 , -24.964330673217773 , 6.6 , 4.145e-11 , 1.353e-11 , 2.209 , 0.578 , 16.64 , 0.6 ,   , 3FGL J0440.3-2500 
297 , 3FHL J0440.8+2749  , B2 0437+27B  , bll  , 70.21154022216797 , 27.824810028076172 , 8.92 , 8.476e-11 , 1.906e-11 , 3.114 , 0.712 , 14.3 , 0.000 ,   , 3FGL J0440.8+2751 
298 , 3FHL J0441.6+1504  , SHBL J044127.4+150456  , bcu  , 70.4053955078125 , 15.077877044677734 , 4.65 , 3.885e-11 , 1.348e-11 , 1.828 , 0.749 , 0 , 0.000 ,   ,  
299 , 3FHL J0442.6+6142  , GB6 J0442+6140  , bcu  , 70.66468811035156 , 61.70700454711914 , 8.29 , 4.580e-11 , 1.190e-11 , 1.9 , 0.465 , 15.95 , 0.000 ,   , 2FHL J0442.6+6141 
300 , 3FHL J0442.7-0018  , PKS 0440-00  , fsrq  , 70.6788558959961 , -0.3153168559074402 , 6.38 , 4.808e-11 , 1.481e-11 , 3.119 , 0.775 , 1 , 0.449 ,   , 3FGL J0442.6-0017 
301 , 3FHL J0445.0-6012  , PMN J0444-6014  , fsrq  , 71.25724029541016 , -60.214263916015625 , 5.31 , 3.067e-11 , 1.078e-11 , 2.002 , 0.938 , 1 , 0.097 ,   , 3FGL J0444.6-6012 
302 , 3FHL J0448.7-1632  , RBS 0589  , bll  , 72.18295288085938 , -16.541872024536133 , 12.28 , 1.053e-10 , 2.095e-11 , 3.067 , 0.466 , 16.08 , 0.000 ,   , 3FGL J0448.6-1632 
303 , 3FHL J0449.4-4350  , PKS 0447-439  , bll  , 72.36156463623047 , -43.833763122558594 , 59.84 , 1.273e-9 , 6.569e-11 , 2.006 , 0.104 , 15.59 , 0.205 , PKS 0447-439  , 3FGL J0449.4-4350 
304 , 3FHL J0451.9+5720  , NVSS J045148+572139  , bcu  , 72.99082946777344 , 57.3452262878418 , 5.44 , 3.125e-11 , 1.045e-11 , 2.025 , 0.725 , 0 , 0.000 ,   , 3FGL J0451.7+5722 
305 , 3FHL J0453.2+6322  , NVSS J045312+632117  , bll  , 73.31966400146484 , 63.368003845214844 , 7.68 , 4.200e-11 , 1.154e-11 , 1.593 , 0.595 , 1 , 0.000 ,   , 3FGL J0453.2+6321 
306 , 3FHL J0455.8-4616  , PKS 0454-46  , fsrq  , 73.96746826171875 , -46.2718505859375 , 4.64 , 1.983e-11 , 8.647e-12 , 4.539 , 1.681 , 12.49 , 0.858 ,   , 3FGL J0455.7-4617 
307 , 3FHL J0457.0-2324  , PKS 0454-234  , FSRQ  , 74.25730895996094 , -23.411462783813477 , 36.97 , 6.129e-10 , 4.801e-11 , 2.812 , 0.259 , 12.86 , 1.003 ,   , 3FGL J0457.0-2324 
308 , 3FHL J0458.0+1151  , NVSS J045804+115142  , bcu  , 74.52253723144531 , 11.86181354522705 , 4.89 , 2.949e-11 , 1.205e-11 , 1.426 , 0.877 , 0 , 0.000 ,   ,  
309 , 3FHL J0459.3+1921  ,   ,   , 74.84681701660156 , 19.360004425048828 , 4.08 , 2.692e-11 , 1.113e-11 , 2.743 , 0.995 , 0 , 0.000 ,   ,  
310 , 3FHL J0500.3+5238  , GB6 J0500+5238  , bcu  , 75.08698272705078 , 52.63786697387695 , 10.51 , 7.434e-11 , 1.525e-11 , 1.907 , 0.36 , 0 , 0.000 ,   , 3FGL J0500.3+5237 
311 , 3FHL J0500.6+1903  ,   ,   , 75.17035675048828 , 19.065902709960938 , 4.47 , 3.562e-11 , 1.277e-11 , 3.293 , 1.095 , 0 , 0.000 ,   ,  
312 , 3FHL J0500.7-4911  , SUMSS J050038-491214  , bll  , 75.17811584472656 , -49.195926666259766 , 5.41 , 2.961e-11 , 1.088e-11 , 2.209 , 0.448 , 0 , 0.000 ,   ,  
313 , 3FHL J0500.9-6945e , LMC  , unknown , 75.25 , -69.75 , 6.71 , 1.734e-10 , 3.181e-11 , 1.805 , 0.211 , 0 , 0.000 ,   , 3FGL J0456.2-6924 
314 , 3FHL J0501.0+2425  ,   ,   , 75.25724792480469 , 24.423498153686523 , 4.77 , 3.015e-11 , 1.150e-11 , 1.855 , 0.793 , 0 , 0.000 ,   ,  
315 , 3FHL J0501.2-0159  , S3 0458-02  , fsrq  , 75.32103729248047 , -1.9908288717269897 , 7.66 , 6.061e-11 , 1.661e-11 , 3.353 , 0.891 , 13.01 , 2.291 ,   , 3FGL J0501.2-0157 
316 , 3FHL J0501.6+3047  , 1RXS J050140.8+304831  , bcu  , 75.4139404296875 , 30.795534133911133 , 5.25 , 3.994e-11 , 1.360e-11 , 2.464 , 0.743 , 16.1 , 0.000 ,   , 3FGL J0501.8+3046 
317 , 3FHL J0502.5+3438  , MG2 J050234+3436  , bcu  , 75.64839935302734 , 34.64855194091797 , 4.08 , 3.171e-11 , 1.189e-11 , 5.128 , 1.734 , 1 , 0.000 ,   , 3FGL J0502.7+3438 
318 , 3FHL J0503.5-1114  , SHBL J050335.3-111507  , bll  , 75.8868179321289 , -11.246214866638184 , 4.35 , 2.508e-11 , 1.061e-11 , 1.26 , 0.684 , 0 , 0.000 ,   ,  
319 , 3FHL J0503.6+4518  , 1RXS J050339.8+451715  , bcu  , 75.91868591308594 , 45.31600570678711 , 7.77 , 6.718e-11 , 1.721e-11 , 1.574 , 0.445 , 15.65 , 0.000 ,   , 3FGL J0503.4+4522 
320 , 3FHL J0505.4+0458  , PKS 0502+049  , fsrq  , 76.36225891113281 , 4.97926139831543 , 10.63 , 9.334e-11 , 2.040e-11 , 3.67 , 0.798 , 13.18 , 0.954 ,   , 3FGL J0505.3+0459 
321 , 3FHL J0505.5+0415  , MG1 J050533+0415  , bll  , 76.39313507080078 , 4.255475044250488 , 10.44 , 8.338e-11 , 1.890e-11 , 2.179 , 0.521 , 15.81 , 0.424 ,   , 3FGL J0505.5+0416 
322 , 3FHL J0505.5-1558  , TXS 0503-160  , bll  , 76.38621520996094 , -15.97004222869873 , 5.31 , 3.333e-11 , 1.187e-11 , 2.28 , 0.91 , 13.98 , 0.000 ,   , 3FGL J0505.5-1558 
323 , 3FHL J0506.0+6113  , NVSS J050558+611336  , bll  , 76.5032958984375 , 61.223236083984375 , 8.25 , 5.183e-11 , 1.291e-11 , 1.507 , 0.415 , 15.81 , 0.000 ,   , 3FGL J0505.9+6114 
324 , 3FHL J0506.7-0858  , 1WGA J0506.6-0857  , bll  , 76.6874771118164 , -8.979496002197266 , 5.7 , 4.455e-11 , 1.437e-11 , 2.383 , 0.913 , 0 , 0.000 ,   , 3FGL J0507.5-0906 
325 , 3FHL J0506.9+0323  ,   ,   , 76.72785949707031 , 3.394984245300293 , 6.2 , 4.117e-11 , 1.378e-11 , 1.633 , 0.603 , 0 , 0.000 ,   , 3FGL J0506.9+0321 
326 , 3FHL J0506.9-5434  , 1ES 0505-546  , bll  , 76.73980712890625 , -54.58201599121094 , 15.16 , 1.178e-10 , 2.018e-11 , 1.824 , 0.356 , 16.14 , 0.000 ,   , 3FGL J0506.9-5435 
327 , 3FHL J0507.4-3347  , 1RXS J050727.6-334628  , bcu  , 76.86030578613281 , -33.78902053833008 , 6.44 , 3.792e-11 , 1.213e-11 , 2.021 , 0.586 , 0 , 0.000 ,   ,  
328 , 3FHL J0508.0+6737  , 1ES 0502+675  , bll  , 77.00138092041016 , 67.61969757080078 , 42.97 , 4.983e-10 , 3.509e-11 , 1.612 , 0.096 , 17.63 , 0.416 , 1ES 0502+675  , 3FGL J0508.0+6736 
329 , 3FHL J0509.4+0542  , TXS 0506+056  , bll  , 77.3636245727539 , 5.706592082977295 , 27.17 , 4.007e-10 , 3.966e-11 , 2.162 , 0.212 , 14.22 , 0.000 ,   , 3FGL J0509.4+0541 
330 , 3FHL J0509.9-6418  , RBS 0625  , bcu  , 77.49272918701172 , -64.30178833007812 , 9.07 , 5.740e-11 , 1.396e-11 , 2.114 , 0.432 , 1 , 0.000 ,   , 3FGL J0509.7-6418 
331 , 3FHL J0510.0+1800  , PKS 0507+17  , fsrq  , 77.52108764648438 , 18.00872230529785 , 15.69 , 1.688e-10 , 2.589e-11 , 2.945 , 0.485 , 12.97 , 0.416 ,   , 3FGL J0510.0+1802 
332 , 3FHL J0515.8+1528  , GB6 J0515+1527  , bll  , 78.95477294921875 , 15.467026710510254 , 15.78 , 1.708e-10 , 2.633e-11 , 1.841 , 0.357 , 13.82 , 0.000 ,   , 3FGL J0515.8+1526 
333 , 3FHL J0516.3+7350  , GB6 J0516+7350  , bll  , 79.0910415649414 , 73.84996032714844 , 8.53 , 4.613e-11 , 1.163e-11 , 1.9 , 0.439 , 15.92 , 0.251 ,   , 3FGL J0516.3+7351 
334 , 3FHL J0516.7-6207  , PKS 0516-621  , bll  , 79.1757583618164 , -62.12593078613281 , 14.48 , 1.121e-10 , 1.907e-11 , 2.305 , 0.472 , 13.11 , 1.3 ,   , 3FGL J0516.7-6207 
335 , 3FHL J0521.6+0104  , NVSS J052140+010257  , bll  , 80.40988159179688 , 1.0667284727096558 , 5.93 , 3.410e-11 , 1.182e-11 , 1.978 , 0.875 , 13.56 , 0.000 ,   , 3FGL J0521.7+0103 
336 , 3FHL J0521.7+2112  , TXS 0518+211  , bll  , 80.44171905517578 , 21.213363647460938 , 54.11 , 1.237e-9 , 6.633e-11 , 1.753 , 0.126 , 14.34 , 0.108 , VER J0521+211  , 3FGL J0521.7+2113 
337 , 3FHL J0523.0-3627  , PKS 0521-36  , bcu  , 80.7533950805664 , -36.457454681396484 , 13.91 , 1.170e-10 , 2.095e-11 , 2.873 , 0.366 , 13.58 , 0.056 ,   , 3FGL J0522.9-3628 
338 , 3FHL J0524.5+2838  , NVSS J052429+283918  , bcu  , 81.13713073730469 , 28.639719009399414 , 6.87 , 5.359e-11 , 1.498e-11 , 1.536 , 0.585 , 0 , 1.5 ,   , 3FGL J0524.4+2839 
339 , 3FHL J0525.6-6013  , SUMSS J052542-601341  , bcu  , 81.41252136230469 , -60.23002624511719 , 12.04 , 7.862e-11 , 1.610e-11 , 1.551 , 0.409 , 1 , 0.000 ,   , 3FGL J0525.6-6013 
340 , 3FHL J0526.0-0050  , NVSS J052554-005140  , bll  , 81.50122833251953 , -0.8494899272918701 , 4.79 , 3.560e-11 , 1.378e-11 , 3.241 , 1.424 , 14.23 , 1.2 ,   ,  
341 , 3FHL J0526.1-4830  , PKS 0524-485  , fsrq  , 81.5419921875 , -48.50278091430664 , 8.75 , 5.834e-11 , 1.539e-11 , 2.662 , 0.774 , 12.52 , 1.3 ,   , 3FGL J0526.2-4829 
342 , 3FHL J0527.5+6648  ,   ,   , 81.89252471923828 , 66.80335998535156 , 5 , 2.180e-11 , 8.181e-12 , 2.708 , 1.326 , 0 , 0.000 ,   , 3FGL J0527.3+6647 
343 , 3FHL J0528.4+3851  ,   ,   , 82.12196350097656 , 38.86048126220703 , 4.37 , 2.819e-11 , 1.083e-11 , 1.275 , 0.656 , 0 , 0.000 ,   , 1FGL J0528.4+3838 
344 , 3FHL J0528.6-5920  , 1RXS J052846.9-592000  , bll  , 82.16189575195312 , -59.34861755371094 , 6.28 , 3.857e-11 , 1.219e-11 , 2.707 , 1.029 , 15.25 , 1.13 ,   , 3FGL J0529.2-5917 
345 , 3FHL J0529.2+0935  , GB6 J0529+0934  , bcu  , 82.31018829345703 , 9.587921142578125 , 5.59 , 4.952e-11 , 1.606e-11 , 2.11 , 0.779 , 16.46 , 0.000 ,   , 3FGL J0529.1+0933 
346 , 3FHL J0530.0-6900e , LMC  , unknown , 82.5 , -69 , 14.91 , 4.274e-10 , 4.311e-11 , 2.381 , 0.248 , 0 , 0.000 ,   , 3FGL J0526.6-6825e
347 , 3FHL J0531.8-6639e , LMC  , unknown , 82.97000122070312 , -66.6500015258789 , 9.61 , 2.098e-10 , 3.075e-11 , 1.957 , 0.204 , 0 , 0.000 ,   , 2FGL J0533.3-6651 
348 , 3FHL J0531.9-4827  , PMN J0531-4827  , BLL  , 82.99153900146484 , -48.464500427246094 , 23.57 , 2.606e-10 , 2.989e-11 , 2.731 , 0.393 , 13.11 , 0.000 ,   , 3FGL J0532.0-4827 
349 , 3FHL J0532.7+0732  , OG 050  , FSRQ  , 83.1844482421875 , 7.536998271942139 , 12.97 , 1.365e-10 , 2.415e-11 , 2.739 , 0.495 , 12.56 , 1.254 ,   , 3FGL J0532.7+0732 
350 , 3FHL J0532.8-8326  , PKS 0541-834  , fsrq  , 83.21522521972656 , -83.43617248535156 , 4.14 , 2.528e-11 , 1.018e-11 , 2.193 , 0.948 , 13.25 , 0.774 ,   , 3FGL J0533.6-8323 
351 , 3FHL J0533.3+4822  , TXS 0529+483  , fsrq  , 83.34278106689453 , 48.3726806640625 , 8.72 , 5.619e-11 , 1.380e-11 , 3.814 , 1.04 , 13.04 , 1.16 ,   , 3FGL J0533.2+4822 
352 , 3FHL J0534.0+6800  , PSR J0533+6759  , PSR  , 83.52227020263672 , 68.00145721435547 , 6.02 , 3.209e-11 , 1.003e-11 , 4.835 , 0.986 , 0 , 0.000 ,   , 3FGL J0534.0+6759 
353 , 3FHL J0534.5+2201  , Crab Nebula  , PWN  , 83.63483428955078 , 22.019203186035156 , 168.64 , 8.659e-9 , 1.713e-10 , 2.285 , 0.038 , 0 , 0.000 , Crab Nebula  , 3FGL J0534.5+2201i
354 , 3FHL J0536.2+1733  , NVSS J053615+173329  , bll  , 84.06884002685547 , 17.566226959228516 , 6.13 , 4.941e-11 , 1.559e-11 , 2.117 , 0.717 , 0 , 0.000 ,   ,  
355 , 3FHL J0536.4-3342  , WISE J053629.06-334302.5  , bll  , 84.10954284667969 , -33.71608352661133 , 17.91 , 1.774e-10 , 2.598e-11 , 1.749 , 0.296 , 16.1 , 0.000 ,   , 3FGL J0536.4-3347 
356 , 3FHL J0537.6+2751e , S 147  , snr  , 84.41000366210938 , 27.860000610351562 , 5.17 , 2.976e-10 , 5.660e-11 , 2.067 , 0.381 , 0 , 0.000 ,   , 3FGL J0540.3+2756e
357 , 3FHL J0537.8-5718  , SUMSS J053748-571828  , bll  , 84.46479797363281 , -57.301246643066406 , 5.03 , 2.604e-11 , 9.803e-12 , 2.025 , 0.835 , 15.31 , 1.18 ,   , 3FGL J0537.4-5717 
358 , 3FHL J0537.9-6909  , N 157B  , pwn  , 84.4816665649414 , -69.16014862060547 , 9.33 , 9.936e-11 , 2.009e-11 , 1.506 , 0.182 , 0 , 0.000 , LHA 120-N 157B  , 2FHL J0537.4-6908 
359 , 3FHL J0538.2-3908  , NVSS J053810-390844  , bcu  , 84.56810760498047 , -39.13701629638672 , 4.63 , 2.246e-11 , 9.728e-12 , 2.105 , 0.701 , 14.42 , 0.000 ,   , 3FGL J0538.4-3909 
360 , 3FHL J0538.7+1643  ,   ,   , 84.68441009521484 , 16.717222213745117 , 4.13 , 3.385e-11 , 1.316e-11 , 1.729 , 0.735 , 0 , 0.000 ,   , 3FGL J0538.9+1646 
361 , 3FHL J0538.8-4405  , PKS 0537-441  , BLL  , 84.70410919189453 , -44.091434478759766 , 56.86 , 1.157e-9 , 6.270e-11 , 2.255 , 0.186 , 13.07 , 0.892 ,   , 3FGL J0538.8-4405 
362 , 3FHL J0540.2+0654  ,   ,   , 85.0667724609375 , 6.912717342376709 , 5.52 , 4.842e-11 , 1.551e-11 , 2.815 , 0.732 , 0 , 0.000 ,   , EGR J0540+0657 
363 , 3FHL J0540.5+5823  , GB6 J0540+5823  , bll  , 85.14208221435547 , 58.393653869628906 , 12.32 , 8.094e-11 , 1.523e-11 , 1.591 , 0.299 , 16.47 , 0.000 ,   , 3FGL J0540.4+5823 
364 , 3FHL J0541.1-4855  , 1RXS J054106.1-485408  , unknown , 85.2945327758789 , -48.928707122802734 , 4.62 , 2.595e-11 , 1.030e-11 , 4.136 , 1.535 , 0 , 0.000 ,   ,  
365 , 3FHL J0543.9-5532  , 1RXS J054357.3-553206  , bll  , 85.98330688476562 , -55.53848648071289 , 26.74 , 2.881e-10 , 3.032e-11 , 2.092 , 0.186 , 16.47 , 0.273 ,   , 3FGL J0543.9-5531 
366 , 3FHL J0545.8+6015  ,   ,   , 86.4725341796875 , 60.25480651855469 , 7.51 , 4.631e-11 , 1.243e-11 , 2.747 , 0.823 , 0 , 0.000 ,   , 3FGL J0545.6+6019 
367 , 3FHL J0548.1-8737  , SUMSS J054923-874001  , bcu  , 87.03743743896484 , -87.63089752197266 , 4.69 , 3.135e-11 , 1.165e-11 , 3.063 , 1.058 , 0 , 0.000 ,   , 3FGL J0542.2-8737 
368 , 3FHL J0549.1+3258  , GB6 J0549+3258  , bcu  , 87.29354095458984 , 32.96719741821289 , 5.5 , 3.938e-11 , 1.289e-11 , 1.728 , 0.736 , 0 , 0.000 ,   ,  
369 , 3FHL J0550.4-4356  ,   ,   , 87.60537719726562 , -43.9377555847168 , 5.43 , 3.397e-11 , 1.188e-11 , 2.128 , 0.854 , 0 , 0.000 ,   , 1FGL J0550.8-4400 
370 , 3FHL J0550.5-3215  , PKS 0548-322  , bll  , 87.64753723144531 , -32.26622009277344 , 5.46 , 3.147e-11 , 1.162e-11 , 1.63 , 0.498 , 1 , 0.000 , PKS 0548-322  , 3FGL J0550.6-3217 
371 , 3FHL J0550.9+5657  ,   ,   , 87.73861694335938 , 56.95234680175781 , 4.2 , 2.470e-11 , 1.003e-11 , 1.922 , 0.866 , 0 , 0.000 ,   ,  
372 , 3FHL J0553.5-2034  , NVSS J055333-203417  , bll  , 88.39897918701172 , -20.575057983398438 , 7.44 , 5.267e-11 , 1.530e-11 , 2.211 , 0.608 , 15 , 0.000 ,   , 3FGL J0553.5-2036 
373 , 3FHL J0556.4-4351  , SUMSS J055618-435146  , bll  , 89.11322021484375 , -43.85782241821289 , 5.76 , 3.675e-11 , 1.245e-11 , 2.097 , 0.81 , 14.09 , 0.000 ,   , 3FGL J0556.0-4353 
374 , 3FHL J0557.3-0616  , 1RXS J055717.0-061705  , bcu  , 89.33531951904297 , -6.278109550476074 , 5.26 , 2.941e-11 , 1.138e-11 , 1.43 , 0.72 , 16.64 , 0.000 ,   ,  
375 , 3FHL J0557.6-0718  , PMN J0557-0719  , bcu  , 89.40326690673828 , -7.312717914581299 , 4.37 , 3.145e-11 , 1.278e-11 , 2.013 , 0.898 , 0 , 0.000 ,   , 3FGL J0557.7-0720 
376 , 3FHL J0558.1-3838  , EXO 0556.4-3838  , bll  , 89.53883361816406 , -38.64299011230469 , 9.55 , 7.465e-11 , 1.712e-11 , 2.461 , 0.51 , 15 , 0.302 ,   , 3FGL J0558.1-3838 
377 , 3FHL J0558.9-7458  , PKS 0600-749  , bll  , 89.7442398071289 , -74.9777603149414 , 9.08 , 5.479e-11 , 1.385e-11 , 2.511 , 0.678 , 13.88 , 0.000 ,   , 3FGL J0558.6-7459 
378 , 3FHL J0559.5+6409  , GB6 J0559+6409  , bcu  , 89.876953125 , 64.16190338134766 , 4.17 , 2.144e-11 , 8.449e-12 , 1.763 , 0.874 , 14.39 , 0.000 ,   ,  
379 , 3FHL J0559.6+3045  ,   ,   , 89.9172134399414 , 30.76214027404785 , 5.61 , 4.178e-11 , 1.324e-11 , 2.491 , 0.702 , 0 , 0.000 ,   , 3FGL J0559.8+3042 
380 , 3FHL J0600.3+1245  , NVSS J060015+124344  , bcu  , 90.09202575683594 , 12.758432388305664 , 10.73 , 1.137e-10 , 2.283e-11 , 2.018 , 0.348 , 0 , 0.000 ,   , 2FHL J0600.2+1243 
381 , 3FHL J0601.0+3837  , B2 0557+38  , bll  , 90.26762390136719 , 38.631614685058594 , 9.68 , 7.400e-11 , 1.688e-11 , 1.565 , 0.467 , 13.81 , 0.000 ,   , 3FGL J0601.0+3837 
382 , 3FHL J0601.2-7035  , PKS 0601-70  , fsrq  , 90.30119323730469 , -70.5935287475586 , 7.45 , 4.021e-11 , 1.152e-11 , 3.905 , 1.181 , 13.82 , 2.409 ,   , 3FGL J0601.2-7036 
383 , 3FHL J0601.5-7237  , SUMSS J060141-723832  , bll  , 90.39640045166016 , -72.62769317626953 , 4.23 , 2.297e-11 , 9.285e-12 , 2.606 , 0.984 , 15.57 , 0.000 ,   ,  
384 , 3FHL J0602.0+5316  , GB6 J0601+5315  , bcu  , 90.50118255615234 , 53.28012466430664 , 11.4 , 8.705e-11 , 1.670e-11 , 2.049 , 0.418 , 15.03 , 0.052 ,   , 3FGL J0602.2+5314 
385 , 3FHL J0602.7-4019  , SUMSS J060251-401845  , bll  , 90.691650390625 , -40.319427490234375 , 10.66 , 8.993e-11 , 1.922e-11 , 2.517 , 0.546 , 15 , 0.000 ,   , 3FGL J0602.8-4016 
386 , 3FHL J0604.2-4816  , 1ES 0602-482  , bll  , 91.05184936523438 , -48.2817497253418 , 9.76 , 6.021e-11 , 1.511e-11 , 1.47 , 0.488 , 16.25 , 0.000 ,   , 3FGL J0604.1-4817 
387 , 3FHL J0604.9+0000  , GB6 J0604+0000  , bcu  , 91.24259948730469 , 0.00048667367082089186 , 8 , 6.746e-11 , 1.744e-11 , 3.845 , 1.081 , 0 , 0.000 ,   , 3FGL J0605.0-0000 
388 , 3FHL J0606.3-4730  , ESO 254- G 017  , bcu  , 91.59600830078125 , -47.50876235961914 , 4.26 , 2.618e-11 , 1.072e-11 , 2.002 , 1.018 , 15.05 , 0.037 ,   , 3FGL J0606.4-4729 
389 , 3FHL J0607.4+4739  , TXS 0603+476  , bll  , 91.85072326660156 , 47.66096115112305 , 19.16 , 1.796e-10 , 2.378e-11 , 2.184 , 0.369 , 14.05 , 0.000 ,   , 3FGL J0607.4+4739 
390 , 3FHL J0608.3-0832  , PKS 0605-08  , fsrq  , 92.08576202392578 , -8.538005828857422 , 4.43 , 3.961e-11 , 1.465e-11 , 4.32 , 1.12 , 14.09 , 0.87 ,   , 3FGL J0608.0-0835 
391 , 3FHL J0609.2-0247  , NVSS J060915-024754  , bll  , 92.31983947753906 , -2.7952427864074707 , 12.58 , 1.193e-10 , 2.280e-11 , 3.067 , 0.585 , 15.4 , 0.000 ,   , 3FGL J0609.4-0248 
392 , 3FHL J0611.2+4325  , NVSS J061107+432404  , bcu  , 92.81542205810547 , 43.42523956298828 , 9.91 , 7.767e-11 , 1.726e-11 , 1.698 , 0.485 , 15.6 , 0.000 ,   , 3FGL J0611.2+4323 
393 , 3FHL J0611.7+2803  , GB6 J0611+2803  , bll  , 92.92889404296875 , 28.05133056640625 , 4.7 , 3.179e-11 , 1.219e-11 , 2.709 , 1.039 , 0 , 0.000 ,   , 3FGL J0611.7+2759 
394 , 3FHL J0612.8+4122  , B3 0609+413  , bll  , 93.21430206298828 , 41.372413635253906 , 28.05 , 3.478e-10 , 3.351e-11 , 2.62 , 0.298 , 14.49 , 0.000 ,   , 3FGL J0612.8+4122 
395 , 3FHL J0614.1-3330  , PSR J0614-3329  , PSR  , 93.54139709472656 , -33.506404876708984 , 29.03 , 4.113e-10 , 3.885e-11 , 3.639 , 0.442 , 0 , 0.000 ,   , 3FGL J0614.1-3329 
396 , 3FHL J0615.3-3116  , PKS 0613-312  , bll  , 93.8299789428711 , -31.27605628967285 , 5.34 , 3.226e-11 , 1.179e-11 , 2.222 , 0.714 , 14.7 , 0.000 ,   , 3FGL J0615.4-3116 
397 , 3FHL J0617.2+2234e , IC 443  , SNR  , 94.30999755859375 , 22.579999923706055 , 67.21 , 3.144e-9 , 1.065e-10 , 2.429 , 0.077 , 0 , 0.000 , IC 443  , 3FGL J0617.2+2234e
398 , 3FHL J0617.3+5701  , 87GB 061258.1+570222  , bll  , 94.33665466308594 , 57.017311096191406 , 11.87 , 8.010e-11 , 1.578e-11 , 1.969 , 0.45 , 13.44 , 0.000 ,   , 3FGL J0617.2+5701 
399 , 3FHL J0617.6-1715  , CRATES J061733.67-171522.8 , bll  , 94.41622161865234 , -17.25889778137207 , 10.9 , 1.054e-10 , 2.135e-11 , 2.428 , 0.625 , 14.2 , 0.098 ,   , 3FGL J0617.6-1717 
400 , 3FHL J0620.6+2645  , RX J0620.6+2644  , bcu  , 95.1628189086914 , 26.752138137817383 , 8.38 , 6.000e-11 , 1.576e-11 , 1.909 , 0.337 , 16.08 , 0.000 ,   , 3FGL J0620.4+2644 
