id , BZCAT5 Source name , Other name , BZCAT name , RA (J2000.0) , Dec (J2000.0) , Redshift , Redshiftflag , Rmag , Source classification , Flux density 1.4/0.843GHz(mJy) , Flux density 5.0GHz(mJy) , Flux density143GHz(mJy) , X-ray flux0.1-2.4 keV(1.e-12 cgs) , Fermi flux1-100 GeV(ph/cm2/s)
709 , 5BZQJ0455-4615 , PKS0454-46  , BZQJ0455-4615  , 73.96154 , -46.26631 , 0.858 ,  , 16.8 , QSO RLoud flat radio sp. , 2100 , 1653 , 1024 , 0.78 , 1.4e-9
710 , 5BZQJ0456-3136 , 1FGL_J0456.4-3132 , BZQJ0456-3136  , 74.15283 , -31.60347 , 0.865 ,  , 19.7 , QSO RLoud flat radio sp. , 88 , 132 ,  , 0.3 , 5e-10
711 , 5BZQJ0456+0400 , PKS 0454+039  , BZQJ0456+0400  , 74.19654 , 4.01469 , 1.349 ,  , 16.3 , QSO RLoud flat radio sp. , 351 , 377 ,  , 0.44 , 
712 , 5BZQJ0457-2324 , PKS0454-234  , BZQJ0457-2324  , 74.26325 , -23.41444 , 1.003 ,  , 17.9 , QSO RLoud flat radio sp. , 1727 , 1863 , 1276 , 0.6 , 2.27e-8
713 , 5BZQJ0457+0645 , PLCKERC217G192.70-21.66 , BZQJ0457+0645  , 74.28213 , 6.75203 , 0.405 ,  , 18.9 , QSO RLoud flat radio sp. , 518 , 623 , 550 , 0.52 , 1.4e-9
714 , 5BZQJ0457-1819 , CRATESJ045755-181918 ,  , 74.47638 , -18.32114 , 1.527 ,  , 17 , QSO RLoud flat radio sp. , 57 , 184 ,  ,  , 
715 , 5BZQJ0501-0159 , 4C-02.19  , BZQJ0501-0159  , 75.30338 , -1.98731 , 2.291 ,  , 17.9 , QSO RLoud flat radio sp. , 2264 , 3317 , 621 , 0.92 , 9e-10
716 , 5BZQJ0502+0609 , PKS 0459+060  , BZQJ0502+0609  , 75.56437 , 6.15208 , 1.106 ,  , 18.3 , QSO RLoud flat radio sp. , 915 , 874 ,  ,  , 5e-10
717 , 5BZBJ0502+1338 , PKS 0459+135  , BZBJ0502+1338  , 75.63837 , 13.63636 ,  ,  , 19.5 , BL Lac , 545 , 459 ,  , 0.16 , 
718 , 5BZBJ0503+6534 , IPC0458+6530  , BZBJ0503+6534  , 75.77425 , 65.567 ,  ,  , 17.4 , BL Lac Candidate , 76 , 36 ,  , 5.05 , 
719 , 5BZBJ0503-1115 , SHBLJ050335.3-111507 , BZBJ0503-1115  , 75.89763 , -11.25169 ,  ,  , 19.9 , BL Lac , 10 ,  ,  , 4.64 , 
720 , 5BZQJ0503+6600 , GB6J0503+6600  , BZQJ0503+6600  , 75.98517 , 66.00875 , 1.696 ,  , 19.8 , QSO RLoud flat radio sp. , 121 , 155 ,  ,  , 
721 , 5BZQJ0503+3403 , B2 0500+33  , BZQJ0503+3403  , 75.98658 , 34.05781 , 0.149 ,  , 17.9 , QSO RLoud flat radio sp. , 913 , 556 ,  , 0.35 , 
722 , 5BZUJ0504-6049 , PKS 0503-608  ,  , 76.00708 , -60.83125 , 1.037 ,  ?  , 19.3 , Blazar Uncertain type , 564 , 374 ,  , 0.2 , 
723 , 5BZQJ0505+0459 , PKS 0502+049  , BZQJ0505+0459  , 76.34658 , 4.99519 , 0.954 ,  , 18.1 , QSO RLoud flat radio sp. , 987 , 1015 , 657 , 0.54 , 1.3e-9
724 , 5BZBJ0505+0415 , 1RXSJ050534.7+041600 , BZBJ0505+0415  , 76.39492 , 4.26519 , 0.424 ,  , 16.8 , BL Lac , 168 , 112 ,  , 3.07 , 8e-10
725 , 5BZQJ0505-0419 , S3 0503-04  , BZQJ0505-0419  , 76.4635 , -4.32406 , 1.481 ,  , 21.1 , QSO RLoud flat radio sp. , 213 , 161 ,  , 0.09 , 6e-10
726 , 5BZQJ0505-2930 , CGRaBSJ0505-2930 , BZQJ0505-2930  , 76.48267 , -29.51061 , 1.07 ,  ?  , 17.6 , QSO RLoud flat radio sp. , 186 , 426 ,  , 0.39 , 
727 , 5BZBJ0505+6113 , 2FGLJ0505.9+6116 ,  , 76.49496 , 61.22664 ,  ,  , 18.7 , BL Lac , 22 , 15 ,  , 0.71 , 6e-10
728 , 5BZBJ0506-0858 , 1RXSJ050640.2-085741 , BZBJ0506-0858  , 76.66621 , -8.96711 ,  ,  , 18 , BL Lac , 21 ,  ,  , 0.26 , 6e-10
729 , 5BZQJ0506-6109 , PKS0506-61  , BZQJ0506-6109  , 76.68329 , -61.16139 , 1.093 ,  , 16.9 , QSO RLoud flat radio sp. , 1800 , 1211 , 514 , 1 , 
730 , 5BZBJ0506-5435 , 1RXSJ050656.8-543456 ,  , 76.74083 , -54.58439 ,  ,  , 16.1 , BL Lac , 18 ,  ,  , 5.44 , 5e-10
731 , 5BZQJ0507-6104 , CRATESJ050755-610441 , BZQJ0507-6104  , 76.97779 , -61.07864 , 1.089 ,  , 17.7 , QSO RLoud flat radio sp. , 842 , 422 , 188 , 0.47 , 1.3e-9
732 , 5BZBJ0507+6737 , 1ES0502+675  , BZBJ0507+6737  , 76.98438 , 67.62344 , 0.416 ,  ?  , 17.2 , BL Lac , 26 , 27 ,  , 12.9 , 2.4e-9
733 , 5BZQJ0508-6433 , 1RXSJ050821.3-643320 ,  , 77.08496 , -64.55481 , 0.518 ,  , 17.1 , QSO RLoud flat radio sp. , 33 , 81 ,  , 0.33 , 
734 , 5BZBJ0508+8432 , S5 0454+844  , BZBJ0508+8432  , 77.1765 , 84.53458 , 1.34 ,  , 17.4 , BL Lac , 295 , 1398 ,  , 0.39 , 
735 , 5BZBJ0509+0541 , PCCS1217G195.39-19.63 , BZBJ0509+0541  , 77.35817 , 5.69314 ,  ,  , 14.3 , BL Lac , 536 , 1031 , 395 , 0.56 , 4.9e-9
736 , 5BZQJ0509+1011 , PKS 0506+101  , BZQJ0509+1011  , 77.36442 , 10.19572 , 0.621 ,  , 18.5 , QSO RLoud flat radio sp. , 465 , 578 ,  , 0.43 , 1.3e-9
737 , 5BZBJ0509-0400 , EXO0507.1-0404  , BZBJ0509-0400  , 77.40892 , -4.01264 , 0.304 ,  , 17.9 , BL Lac Candidate , 71 , 36 ,  , 9.07 , 
738 , 5BZBJ0509-2514 , SHBLJ050939.8-251403 , BZBJ0509-2513  , 77.41608 , -25.23433 , 0.264 ,  , 19 , BL Lac , 4 ,  ,  , 1.21 , 
739 , 5BZQJ0510+1800 , 1WGAJ0510.0+1800 , BZQJ0510+1800  , 77.50987 , 18.01156 , 0.416 ,  , 19.1 , QSO RLoud flat radio sp. , 705 , 796 , 644 , 0.38 , 1.2e-9
740 , 5BZQJ0511+1357 , BZQJ0511+1357  , BZQJ0511+1357  , 77.90963 , 13.95531 , 1.696 ,  , 18.9 , QSO RLoud flat radio sp. , 503 , 602 ,  ,  , 
741 , 5BZQJ0513+0100 , GB6J0513+0100b  ,  , 78.41679 , 1.006 , 2.679 ,  , 19.3 , QSO RLoud flat radio sp. , 448 , 368 ,  ,  , 
742 , 5BZQJ0513-2159 , PKS0511-220  , BZQJ0513-2159  , 78.45463 , -21.98781 , 1.296 ,  , 19.6 , QSO RLoud flat radio sp. , 648 , 865 ,  , 0.36 , 
743 , 5BZQJ0514+5602 , TEX0510+559  , BZQJ0514+5602  , 78.57792 , 56.03642 , 2.19 ,  ,  , QSO RLoud flat radio sp. , 325 , 267 ,  , 0.09 , 
744 , 5BZQJ0515-4556 , 1Jy0514-459  , BZQJ0515-4556  , 78.93846 , -45.94536 , 0.194 ,  , 16.3 , QSO RLoud flat radio sp. , 1471 , 990 , 521 , 1.13 , 4e-10
745 , 5BZBJ0515+1527 , GB6B0512+1524  , BZBJ0515+1527  , 78.94729 , 15.45458 ,  ,  , 18.3 , BL Lac , 27 , 41 ,  , 0.14 , 1.4e-9
746 , 5BZQJ0516-1603 , PKS 0514-16  , BZQJ0516-1603  , 79.06638 , -16.05211 , 1.278 ,  , 16.7 , QSO RLoud flat radio sp. , 911 , 676 ,  , 0.27 , 
747 , 5BZBJ0516+7351 , 1RXSJ051631.7+735115 , BZBJ0516+7351  , 79.13004 , 73.85239 ,  ,  , 18.2 , BL Lac , 58 , 37 ,  , 0.74 , 4e-10
748 , 5BZBJ0516-6207 , MC4 0516-621  , BZUJ0516-6207  , 79.18721 , -62.11817 , 1.3 ,  ?  , 17.5 , BL Lac , 418 , 564 , 764 , 3.1 , 3.1e-9
749 , 5BZQJ0516-1537 , CRATESJ051656-153705 ,  , 79.23829 , -15.61956 , 1.595 ,  , 18.8 , QSO RLoud flat radio sp. , 233 , 228 ,  ,  , 
750 , 5BZQJ0517-0520 , CRATESJ051728-052031 ,  , 79.36713 , -5.34467 , 1.413 ,  , 18.8 , QSO RLoud flat radio sp. , 212 , 216 ,  ,  , 
751 , 5BZUJ0517+0858 , GB6J0517+0858  , BZQJ0517+0858  , 79.41687 , 8.97661 , 0.328 ,  , 19 , Blazar Uncertain type , 73 , 70 ,  ,  , 
752 , 5BZQJ0517+0648 , PKS 0515+067  , BZQJ0517+0648  , 79.46392 , 6.80089 , 0.84 ,  , 19.2 , QSO RLoud flat radio sp. , 668 , 912 ,  , 0.44 , 
753 , 5BZQJ0521-1737 , 1RXSJ052123.8-173719 ,  , 80.34817 , -17.62506 , 0.347 ,  , 17.8 , QSO RLoud flat radio sp. , 459 , 470 ,  , 0.21 , 5e-10
754 , 5BZBJ0521+2112 , GB6J0521+2113  , BZBJ0521+2112  , 80.44154 , 21.21431 ,  ,  , 15.5 , BL Lac , 530 , 474 ,  , 1.4 , 9e-9
755 , 5BZQJ0522+0113 , GC0519+01  , BZQJ0522+0113  , 80.57279 , 1.22533 , 2.941 ,  , 20.2 , QSO RLoud flat radio sp. , 661 , 461 ,  ,  , 4e-10
756 , 5BZQJ0522-0725 , RXSJ05224-0725  , BZQJ0522-0725  , 80.59667 , -7.42039 , 0.164 ,  , 14.8 , QSO RLoud flat radio sp. , 55 , 80 ,  , 2.1 , 
757 , 5BZQJ0522-6107 , PKS 0522-611  , BZQJ0522-6107  , 80.64346 , -61.13253 , 1.4 ,  , 18.1 , QSO RLoud flat radio sp. , 741 , 675 ,  , 0.35 , 
758 , 5BZQJ0522-1627 , CRATESJ052243-162749 ,  , 80.68604 , -16.46456 , 1.297 ,  , 17.5 , QSO RLoud flat radio sp. , 230 , 290 ,  ,  , 
759 , 5BZUJ0522-3627 , PKS0521-36  , BZUJ0522-3627  , 80.74158 , -36.45856 , 0.056 ,  , 14.6 , Blazar Uncertain type , 15620 , 8180 , 3815 , 10.4 , 4.9e-9
760 , 5BZQJ0523-2614 , PKS 0521-262  ,  , 80.82696 , -26.236 , 3.109 ,  , 17.8 , QSO RLoud flat radio sp. , 1355 , 1060 ,  ,  , 
761 , 5BZUJ0525-3343 , 1RXSJ052505.0-334300 , BZUJ0525-3343  , 81.27571 , -33.71819 , 4.413 ,  , 18.5 , Blazar Uncertain type , 188 , 210 ,  , 0.42 , 
762 , 5BZQJ0525-2338 , CGRaBSJ0525-2338 , BZQJ0525-2338  , 81.27713 , -23.63633 , 3.1 ,  , 17.7 , QSO RLoud flat radio sp. , 398 , 713 , 418 , 0.27 , 
763 , 5BZQJ0525-4557 , 1Jy0524-460  , BZQJ0525-4557  , 81.38083 , -45.96519 , 1.479 ,  , 15.8 , QSO RLoud flat radio sp. , 2126 , 1847 ,  , 0.42 , 
764 , 5BZQJ0525-4318 , PKS0524-433  , BZQJ0525-4318  , 81.47871 , -43.30033 , 2.164 ,  , 19.3 , QSO RLoud flat radio sp. , 456 , 217 ,  ,  , 
765 , 5BZQJ0526-4830 , PKS0524-485  , BZQJ0526-4830  , 81.56946 , -48.51022 , 1.3 ,  , 19.4 , QSO RLoud flat radio sp. , 377 , 425 , 395 , 0.38 , 1.5e-9
766 , 5BZBJ0527+0331 , PKSB0524+034  , BZBJ0527+0331  , 81.88629 , 3.52542 ,  ,  , 17.2 , BL Lac , 252 , 233 , 489 ,  , 
767 , 5BZUJ0528-5820 , 1WGAJ0528.5-5820 , BZBJ0528-5820  , 82.14467 , -58.33814 , 0.254 ,  , 16.3 , Blazar Uncertain type , 282 , 99 ,  , 0.25 , 
768 , 5BZQJ0529-0519 , CGRaBSJ0529-0519 , BZQJ0529-0519  , 82.47304 , -5.32822 , 0.685 ,  , 20.3 , QSO RLoud flat radio sp. , 103 , 214 ,  ,  , 9e-10
769 , 5BZQJ0530-2503 , PKS 0528-250  , BZQJ0530-2503  , 82.53317 , -25.05831 , 2.778 ,  , 17.7 , QSO RLoud flat radio sp. , 1162 , 845 ,  , 0.28 , 
770 , 5BZQJ0530+1331 , PKS 0528+134  , BZQJ0530+1331  , 82.73508 , 13.53197 , 2.07 ,  , 18.9 , QSO RLoud flat radio sp. , 1556 , 3043 , 516 , 0.8 , 2.6e-9
771 , 5BZQJ0532-3848 , CGRaBSJ0532-3848 , BZQJ0532-3848  , 83.00858 , -38.81508 , 1.315 ,  , 19.3 , QSO RLoud flat radio sp. , 169 , 160 ,  ,  , 4e-10
772 , 5BZUJ0532-0307 , CRATESJ053207-030657 ,  , 83.03133 , -3.11861 , 1.88 ,  , 20.8 , Blazar Uncertain type , 260 , 272 ,  ,  , 
773 , 5BZQJ0532+0732 , PLCKERC217G196.83-13.73 , BZQJ0532+0732  , 83.1625 , 7.54536 , 1.254 ,  , 17.5 , QSO RLoud flat radio sp. , 2729 , 2170 , 768 , 0.31 , 4.1e-9
774 , 5BZQJ0533+4822 , 1RXSJ053317.1+482306 , BZQJ0533+4822  , 83.31612 , 48.38133 , 1.16 ,  , 18.3 , QSO RLoud flat radio sp. , 434 , 589 , 1014 , 0.23 , 2.9e-9
775 , 5BZQJ0533-8324 , 2FGLJ0531.8-8324 , BZQJ0533-8324  , 83.40321 , -83.40947 , 0.774 ,  , 20 , QSO RLoud flat radio sp. , 84 , 149 ,  ,  , 1.3e-9
776 , 5BZBJ0533-4632 , CRATESJ053338-463206 , BZBJ0533-4632  , 83.42008 , -46.5375 , 0.332 ,  , 19.2 , BL Lac , 246 , 126 ,  , 0.13 , 
777 , 5BZBJ0533-7216 , 2FGLJ0532.5-7223 ,  , 83.43629 , -72.27342 ,  ,  , 18.8 , BL Lac , 155 , 134 ,  ,  , 4e-10
778 , 5BZQJ0534-3747 , PKS0532-378  , BZQJ0534-3747  , 83.57287 , -37.7905 , 1.668 ,  , 20 , QSO RLoud flat radio sp. , 736 , 528 ,  , 0.2 , 
779 , 5BZQJ0534-6106 , PKS 0534-611  , BZQJ0534-6106  , 83.64904 , -61.10197 , 1.997 ,  , 19.6 , QSO RLoud flat radio sp. , 451 , 324 , 243 , 0.23 , 
780 , 5BZQJ0535-0239 , 1WGAJ0535.1-0239 , BZQJ0535-0239  , 83.80108 , -2.65186 , 1.033 ,  , 19 , QSO RLoud flat radio sp. , 48 , 42 ,  , 0.12 , 
781 , 5BZQJ0536-3401 , PKS0534-340  , BZQJ0536-3401  , 84.11846 , -34.01986 , 0.684 ,  , 17.1 , QSO RLoud flat radio sp. , 652 , 663 ,  , 0.69 , 
782 , 5BZBJ0536-3343 , 1WGAJ0536.4-3342 , BZBJ0536-3343  , 84.12112 , -33.71733 ,  ,  , 16.8 , BL Lac , 94 ,  ,  , 4.84 , 2.1e-9
783 , 5BZBJ0537-5718 , 2FGLJ0537.7-5716 ,  , 84.454 , -57.30839 ,  ,  , 17.2 , BL Lac , 102 ,  ,  , 0.45 , 4e-10
784 , 5BZUJ0538-3908 , 1RXSJ053810.0-390839 ,  , 84.54317 , -39.14514 ,  ,  , 17.9 , Blazar Uncertain type , 24 ,  ,  , 0.65 , 6e-10
785 , 5BZBJ0538-4405 , PKS0537-441  , BZBJ0538-4405  , 84.70983 , -44.08581 , 0.892 ,  , 16 , BL Lac , 3729 , 4805 , 5955 , 2.1 , 3.71e-8
786 , 5BZQJ0539-3427 , PKS0537-344  , BZQJ0539-3427  , 84.77271 , -34.45353 , 0.263 ,  , 19.5 , QSO RLoud flat radio sp. , 236 , 195 ,  , 0.16 , 
787 , 5BZUJ0539-1550 , PKS 0537-158  ,  , 84.88337 , -15.84175 , 0.947 ,  ?  , 16.6 , Blazar Uncertain type , 599 , 443 ,  , 0.68 , 
788 , 5BZQJ0539+1433 , TEX0536+145  ,  , 84.92654 , 14.56267 , 2.69 ,  , 19.8 , QSO RLoud flat radio sp. , 433 , 486 , 245 ,  , 
789 , 5BZQJ0539-2839 , 1Jy0537-286  , BZQJ0539-2839  , 84.97617 , -28.66553 , 3.104 ,  , 19 , QSO RLoud flat radio sp. , 862 , 1232 , 540 , 0.83 , 6e-10
790 , 5BZBJ0540+2507 , B2.2 0537+25  , BZBJ0540+2507  , 85.05975 , 25.13203 , 0.623 ,  , 19.5 , BL Lac , 271 , 206 ,  ,  , 
791 , 5BZBJ0540+5823 , 2FGLJ0540.4+5822 ,  , 85.12504 , 58.394 ,  ,  , 17.5 , BL Lac , 30 , 28 ,  , 5.46 , 8e-10
792 , 5BZQJ0540-5418 , PKS0539-543  , BZQJ0540-5418  , 85.19104 , -54.30614 , 1.185 ,  , 17.3 , QSO RLoud flat radio sp. , 387 , 373 , 430 , 0.2 , 8e-10
793 , 5BZQJ0541+5312 , S4 0537+53  , BZUJ0541+5312  , 85.31738 , 53.20689 , 1.275 ,  , 17.9 , QSO RLoud flat radio sp. , 652 , 668 ,  , 0.09 , 
794 , 5BZQJ0541-0541 , 1Jy0539-057  , BZQJ0541-0541  , 85.40867 , -5.69706 , 0.838 ,  , 20.8 , QSO RLoud flat radio sp. , 860 , 1100 ,  , 0.2 , 1.4e-9
795 , 5BZBJ0543-5532 , 1FGL_J0543.8-5531 , BZBJ0543-5532  , 85.98837 , -55.53539 , 0.273 ,  , 16.5 , BL Lac , 41 ,  ,  , 9.04 , 1.9e-9
796 , 5BZQJ0544-2241 , 1WGAJ0544.1-2241 , BZQJ0544-2241  , 86.03154 , -22.68611 , 1.537 ,  , 14.6 , QSO RLoud flat radio sp. , 133 , 234 ,  , 0.33 , 
797 , 5BZQJ0546-6415 , 1RXSJ054641.2-641513 , BZQJ0546-6415  , 86.67433 , -64.25608 , 0.323 ,  , 15.3 , QSO RLoud flat radio sp. , 119 , 287 ,  , 3.06 , 
798 , 5BZBJ0546-2204 , 1WGAJ0546.9-2204 , BZBJ0546-2204  , 86.7365 , -22.08214 , 0.247 ,  , 17.7 , BL Lac Candidate , 12 ,  ,  , 0.45 , 
799 , 5BZQJ0547-6728 , 68.10972.36  ,  , 86.95925 , -67.46714 , 1.01 ,  , 16.4 , QSO RLoud flat radio sp. , 13 , 90 ,  , 0.38 , 
800 , 5BZQJ0549-5246 , CRATESJ054942-524610 ,  , 87.43254 , -52.77389 , 0.447 ,  , 18.9 , QSO RLoud flat radio sp. , 140 , 108 , 166 , 0.59 , 
801 , 5BZQJ0550-5732 , PKS0549-575  , BZQJ0550-5732  , 87.53979 , -57.54008 , 2.001 ,  , 18.8 , QSO RLoud flat radio sp. , 368 , 355 , 603 , 0.63 , 
802 , 5BZGJ0550-3216 , PKS 0548-322  , BZBJ0550-3216  , 87.66904 , -32.27147 , 0.069 ,  , 13.1 , BL Lac-galaxy dominated , 345 , 213 ,  , 26.3 , 
803 , 5BZQJ0551-1909 , BZQJ0551-1909  , BZQJ0551-1909  , 87.98025 , -19.15583 , 0.73 ,  , 19.9 , QSO RLoud flat radio sp. , 81 , 178 ,  , 0.27 , 
804 , 5BZBJ0553-2034 , 1RXSJ055332.2-203425 ,  , 88.38792 , -20.57186 ,  ,  , 18.2 , BL Lac , 233 , 143 ,  , 0.68 , 
805 , 5BZQJ0554+6857 , GB6B0548+6857  , BZQJ0554+6857  , 88.50338 , 68.96511 , 1.373 ,  , 19.7 , QSO RLoud flat radio sp. , 97 , 107 ,  ,  , 
806 , 5BZQJ0555+3948 , B20552+39A  , BZQJ0555+3948  , 88.87837 , 39.81367 , 2.365 ,  ?  , 18.1 , QSO RLoud flat radio sp. , 1517 , 5524 , 719 , 0.65 , 
807 , 5BZBJ0556-4351 ,  ,  , 89.07808 , -43.86278 ,  ,  , 19.1 , BL Lac , 28 ,  ,  ,  , 6e-10
808 , 5BZQJ0557+2413 , GB6J0557+2413  ,  , 89.26963 , 24.23203 , 3.228 ,  , 20.7 , QSO RLoud flat radio sp. , 830 , 972 ,  ,  , 
809 , 5BZQJ0558-1317 , PKS 0555-132  , BZQJ0558-1317  , 89.51062 , -13.29478 , 1.725 ,  , 18.9 , QSO RLoud flat radio sp. , 947 , 759 ,  ,  , 
810 , 5BZBJ0558-3838 , EXO0556.4-3838  , BZBJ0558-3838  , 89.52542 , -38.64153 , 0.302 ,  , 16.1 , BL Lac , 105 , 68 ,  , 7 , 7e-10
811 , 5BZBJ0558-7459 , PKS 0600-749  , BZBJ0558-7459  , 89.69183 , -74.98478 ,  ,  , 16.1 , BL Lac , 243 , 323 ,  , 0.17 , 7e-10
812 , 5BZQJ0559-4529 , PKS0557-454  , BZQJ0559-4529  , 89.79813 , -45.4945 , 0.687 ,  , 19.1 , QSO RLoud flat radio sp. , 384 , 407 , 276 , 0.21 , 
813 , 5BZQJ0559+5804 , S4 0554+58  , BZQJ0559+5804  , 89.80579 , 58.06761 , 0.904 ,  , 19.1 , QSO RLoud flat radio sp. , 392 , 853 ,  ,  , 
814 , 5BZQJ0600-3937 , CRATESJ060032-393700 , BZQJ0600-3937  , 90.13079 , -39.61733 , 1.661 ,  , 18.9 , QSO RLoud flat radio sp. , 461 , 618 , 239 , 1.98 , 
815 , 5BZBJ0601+3838 , B2.3 0557+38  ,  , 90.26192 , 38.64144 ,  ,  , 19.8 , BL Lac , 704 , 322 ,  , 0.06 , 7e-10
816 , 5BZQJ0601-7036 , PKS 0601-70  , BZQJ0601-7036  , 90.29662 , -70.60244 , 2.409 ,  , 18.5 , QSO RLoud flat radio sp. , 212 , 286 , 371 , 0.11 , 3.6e-9
817 , 5BZQJ0601+2324 , GB6B0558+2324  ,  , 90.44733 , 23.41486 , 0.274 ,  , 21.4 , QSO RLoud flat radio sp. , 286 , 274 ,  ,  , 
818 , 5BZQJ0601-2736 , CRATESJ060149-273613 ,  , 90.453 , -27.60611 , 1.664 ,  , 18.5 , QSO RLoud flat radio sp. , 151 , 96 ,  , 0.14 , 
819 , 5BZQJ0601-2004 , 1FGL_J0600.5-2006 , BZQJ0601-2004  , 90.47013 , -20.07922 , 1.216 ,  , 19.8 , QSO RLoud flat radio sp. , 63 , 157 ,  ,  , 7e-10
820 , 5BZQJ0603+1742 , GB6J0603+1742  , BZQJ0603+1742  , 90.78804 , 17.70467 , 1.738 ,  , 19.2 , QSO RLoud flat radio sp. , 468 , 630 ,  , 0.06 , 
821 , 5BZQJ0603-1716 , PKS0601-172  , BZQJ0603-1716  , 90.99054 , -17.2745 , 2.711 ,  , 20 , QSO RLoud flat radio sp. , 318 , 317 ,  ,  , 
822 , 5BZBJ0604-4817 , 2FGLJ0604.2-4817 ,  , 91.036 , -48.29039 ,  ,  , 17.3 , BL Lac , 32 ,  ,  , 3.1 , 7e-10
823 , 5BZQJ0604-4225 , PKS0602-424  , BZQJ0604-4225  , 91.10488 , -42.42503 , 0.611 ,  , 20.6 , QSO RLoud flat radio sp. , 253 , 395 ,  , 0.33 , 
824 , 5BZQJ0604+2429 , B2.2 0601+24  ,  , 91.22967 , 24.49861 , 1.133 ,  , 18.1 , QSO RLoud flat radio sp. , 837 , 625 ,  ,  , 
825 , 5BZQJ0606-0724 , CRATESJ060644-072434 , BZQJ0606-0724  , 91.68146 , -7.40839 , 1.277 ,  , 19.4 , QSO RLoud flat radio sp. , 214 , 278 ,  ,  , 
826 , 5BZQJ0606-0024 , CRATESJ060656-002503 ,  , 91.73929 , -0.41603 , 1.028 ,  , 19.6 , QSO RLoud flat radio sp. , 134 , 116 ,  , 0.15 , 
827 , 5BZBJ0607-2518 , SHBLJ060714.3-251859 , BZBJ0607-2518  , 91.80992 , -25.31653 , 0.275 ,  , 17.7 , BL Lac , 12 ,  ,  , 1.91 , 
828 , 5BZBJ0607+4739 , GB6J0607+4739  , BZBJ0607+4739  , 91.84687 , 47.66303 ,  ,  , 16.6 , BL Lac Candidate , 381 , 256 ,  , 0.39 , 2.2e-9
829 , 5BZQJ0607+6720 , S40602+673  , BZQJ0607+6720  , 91.96946 , 67.34872 , 1.97 ,  , 20.2 , QSO RLoud flat radio sp. , 423 , 581 ,  , 0.33 , 
830 , 5BZQJ0607-0834 , OH-10  , BZQJ0607-0834  , 91.99875 , -8.58056 , 0.87 ,  , 15.5 , QSO RLoud flat radio sp. , 1905 , 2235 , 1239 , 0.24 , 1.8e-9
831 , 5BZUJ0608-1520 , CRATESJ060802-152037 ,  , 92.00637 , -15.34361 , 1.094 ,  , 20.5 , Blazar Uncertain type , 279 , 232 ,  , 0.15 , 2.3e-9
832 , 5BZQJ0608-2220 , PKS0606-223  , BZQJ0608-2220  , 92.24871 , -22.33914 , 1.926 ,  , 20.5 , QSO RLoud flat radio sp. , 678 , 626 , 456 , 0.12 , 
833 , 5BZBJ0609-0247 , 1RXSJ060915.4-024749 ,  , 92.31275 , -2.7985 ,  ,  , 16.9 , BL Lac , 62 ,  ,  , 0.31 , 1e-9
834 , 5BZQJ0609-0615 , 1FGL_J0608.1-0630 ,  , 92.41642 , -6.25161 , 2.219 ,  , 19.8 , QSO RLoud flat radio sp. , 101 , 130 ,  ,  , 2e-10
835 , 5BZQJ0609-1542 , PKS0607-15  , BZQJ0609-1542  , 92.42063 , -15.71131 , 0.324 ,  , 15.3 , QSO RLoud flat radio sp. , 2742 , 24732473 , 1663 , 0.87 , 
836 , 5BZBJ0610-1847 , 2FGLJ0609.6-1847 , BZBJ0610-1847  , 92.57454 , -18.79447 ,  ,  , 17.3 , BL Lac , 128 , 286 ,  , 0.38 , 6e-10
837 , 5BZQJ0610-6058 , 1RXSJ061030.5-605834 , BZQJ0610-6058  , 92.62629 , -60.97725 , 1.773 ,  , 20.1 , QSO RLoud flat radio sp. , 350 , 309 ,  , 0.21 , 5e-10
838 , 5BZQJ0610-2301 , CRATESJ061037-230146 ,  , 92.66163 , -23.02939 , 2.854 ,  , 18.8 , QSO RLoud flat radio sp. , 361 , 320 ,  ,  , 
839 , 5BZQJ0612-4337 , PKS0610-436  , BZQJ0612-4337  , 93.11921 , -43.63011 , 3.461 ,  , 17.1 , QSO RLoud flat radio sp. , 300 , 633 ,  , 0.35 , 
840 , 5BZQJ0612-3138 , PKS0610-316  , BZQJ0612-3138  , 93.12358 , -31.6495 , 0.873 ,  , 17.9 , QSO RLoud flat radio sp. , 613 , 643 ,  , 0.24 , 
841 , 5BZBJ0612+4122 , S4 0609+41  , BZBJ0612+4122  , 93.21325 , 41.37706 ,  ,  , 16.3 , BL Lac , 248 , 281 ,  , 0.25 , 3.6e-9
842 , 5BZBJ0613+7107 , MS0607.9+7108  , BZBJ0613+7107  , 93.43054 , 71.12408 , 0.267 ,  , 19.1 , BL Lac , 25 , 25 ,  , 0.39 , 
843 , 5BZQJ0613+1306 , CC 197-02.2  , BZQJ0613+1306  , 93.49037 , 13.11261 , 0.745 ,  , 19.5 , QSO RLoud flat radio sp. , 545 , 423 ,  , 0.22 , 
844 , 5BZQJ0614-2536 , TEX0612-255  , BZQJ0614-2536  , 93.57171 , -25.61486 , 2.15 ,  , 19 , QSO RLoud flat radio sp. , 419 , 371 ,  ,  , 
845 , 5BZQJ0614+6046 , OH 617  , BZQJ0614+6046  , 93.59946 , 60.77272 , 2.702 ,  , 18.8 , QSO RLoud flat radio sp. , 1182 , 1066 ,  ,  , 
846 , 5BZBJ0615-3117 , PKS0613-312  , BZBJ0615-3117  , 93.83017 , -31.28931 ,  ,  , 18.8 , BL Lac , 173 , 133 ,  , 0.16 , 
