id , Source Name , 1-100 GeV Flux (ph cm-2 s-1) , 1-100 GeV Flux Error (ph cm-2 s-1) , 0.1-100 GeV Energy Flux (erg cm-2 s-1) , 0.1-100 GeV Energy Flux Error (erg cm-2 s-1) , Spectrum Type , Flux 1-3 GeV (ph/cm2/s) , Flux 3-10 GeV (ph/cm2/s) , Flux 10-30 GeV (ph/cm2/s) , Flux 30-300 GeV (ph/cm2/s) , NuFNu 1-3 GeV (erg /cm2/s) , NuFNu 3-10 GeV (erg /cm2/s) , NuFNu 10-30 GeV (erg /cm2/s) , NuFNu 30-300 GeV (erg /cm2/s)
2323 , 4FGL J1218.6-1049 , 1.153e-10 , 4.357e-11 , 2.675e-12 , 6.537e-13 , LogParabola , 1.133e-10 , <1.009e-11 , <7.389e-12 , <7.213e-12 , 2.235e-13 , 2.453e-21 , 8.031e-16 , 1.255e-19
2324 , 4FGL J1219.0+4827 , 1.041e-10 , 2.556e-11 , 1.448e-12 , 3.883e-13 , PowerLaw , 6.371e-11 , 2.907e-11 , 5.090e-12 , <4.090e-12 , 1.466e-13 , 1.894e-13 , 1.171e-13 , 1.188e-18
2325 , 4FGL J1219.0+3653 , 1.504e-10 , 3.068e-11 , 1.749e-12 , 3.407e-13 , PowerLaw , 1.654e-10 , 3.236e-11 , <5.789e-12 , <4.239e-12 , 3.885e-13 , 2.162e-13 , 3.735e-16 , 5.993e-17
2326 , 4FGL J1219.0-4827 , 6.564e-10 , 6.906e-11 , 4.332e-12 , 5.829e-13 , LogParabola , 4.715e-10 , 1.354e-10 , 1.367e-11 , 2.651e-12 , 1.125e-12 , 8.629e-13 , 2.930e-13 , 8.119e-14
2327 , 4FGL J1219.7-0313 , 5.168e-10 , 5.485e-11 , 5.823e-12 , 6.314e-13 , PowerLaw , 3.903e-10 , 1.156e-10 , 3.825e-11 , 1.758e-11 , 9.410e-13 , 7.967e-13 , 9.221e-13 , 9.515e-13
2328 , 4FGL J1219.7+0444 , 2.414e-10 , 4.542e-11 , 2.681e-12 , 5.043e-13 , PowerLaw , 2.048e-10 , 5.312e-11 , 8.622e-12 , 1.166e-11 , 4.893e-13 , 3.621e-13 , 2.060e-13 , 6.076e-13
2329 , 4FGL J1219.9+6056 , 1.547e-10 , 2.891e-11 , 2.594e-12 , 3.741e-13 , PowerLaw , 5.364e-11 , 2.792e-11 , 1.708e-11 , <3.301e-12 , 1.217e-13 , 1.789e-13 , 3.874e-13 , 1.974e-17
2330 , 4FGL J1220.1-5558 , 4.414e-10 , 6.100e-11 , 5.868e-12 , 8.926e-13 , PowerLaw , 4.253e-10 , 9.445e-11 , 2.425e-12 , <4.641e-12 , 9.824e-13 , 6.186e-13 , 5.601e-14 , 1.726e-16
2331 , 4FGL J1220.1+7105 , 2.318e-9 , 7.595e-11 , 2.187e-11 , 8.599e-13 , LogParabola , 2.004e-9 , 3.533e-10 , 4.454e-11 , 2.060e-12 , 4.634e-12 , 2.239e-12 , 9.736e-13 , 7.023e-14
2332 , 4FGL J1220.1+3432 , 5.051e-10 , 4.491e-11 , 5.611e-12 , 4.967e-13 , PowerLaw , 3.822e-10 , 1.325e-10 , 2.247e-11 , 2.872e-12 , 9.120e-13 , 9.020e-13 , 5.364e-13 , 1.491e-13
2333 , 4FGL J1220.1-2458 , 2.232e-10 , 4.763e-11 , 2.609e-12 , 5.077e-13 , PowerLaw , 1.139e-10 , 6.420e-11 , 1.862e-11 , 1.130e-11 , 2.768e-13 , 4.470e-13 , 4.527e-13 , 6.337e-13
2334 , 4FGL J1220.2-3713 , 3.776e-10 , 4.893e-11 , 4.201e-12 , 5.431e-13 , PowerLaw , 2.943e-10 , 7.663e-11 , 3.771e-11 , 5.865e-12 , 7.052e-13 , 5.242e-13 , 9.034e-13 , 3.093e-13
2335 , 4FGL J1220.5-2745 , 1.552e-10 , 3.807e-11 , 2.720e-12 , 6.048e-13 , PowerLaw , 5.370e-11 , 3.861e-11 , <7.766e-12 , <4.645e-12 , 1.214e-13 , 2.466e-13 , 1.196e-14 , 2.833e-18
2336 , 4FGL J1221.3+3010 , 3.086e-9 , 1.151e-10 , 4.122e-11 , 1.687e-12 , PowerLaw , 1.613e-9 , 9.632e-10 , 3.047e-10 , 2.565e-10 , 3.989e-12 , 6.842e-12 , 7.534e-12 , 1.544e-11
2337 , 4FGL J1221.4-0634 , 9.235e-10 , 7.640e-11 , 5.691e-12 , 6.146e-13 , LogParabola , 7.611e-10 , 1.523e-10 , 6.833e-12 , 2.384e-12 , 1.787e-12 , 9.313e-13 , 1.395e-13 , 6.627e-14
2338 , 4FGL J1221.5+2814 , 3.517e-9 , 1.039e-10 , 3.964e-11 , 1.056e-12 , PowerLaw , 2.585e-9 , 8.230e-10 , 1.565e-10 , 3.967e-11 , 6.117e-12 , 5.547e-12 , 3.703e-12 , 1.990e-12
2339 , 4FGL J1222.0-4121 , 1.476e-10 , 3.724e-11 , 1.663e-12 , 4.279e-13 , PowerLaw , 1.465e-10 , 3.833e-11 , 2.696e-12 , <5.278e-12 , 3.468e-13 , 2.584e-13 , 6.379e-14 , 6.818e-17
2340 , 4FGL J1222.5+0414 , 1.047e-9 , 6.851e-11 , 2.268e-11 , 1.034e-12 , LogParabola , 9.514e-10 , 8.920e-11 , 1.497e-12 , <4.832e-12 , 2.086e-12 , 5.379e-13 , 3.170e-14 , 2.177e-17
2341 , 4FGL J1223.0+1100 , 2.203e-10 , 4.058e-11 , 2.470e-12 , 4.571e-13 , PowerLaw , 9.309e-11 , 7.235e-11 , 2.017e-11 , <6.473e-12 , 2.240e-13 , 4.976e-13 , 4.853e-13 , 2.939e-15
2342 , 4FGL J1223.3+1213 , 1.660e-10 , 3.939e-11 , 2.404e-12 , 5.139e-13 , PowerLaw , 1.203e-10 , 4.865e-11 , <9.053e-12 , <4.893e-12 , 2.758e-13 , 3.158e-13 , 6.070e-15 , 4.188e-18
2343 , 4FGL J1223.5+0818 , 1.857e-10 , 3.739e-11 , 2.198e-12 , 4.578e-13 , PowerLaw , 1.533e-10 , 6.871e-11 , 6.182e-12 , 8.697e-12 , 3.736e-13 , 4.795e-13 , 1.506e-13 , 4.918e-13
2344 , 4FGL J1223.6-3032 , 2.247e-10 , 4.703e-11 , 2.741e-12 , 5.029e-13 , PowerLaw , 3.782e-11 , 7.724e-11 , 1.618e-11 , 1.514e-11 , 9.255e-14 , 5.419e-13 , 3.959e-13 , 8.719e-13
2345 , 4FGL J1223.8+8039 , 1.058e-9 , 6.036e-11 , 9.870e-12 , 7.975e-13 , LogParabola , 7.886e-10 , 2.215e-10 , 2.738e-11 , 1.991e-12 , 1.844e-12 , 1.435e-12 , 6.137e-13 , 7.437e-14
2346 , 4FGL J1223.9+7954 , 1.448e-10 , 3.245e-11 , 1.708e-12 , 3.376e-13 , PowerLaw , 6.671e-11 , 3.319e-11 , 2.157e-11 , 3.043e-12 , 1.624e-13 , 2.315e-13 , 5.251e-13 , 1.717e-13
2347 , 4FGL J1223.9+5000 , 4.705e-10 , 4.530e-11 , 5.398e-12 , 5.871e-13 , LogParabola , 3.752e-10 , 6.052e-11 , 5.834e-12 , <3.721e-12 , 8.337e-13 , 3.584e-13 , 1.186e-13 , 4.052e-20
2348 , 4FGL J1224.1+2239 , 8.022e-11 , 3.407e-11 , 1.158e-12 , 3.706e-13 , PowerLaw , 6.449e-11 , 1.724e-11 , 1.103e-11 , 6.339e-12 , 1.606e-13 , 1.235e-13 , 2.746e-13 , 3.936e-13
2349 , 4FGL J1224.4+2436 , 1.379e-9 , 7.062e-11 , 1.606e-11 , 9.269e-13 , PowerLaw , 9.205e-10 , 3.952e-10 , 9.415e-11 , 5.465e-11 , 2.236e-12 , 2.749e-12 , 2.287e-12 , 3.055e-12
2350 , 4FGL J1224.6+7011 , 1.199e-10 , 2.573e-11 , 3.884e-12 , 5.607e-13 , PowerLaw , 8.580e-11 , 1.826e-11 , 4.929e-12 , <3.657e-12 , 1.876e-13 , 1.121e-13 , 1.077e-13 , 3.990e-17
2351 , 4FGL J1224.7-8313 , 4.443e-10 , 5.084e-11 , 7.906e-12 , 7.702e-13 , PowerLaw , 4.184e-10 , 4.278e-11 , 6.754e-12 , <3.856e-12 , 9.452e-13 , 2.729e-13 , 1.526e-13 , 6.722e-17
2352 , 4FGL J1224.9+2122 , 1.983e-8 , 2.401e-10 , 2.320e-10 , 2.298e-12 , LogParabola , 1.589e-8 , 3.366e-9 , 4.853e-10 , 1.036e-10 , 3.671e-11 , 2.179e-11 , 1.100e-11 , 4.203e-12
2353 , 4FGL J1224.9+4334 , 3.966e-10 , 4.039e-11 , 5.619e-12 , 4.288e-13 , PowerLaw , 3.241e-10 , 7.269e-11 , 7.831e-12 , <4.028e-12 , 7.444e-13 , 4.729e-13 , 1.799e-13 , 1.530e-19
2354 , 4FGL J1225.3-3446 , 1.250e-10 , 3.884e-11 , 1.399e-12 , 4.114e-13 , PowerLaw , 6.388e-11 , 2.126e-11 , 1.356e-11 , 6.990e-12 , 1.536e-13 , 1.461e-13 , 3.262e-13 , 3.746e-13
2355 , 4FGL J1225.5-2851 , 2.521e-10 , 4.290e-11 , 3.688e-12 , 6.056e-13 , PowerLaw , 2.732e-10 , 1.449e-11 , 6.640e-12 , <4.829e-12 , 6.257e-13 , 9.398e-14 , 1.521e-13 , 6.899e-17
2356 , 4FGL J1225.6-7313 , 4.210e-10 , 5.893e-11 , 4.733e-12 , 6.989e-13 , PowerLaw , 2.364e-10 , 9.047e-11 , 2.262e-11 , 9.177e-12 , 5.598e-13 , 6.104e-13 , 5.358e-13 , 4.618e-13
2357 , 4FGL J1225.9+2951 , 1.523e-9 , 8.540e-11 , 8.350e-12 , 5.863e-13 , LogParabola , 1.093e-9 , 3.835e-10 , 1.388e-11 , 5.027e-13 , 2.666e-12 , 2.407e-12 , 2.858e-13 , 1.397e-14
2358 , 4FGL J1226.0+5622 , 1.061e-10 , 2.537e-11 , 1.812e-12 , 3.565e-13 , PowerLaw , 7.553e-11 , 2.475e-11 , 5.317e-12 , <3.815e-12 , 1.711e-13 , 1.584e-13 , 1.204e-13 , 9.953e-18
2359 , 4FGL J1226.7+0637 , 1.915e-10 , 3.592e-11 , 2.681e-12 , 5.061e-13 , PowerLaw , 8.070e-11 , 7.744e-11 , 2.992e-11 , 9.954e-12 , 2.004e-13 , 5.531e-13 , 7.431e-13 , 6.108e-13
2360 , 4FGL J1226.8-1329 , 8.379e-10 , 6.928e-11 , 9.448e-12 , 8.061e-13 , PowerLaw , 6.952e-10 , 2.075e-10 , 4.732e-11 , 2.927e-11 , 1.676e-12 , 1.431e-12 , 1.141e-12 , 1.585e-12
2361 , 4FGL J1226.8-4907 , 4.490e-10 , 8.830e-11 , 9.078e-12 , 1.553e-12 , PowerLaw , 5.102e-10 , 2.511e-11 , <8.936e-12 , 2.876e-12 , 1.143e-12 , 1.587e-13 , 3.387e-16 , 1.180e-13
2362 , 4FGL J1227.1-4437 , 1.538e-10 , 3.928e-11 , 1.975e-12 , 4.528e-13 , PowerLaw , <4.551e-11 , 5.847e-11 , 1.741e-11 , 1.405e-11 , 8.747e-15 , 4.133e-13 , 4.285e-13 , 8.310e-13
2363 , 4FGL J1228.0-6918 , 2.100e-10 , 4.998e-11 , 2.738e-12 , 8.001e-13 , PowerLaw , 1.652e-10 , 3.325e-11 , 8.831e-12 , 3.501e-13 , 3.823e-13 , 2.183e-13 , 2.044e-13 , 1.611e-14
2364 , 4FGL J1228.0-4853 , 2.623e-9 , 1.248e-10 , 2.404e-11 , 1.462e-12 , PLSuperExpCutoff , 2.050e-9 , 4.148e-10 , 3.603e-11 , <5.375e-12 , 4.751e-12 , 2.548e-12 , 7.100e-13 , 1.354e-17
2365 , 4FGL J1228.3+7521 , 1.067e-10 , 2.418e-11 , 1.236e-12 , 2.915e-13 , PowerLaw , 1.109e-10 , 1.184e-11 , 4.911e-12 , 3.958e-12 , 2.606e-13 , 7.915e-14 , 1.154e-13 , 1.934e-13
2366 , 4FGL J1228.7+4858 , 3.739e-10 , 3.976e-11 , 5.493e-12 , 5.516e-13 , PowerLaw , 3.552e-10 , 3.121e-11 , 9.605e-12 , <4.844e-12 , 8.133e-13 , 2.023e-13 , 2.199e-13 , 2.187e-17
2367 , 4FGL J1228.7-0318 , 2.935e-10 , 4.750e-11 , 3.416e-12 , 5.411e-13 , PowerLaw , 2.282e-10 , 6.950e-11 , 8.193e-12 , <5.550e-12 , 5.359e-13 , 4.643e-13 , 1.924e-13 , 5.691e-21
2368 , 4FGL J1229.0+0202 , 6.288e-9 , 1.448e-10 , 1.287e-10 , 1.558e-12 , LogParabola , 5.740e-9 , 5.808e-10 , 3.456e-11 , 3.368e-12 , 1.262e-11 , 3.511e-12 , 7.328e-13 , 1.101e-13
2369 , 4FGL J1229.5-3048 , 1.625e-10 , 3.938e-11 , 2.189e-12 , 5.260e-13 , PowerLaw , 1.701e-10 , 3.144e-11 , 9.925e-13 , <4.704e-12 , 3.923e-13 , 2.057e-13 , 2.290e-14 , 3.843e-18
2370 , 4FGL J1229.7-5304 , 4.171e-10 , 5.709e-11 , 4.635e-12 , 6.312e-13 , PowerLaw , 2.539e-10 , 9.081e-11 , 4.039e-11 , 7.475e-12 , 6.073e-13 , 6.201e-13 , 9.661e-13 , 3.918e-13
2371 , 4FGL J1230.2+2517 , 3.939e-9 , 1.178e-10 , 3.686e-11 , 1.348e-12 , LogParabola , 2.814e-9 , 8.932e-10 , 1.980e-10 , 2.291e-11 , 6.705e-12 , 5.972e-12 , 4.590e-12 , 9.871e-13
2372 , 4FGL J1230.8+1223 , 1.502e-9 , 7.594e-11 , 1.668e-11 , 8.479e-13 , PowerLaw , 1.101e-9 , 3.631e-10 , 4.867e-11 , 3.484e-11 , 2.631e-12 , 2.477e-12 , 1.163e-12 , 1.819e-12
2373 , 4FGL J1230.9+3711 , 1.137e-10 , 2.764e-11 , 1.591e-12 , 4.063e-13 , PowerLaw , 3.059e-11 , 5.039e-11 , <5.194e-12 , <4.328e-12 , 7.035e-14 , 3.283e-13 , 1.672e-17 , 3.457e-17
2374 , 4FGL J1231.1-1412 , 1.818e-8 , 2.708e-10 , 9.948e-11 , 1.491e-12 , PLSuperExpCutoff , 1.423e-8 , 3.489e-9 , 1.232e-10 , <5.211e-12 , 3.468e-11 , 2.087e-11 , 2.335e-12 , 1.827e-16
2375 , 4FGL J1231.5+1421 , 3.333e-10 , 4.881e-11 , 3.913e-12 , 5.581e-13 , PowerLaw , 1.392e-10 , 1.029e-10 , 2.795e-11 , 1.899e-11 , 3.386e-13 , 7.167e-13 , 6.799e-13 , 1.068e-12
2376 , 4FGL J1231.6+6415 , 2.472e-10 , 3.173e-11 , 2.811e-12 , 3.642e-13 , PowerLaw , 1.219e-10 , 6.046e-11 , 1.957e-11 , 1.424e-11 , 2.946e-13 , 4.180e-13 , 4.730e-13 , 7.790e-13
2377 , 4FGL J1231.6-5116 , 1.089e-9 , 8.374e-11 , 9.860e-12 , 7.957e-13 , LogParabola , 1.139e-9 , 1.353e-11 , <5.062e-12 , <5.198e-12 , 2.424e-12 , 7.193e-14 , 4.523e-17 , 2.612e-18
2378 , 4FGL J1231.6-6511 , 1.759e-9 , 1.404e-10 , 1.181e-11 , 1.501e-12 , LogParabola , 1.644e-9 , 1.515e-10 , 1.032e-11 , <5.369e-12 , 3.707e-12 , 8.680e-13 , 1.979e-13 , 3.825e-16
2379 , 4FGL J1231.7+2847 , 2.037e-9 , 8.019e-11 , 2.283e-11 , 9.661e-13 , PowerLaw , 1.454e-9 , 5.049e-10 , 1.684e-10 , 3.525e-11 , 3.499e-12 , 3.472e-12 , 4.051e-12 , 1.893e-12
2380 , 4FGL J1232.5+4821 , 3.367e-10 , 3.739e-11 , 4.199e-12 , 4.448e-13 , PowerLaw , 2.949e-10 , 4.753e-11 , 1.663e-11 , <3.867e-12 , 6.858e-13 , 3.139e-13 , 3.869e-13 , 1.302e-17
2381 , 4FGL J1232.5-3720 , 3.787e-10 , 4.873e-11 , 4.293e-12 , 5.532e-13 , PowerLaw , 2.073e-10 , 8.639e-11 , 4.047e-11 , 1.469e-11 , 5.007e-13 , 5.968e-13 , 9.774e-13 , 8.013e-13
2382 , 4FGL J1233.0+1333 , 3.202e-10 , 4.592e-11 , 4.651e-12 , 5.982e-13 , PowerLaw , 2.646e-10 , 4.849e-11 , 2.526e-12 , <5.241e-12 , 6.064e-13 , 3.147e-13 , 5.789e-14 , 1.257e-17
2383 , 4FGL J1233.1+1703 , 1.577e-10 , 3.470e-11 , 1.873e-12 , 4.202e-13 , PowerLaw , 8.536e-11 , 6.404e-11 , 1.406e-11 , <6.264e-12 , 2.081e-13 , 4.473e-13 , 3.426e-13 , 5.213e-17
2384 , 4FGL J1233.6+5027 , 1.626e-10 , 3.009e-11 , 2.387e-12 , 4.055e-13 , PowerLaw , 1.738e-10 , 1.187e-11 , 1.808e-12 , <3.741e-12 , 3.981e-13 , 7.698e-14 , 4.140e-14 , 1.454e-20
2385 , 4FGL J1233.7-0144 , 1.033e-9 , 6.909e-11 , 1.148e-11 , 7.606e-13 , PowerLaw , 7.111e-10 , 2.399e-10 , 7.482e-11 , 2.252e-11 , 1.696e-12 , 1.632e-12 , 1.785e-12 , 1.166e-12
2386 , 4FGL J1234.0-5735 , 1.364e-9 , 1.009e-10 , 1.203e-11 , 1.082e-12 , LogParabola , 9.651e-10 , 3.009e-10 , 1.307e-10 , 2.345e-11 , 2.386e-12 , 2.071e-12 , 3.068e-12 , 9.907e-13
2387 , 4FGL J1234.7-0434 , 2.140e-10 , 4.413e-11 , 2.381e-12 , 4.872e-13 , PowerLaw , 1.561e-10 , 3.063e-11 , 2.188e-11 , 8.002e-12 , 3.740e-13 , 2.096e-13 , 5.244e-13 , 4.227e-13
2388 , 4FGL J1236.3+3858 , 2.102e-10 , 3.368e-11 , 2.370e-12 , 3.849e-13 , PowerLaw , 1.390e-10 , 4.698e-11 , 2.071e-11 , 5.990e-12 , 3.352e-13 , 3.239e-13 , 4.993e-13 , 3.244e-13
2389 , 4FGL J1236.9-7232 , 2.291e-10 , 4.887e-11 , 2.923e-12 , 7.323e-13 , PowerLaw , 2.045e-10 , 3.022e-11 , 3.216e-12 , <5.570e-12 , 4.745e-13 , 1.989e-13 , 7.460e-14 , 1.456e-17
2390 , 4FGL J1237.8+6256 , 8.586e-11 , 2.370e-11 , 9.656e-13 , 2.509e-13 , PowerLaw , 2.950e-11 , 2.567e-11 , 7.453e-12 , 2.093e-12 , 7.108e-14 , 1.768e-13 , 1.796e-13 , 1.129e-13
2391 , 4FGL J1238.1-4541 , 4.874e-10 , 5.290e-11 , 5.477e-12 , 5.940e-13 , PowerLaw , 4.041e-10 , 1.101e-10 , 2.473e-11 , <4.398e-12 , 9.571e-13 , 7.428e-13 , 5.857e-13 , 5.644e-18
2392 , 4FGL J1238.3-1959 , 5.947e-10 , 5.519e-11 , 6.677e-12 , 5.974e-13 , PowerLaw , 4.220e-10 , 1.526e-10 , 8.618e-12 , 1.359e-11 , 9.999e-13 , 1.030e-12 , 2.042e-13 , 6.853e-13
2393 , 4FGL J1238.5-1201 , 2.489e-10 , 4.377e-11 , 6.143e-12 , 6.461e-13 , PowerLaw , 2.471e-10 , 2.025e-11 , 4.191e-12 , <4.781e-12 , 5.476e-13 , 1.263e-13 , 9.290e-14 , 1.075e-16
2394 , 4FGL J1239.4+0728 , 3.621e-10 , 4.572e-11 , 4.105e-12 , 5.072e-13 , PowerLaw , 3.481e-10 , 6.584e-11 , 1.087e-11 , 7.117e-12 , 8.224e-13 , 4.429e-13 , 2.567e-13 , 3.545e-13
2395 , 4FGL J1239.5+0443 , 6.314e-9 , 1.475e-10 , 6.980e-11 , 1.448e-12 , LogParabola , 5.530e-9 , 9.864e-10 , 5.585e-11 , <6.021e-12 , 1.264e-11 , 6.207e-12 , 1.219e-12 , 5.041e-17
2396 , 4FGL J1239.7-3455 , 1.332e-10 , 3.666e-11 , 2.465e-12 , 5.699e-13 , PowerLaw , 1.392e-11 , 2.819e-11 , 5.199e-12 , <4.667e-12 , 3.136e-14 , 1.793e-13 , 1.171e-13 , 2.562e-16
2397 , 4FGL J1240.1-6846 , 4.269e-10 , 5.852e-11 , 5.920e-12 , 9.423e-13 , PowerLaw , 2.893e-10 , 8.325e-11 , 1.350e-11 , <4.769e-12 , 6.658e-13 , 5.428e-13 , 3.107e-13 , 8.066e-18
2398 , 4FGL J1240.4-2606 , 2.088e-10 , 4.343e-11 , 2.730e-12 , 6.278e-13 , PowerLaw , 1.950e-10 , 5.568e-11 , <7.036e-12 , <4.677e-12 , 4.511e-13 , 3.654e-13 , 4.267e-17 , 2.044e-17
2399 , 4FGL J1240.4-7148 , 6.868e-10 , 6.952e-11 , 7.832e-12 , 7.490e-13 , PowerLaw , 3.368e-10 , 1.814e-10 , 8.393e-11 , 7.345e-12 , 8.147e-13 , 1.256e-12 , 2.030e-12 , 4.030e-13
2400 , 4FGL J1241.3+4236 , 9.590e-11 , 2.645e-11 , 1.760e-12 , 3.817e-13 , PowerLaw , 7.002e-11 , <1.120e-11 , 3.325e-12 , <4.261e-12 , 1.579e-13 , 1.049e-17 , 7.497e-14 , 8.668e-18
2401 , 4FGL J1241.5+3439 , 1.395e-10 , 3.144e-11 , 1.600e-12 , 3.561e-13 , PowerLaw , 6.564e-11 , 5.656e-11 , 3.222e-12 , 2.897e-12 , 1.590e-13 , 3.920e-13 , 7.803e-14 , 1.598e-13
2402 , 4FGL J1241.8-1456 , 3.688e-10 , 4.852e-11 , 4.456e-12 , 6.037e-13 , PowerLaw , 2.280e-10 , 1.374e-10 , 2.443e-11 , 1.567e-11 , 5.571e-13 , 9.627e-13 , 5.970e-13 , 8.978e-13
2403 , 4FGL J1241.9+0636 , 1.390e-10 , 3.694e-11 , 1.610e-12 , 4.031e-13 , PowerLaw , 5.385e-11 , 4.649e-11 , 1.664e-11 , <5.355e-12 , 1.307e-13 , 3.230e-13 , 4.039e-13 , 6.181e-18
2404 , 4FGL J1242.9+7315 , 1.226e-10 , 2.539e-11 , 1.583e-12 , 3.200e-13 , PowerLaw , 6.328e-11 , 4.041e-11 , 9.909e-12 , 7.231e-12 , 1.559e-13 , 2.858e-13 , 2.441e-13 , 4.287e-13
2405 , 4FGL J1243.0+3950 , 1.004e-10 , 2.727e-11 , 2.426e-12 , 4.177e-13 , PowerLaw , 9.953e-11 , 2.039e-11 , <6.324e-12 , <4.463e-12 , 2.208e-13 , 1.274e-13 , 5.698e-17 , 1.941e-16
2406 , 4FGL J1243.2+3627 , 2.251e-9 , 8.876e-11 , 2.494e-11 , 1.288e-12 , LogParabola , 1.227e-9 , 6.790e-10 , 2.368e-10 , 1.008e-10 , 3.044e-12 , 4.774e-12 , 5.734e-12 , 5.165e-12
2407 , 4FGL J1243.7+1727 , 1.014e-10 , 3.007e-11 , 1.194e-12 , 3.299e-13 , PowerLaw , 5.217e-11 , 2.707e-11 , 1.306e-11 , 2.864e-12 , 1.270e-13 , 1.888e-13 , 3.178e-13 , 1.614e-13
2408 , 4FGL J1243.9-0218 , 4.147e-10 , 4.951e-11 , 4.763e-12 , 5.463e-13 , PowerLaw , 3.416e-10 , 1.065e-10 , 1.550e-11 , <4.924e-12 , 8.043e-13 , 7.134e-13 , 3.649e-13 , 9.353e-19
2409 , 4FGL J1244.2-4956 , 4.403e-10 , 5.495e-11 , 5.118e-12 , 6.489e-13 , PowerLaw , 3.015e-10 , 9.716e-11 , 1.878e-11 , 7.371e-12 , 7.083e-13 , 6.492e-13 , 4.412e-13 , 3.593e-13
2410 , 4FGL J1244.3-6233 , 1.706e-9 , 1.625e-10 , 2.433e-11 , 3.041e-12 , PowerLaw , 1.798e-9 , 3.148e-10 , 3.227e-11 , 7.292e-13 , 4.128e-12 , 2.046e-12 , 7.408e-13 , 3.254e-14
2411 , 4FGL J1244.5+1616 , 2.469e-10 , 3.803e-11 , 2.888e-12 , 4.350e-13 , PowerLaw , 1.950e-10 , 4.052e-11 , 1.505e-11 , 2.949e-12 , 4.575e-13 , 2.704e-13 , 3.531e-13 , 1.431e-13
2412 , 4FGL J1245.1+5709 , 3.866e-10 , 3.661e-11 , 4.319e-12 , 4.016e-13 , PowerLaw , 2.497e-10 , 1.035e-10 , 3.354e-11 , <3.709e-12 , 5.930e-13 , 7.007e-13 , 7.964e-13 , 6.238e-17
2413 , 4FGL J1245.8+0232 , 4.130e-10 , 6.005e-11 , 2.217e-12 , 3.763e-13 , LogParabola , 3.332e-10 , 5.273e-11 , 4.107e-12 , <6.368e-12 , 7.649e-13 , 2.989e-13 , 7.784e-14 , 1.848e-16
2414 , 4FGL J1246.3+0112 , 1.740e-10 , 3.783e-11 , 1.936e-12 , 4.230e-13 , PowerLaw , 8.753e-11 , 4.900e-11 , 1.318e-11 , <5.381e-12 , 2.085e-13 , 3.329e-13 , 3.138e-13 , 3.555e-16
2415 , 4FGL J1246.7-2548 , 7.885e-9 , 1.659e-10 , 7.993e-11 , 1.765e-12 , LogParabola , 6.544e-9 , 1.203e-9 , 1.736e-10 , 2.922e-12 , 1.508e-11 , 7.629e-12 , 3.811e-12 , 1.020e-13
2416 , 4FGL J1247.0+4421 , 2.719e-10 , 3.572e-11 , 3.388e-12 , 4.780e-13 , PowerLaw , 1.475e-10 , 8.284e-11 , 3.502e-11 , 1.236e-11 , 3.618e-13 , 5.831e-13 , 8.593e-13 , 7.203e-13
2417 , 4FGL J1248.3+5820 , 5.038e-9 , 1.140e-10 , 5.105e-11 , 1.528e-12 , LogParabola , 3.144e-9 , 1.362e-9 , 4.091e-10 , 1.270e-10 , 7.668e-12 , 9.402e-12 , 9.773e-12 , 6.237e-12
2418 , 4FGL J1248.7+5127 , 1.677e-10 , 2.953e-11 , 1.900e-12 , 3.320e-13 , PowerLaw , 9.485e-11 , 4.366e-11 , 1.232e-11 , 6.996e-12 , 2.290e-13 , 3.015e-13 , 2.974e-13 , 3.813e-13
2419 , 4FGL J1248.9+4840 , 1.680e-10 , 2.987e-11 , 2.520e-12 , 3.774e-13 , PowerLaw , 1.238e-10 , 3.946e-11 , 9.586e-13 , <3.948e-12 , 2.831e-13 , 2.553e-13 , 2.191e-14 , 6.064e-17
2420 , 4FGL J1249.2-2809 , 4.510e-10 , 5.073e-11 , 5.056e-12 , 5.647e-13 , PowerLaw , 2.278e-10 , 1.222e-10 , 3.248e-11 , 2.922e-12 , 5.401e-13 , 8.259e-13 , 7.700e-13 , 1.477e-13
2421 , 4FGL J1249.3-0545 , 3.422e-10 , 5.183e-11 , 3.802e-12 , 5.775e-13 , PowerLaw , 2.148e-10 , 9.932e-11 , 2.957e-11 , <5.056e-12 , 5.124e-13 , 6.761e-13 , 7.055e-13 , 1.511e-17
2422 , 4FGL J1249.8+3707 , 3.593e-10 , 4.124e-11 , 4.558e-12 , 5.709e-13 , PowerLaw , 2.031e-10 , 1.268e-10 , 3.337e-11 , 1.730e-11 , 4.994e-13 , 8.949e-13 , 8.205e-13 , 1.017e-12
2423 , 4FGL J1250.6+0217 , 3.475e-10 , 4.799e-11 , 3.881e-12 , 5.377e-13 , PowerLaw , 2.276e-10 , 1.066e-10 , 2.306e-11 , 5.730e-12 , 5.468e-13 , 7.319e-13 , 5.539e-13 , 3.057e-13
2424 , 4FGL J1250.8+3117 , 2.240e-10 , 3.535e-11 , 2.526e-12 , 3.909e-13 , PowerLaw , 1.999e-10 , 3.466e-11 , 1.480e-11 , <5.054e-12 , 4.731e-13 , 2.336e-13 , 3.501e-13 , 2.630e-18
2425 , 4FGL J1250.8-5424 , 2.405e-10 , 5.494e-11 , 2.904e-12 , 7.230e-13 , PowerLaw , 1.911e-10 , 5.094e-11 , 7.498e-12 , 2.554e-12 , 4.463e-13 , 3.380e-13 , 1.751e-13 , 1.216e-13
